"","classe","numero","data_autuacao","data_baixa","relator_atual","evento","tempo"
"302","ADPF","622",2019-09-16,2021-06-07,"MIN. LUÍS ROBERTO BARROSO",1,630
"303","ADPF","623",2019-09-16,2023-08-09,"MIN. ROSA WEBER",1,1423
"304","ADPF","624",2019-09-17,2020-10-23,"MIN. CELSO DE MELLO",1,402
"305","ADPF","625",2019-10-04,2020-02-13,"MIN. CÁRMEN LÚCIA",1,132
"306","ADPF","626",2019-10-07,2025-06-06,"MIN. CRISTIANO ZANIN",0,2069
"307","ADPF","627",2019-10-15,2020-11-05,"MIN. LUÍS ROBERTO BARROSO",1,387
"308","ADPF","628",2019-10-16,2020-04-22,"MIN. CÁRMEN LÚCIA",1,189
"309","ADPF","629",2019-10-18,2020-02-21,"MIN. ALEXANDRE DE MORAES",1,126
"310","ADPF","630",2019-10-23,2021-05-28,"MIN. CÁRMEN LÚCIA",1,583
"311","ADPF","631",2019-10-30,2019-12-05,"MIN. GILMAR MENDES",1,36
"312","ADPF","632",2019-11-12,2020-03-03,"MIN. GILMAR MENDES",1,112
"313","ADPF","633",2019-11-18,2020-04-06,"MIN. GILMAR MENDES",1,140
"314","ADPF","634",2019-11-19,2023-04-24,"MIN. CÁRMEN LÚCIA",1,1252
"315","ADPF","635",2019-11-20,2025-06-06,"MIN. EDSON FACHIN",0,2025
"316","ADPF","636",2019-11-26,2020-02-14,"MIN. MARCO AURÉLIO",1,80
"317","ADPF","637",2019-12-12,2025-06-06,"MIN. FLÁVIO DINO",0,2003
"318","ADPF","638",2019-12-13,2022-03-24,"MIN. RICARDO LEWANDOWSKI",1,832
"319","ADPF","639",2019-12-17,2021-08-23,"MIN. RICARDO LEWANDOWSKI",1,615
"320","ADPF","640",2019-12-18,2023-10-30,"MIN. GILMAR MENDES",1,1412
"321","ADPF","641",2019-12-19,2020-10-21,"MIN. ROSA WEBER",1,307
"322","ADPF","642",2019-12-20,2025-06-06,"MIN. NUNES MARQUES",0,1995
"323","ADPF","643",2020-01-06,2024-03-11,"MIN. ROSA WEBER",1,1526
"324","ADPF","644",2020-01-08,2024-03-11,"MIN. ROSA WEBER",1,1524
"325","ADPF","645",2020-01-13,2020-04-30,"MIN. GILMAR MENDES",1,108
"326","ADPF","646",2020-01-24,2022-08-16,"MIN. DIAS TOFFOLI",1,935
"327","ADPF","647",2020-01-23,2022-03-15,"MIN. CÁRMEN LÚCIA",1,782
"328","ADPF","648",2020-02-03,2021-10-04,"MIN. CÁRMEN LÚCIA",1,609
"329","ADPF","649",2020-02-05,2022-03-29,"MIN. DIAS TOFFOLI",1,783
"330","ADPF","650",2020-02-06,2021-02-12,"MIN. CÁRMEN LÚCIA",1,372
"331","ADPF","651",2020-02-10,2022-11-09,"MIN. CÁRMEN LÚCIA",1,1003
"332","ADPF","652",2020-02-10,2020-03-25,"MIN. ALEXANDRE DE MORAES",1,44
"333","ADPF","653",2020-02-14,2020-05-04,"MIN. GILMAR MENDES",1,80
"334","ADPF","654",2020-02-20,2020-05-15,"MIN. MARCO AURÉLIO",1,85
"335","ADPF","655",2020-03-03,2020-11-25,"MIN. CÁRMEN LÚCIA",1,267
"336","ADPF","656",2020-03-03,2022-05-25,"MIN. RICARDO LEWANDOWSKI",1,813
"337","ADPF","657",2020-03-08,2025-06-06,"MIN. CRISTIANO ZANIN",0,1916
"338","ADPF","658",2020-03-09,2022-05-25,"MIN. RICARDO LEWANDOWSKI",1,807
"339","ADPF","659",2020-03-23,2022-05-17,"MIN. ROSA WEBER",1,785
"340","ADPF","660",2020-03-23,2020-04-30,"MIN. GILMAR MENDES",1,38
"341","ADPF","661",2020-03-23,2021-09-28,"MIN. ALEXANDRE DE MORAES",1,554
"342","ADPF","662",2020-03-24,2022-06-21,"MIN. GILMAR MENDES",1,819
"343","ADPF","663",2020-03-24,2021-09-30,"MIN. ALEXANDRE DE MORAES",1,555
"344","ADPF","664",2020-03-26,2021-05-13,"MIN. ALEXANDRE DE MORAES",1,413
"345","ADPF","665",2020-03-26,2022-06-27,"MIN. DIAS TOFFOLI",1,823
"346","ADPF","666",2020-03-26,2020-06-01,"MIN. ROSA WEBER",1,67
"347","ADPF","667",2020-03-27,2025-06-06,"MIN. GILMAR MENDES",0,1897
"348","ADPF","668",2020-03-30,2020-06-02,"MIN. LUÍS ROBERTO BARROSO",1,64
"349","ADPF","669",2020-03-30,2020-06-03,"MIN. LUÍS ROBERTO BARROSO",1,65
"350","ADPF","670",2020-03-30,2024-06-10,"MIN. ANDRÉ MENDONÇA",1,1533
"351","ADPF","671",2020-03-31,2020-08-20,"MIN. RICARDO LEWANDOWSKI",1,142
"352","ADPF","672",2020-04-01,2020-11-13,"MIN. ALEXANDRE DE MORAES",1,226
"353","ADPF","673",2020-04-02,2022-05-02,"MIN. DIAS TOFFOLI",1,760
"354","ADPF","674",2020-04-13,2022-04-05,"MIN. RICARDO LEWANDOWSKI",1,722
"355","ADPF","675",2020-04-14,2020-05-15,"MIN. CELSO DE MELLO",1,31
"356","ADPF","676",2020-04-20,2020-11-18,"MIN. ALEXANDRE DE MORAES",1,212
"357","ADPF","677",2020-04-22,2025-06-06,"MIN. CRISTIANO ZANIN",0,1871
"358","ADPF","678",2020-04-28,2020-05-26,"MIN. MARCO AURÉLIO",1,28
"359","ADPF","679",2020-05-04,2020-06-01,"MIN. LUIZ FUX",1,28
"360","ADPF","680",2020-05-06,2025-03-25,"MIN. ANDRÉ MENDONÇA",1,1784
"361","ADPF","681",2020-05-07,2022-04-01,"MIN. ALEXANDRE DE MORAES",1,694
"362","ADPF","682",2020-05-08,2020-06-16,"MIN. RICARDO LEWANDOWSKI",1,39
"363","ADPF","683",2020-05-11,2022-03-30,"MIN. ALEXANDRE DE MORAES",1,688
"364","ADPF","684",2020-05-13,2024-03-18,"MIN. NUNES MARQUES",1,1405
"365","ADPF","685",2020-05-27,2021-04-14,"MIN. CÁRMEN LÚCIA",1,322
"366","ADPF","686",2020-05-27,2021-11-11,"MIN. ROSA WEBER",1,533
"367","ADPF","687",2020-05-27,2020-08-17,"MIN. LUIZ FUX",1,82
"368","ADPF","688",2020-06-03,2021-02-03,"MIN. MARCO AURÉLIO",1,245
"369","ADPF","689",2020-06-08,2020-08-23,"MIN. GILMAR MENDES",1,76
"370","ADPF","690",2020-06-08,2021-04-28,"MIN. ALEXANDRE DE MORAES",1,324
"371","ADPF","691",2020-06-09,2021-04-28,"MIN. ALEXANDRE DE MORAES",1,323
"372","ADPF","692",2020-06-09,2021-04-28,"MIN. ALEXANDRE DE MORAES",1,323
"373","ADPF","693",2020-06-12,2022-03-28,"MIN. LUÍS ROBERTO BARROSO",1,654
"374","ADPF","694",2020-06-16,2021-10-19,"MIN. ALEXANDRE DE MORAES",1,490
"375","ADPF","695",2020-06-16,2023-06-30,"MIN. GILMAR MENDES",1,1109
"376","ADPF","696",2020-06-16,2021-08-06,"MIN. MARCO AURÉLIO",1,416
"377","ADPF","697",2020-06-18,2021-08-25,"MIN. CÁRMEN LÚCIA",1,433
"378","ADPF","698",2020-06-19,2020-08-21,"MIN. GILMAR MENDES",1,63
"379","ADPF","699",2020-06-19,2020-08-24,"MIN. GILMAR MENDES",1,66
"380","ADPF","700",2020-06-19,2020-08-21,"MIN. GILMAR MENDES",1,63
"381","ADPF","701",2020-06-22,2022-11-23,"MIN. NUNES MARQUES",1,884
"382","ADPF","702",2020-06-22,2022-11-23,"MIN. NUNES MARQUES",1,884
"383","ADPF","703",2020-06-22,2021-03-11,"MIN. ALEXANDRE DE MORAES",1,262
"384","ADPF","704",2020-06-23,2021-09-22,"MIN. EDSON FACHIN",1,456
"385","ADPF","705",2020-06-24,2021-08-20,"MIN. EDSON FACHIN",1,422
"386","ADPF","706",2020-06-30,2022-04-06,"MIN. ROSA WEBER",1,645
"387","ADPF","707",2020-06-30,2023-03-10,"MIN. NUNES MARQUES",1,983
"388","ADPF","708",2020-06-30,2023-06-19,"MIN. LUÍS ROBERTO BARROSO",1,1084
"389","ADPF","709",2020-07-01,2025-06-06,"MIN. LUÍS ROBERTO BARROSO",0,1801
"390","ADPF","710",2020-07-01,2021-08-18,"MIN. MARCO AURÉLIO",1,413
"391","ADPF","711",2020-07-02,2020-12-15,"MIN. ROSA WEBER",1,166
"392","ADPF","712",2020-07-02,2023-08-10,"MIN. NUNES MARQUES",1,1134
"393","ADPF","713",2020-07-07,2022-04-06,"MIN. ROSA WEBER",1,638
"394","ADPF","714",2020-07-06,2021-12-13,"MIN. GILMAR MENDES",1,525
"395","ADPF","715",2020-07-07,2021-03-08,"MIN. GILMAR MENDES",1,244
"396","ADPF","716",2020-07-07,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,1795
"397","ADPF","717",2020-07-09,2022-11-17,"MIN. DIAS TOFFOLI",1,861
"398","ADPF","718",2020-07-09,2021-03-05,"MIN. GILMAR MENDES",1,239
"399","ADPF","719",2020-07-09,2021-09-22,"MIN. EDSON FACHIN",1,440
"400","ADPF","720",2020-07-15,2021-08-27,"MIN. RICARDO LEWANDOWSKI",1,408
"401","ADPF","721",2020-07-17,2021-09-22,"MIN. EDSON FACHIN",1,432
"402","ADPF","722",2020-07-27,2022-06-20,"MIN. CÁRMEN LÚCIA",1,693
"403","ADPF","723",2020-08-05,2021-04-27,"MIN. EDSON FACHIN",1,265
"404","ADPF","724",2020-08-12,2020-12-09,"MIN. MARCO AURÉLIO",1,119
"405","ADPF","725",2020-08-20,2020-12-07,"MIN. ALEXANDRE DE MORAES",1,109
"406","ADPF","726",2020-08-21,2021-08-25,"MIN. CÁRMEN LÚCIA",1,369
"407","ADPF","727",2020-08-24,2023-09-19,"MIN. NUNES MARQUES",1,1121
"408","ADPF","728",2020-08-25,2021-05-04,"MIN. NUNES MARQUES",1,252
"409","ADPF","729",2020-08-25,2020-12-09,"MIN. CÁRMEN LÚCIA",1,106
"410","ADPF","730",2020-08-25,2023-09-25,"MIN. GILMAR MENDES",1,1126
"411","ADPF","731",2020-08-25,2021-04-14,"MIN. CÁRMEN LÚCIA",1,232
"412","ADPF","732",2020-08-25,2021-05-27,"MIN. RICARDO LEWANDOWSKI",1,275
"413","ADPF","733",2020-08-26,2020-09-25,"MIN. GILMAR MENDES",1,30
"414","ADPF","734",2020-08-28,2023-05-15,"MIN. DIAS TOFFOLI",1,990
"415","ADPF","735",2020-09-01,2023-02-15,"MIN. CÁRMEN LÚCIA",1,897
"416","ADPF","736",2020-09-03,2020-10-05,"MIN. ROSA WEBER",1,32
"417","ADPF","737",2020-09-03,2021-09-27,"MIN. RICARDO LEWANDOWSKI",1,389
"418","ADPF","738",2020-09-03,2021-08-05,"MIN. RICARDO LEWANDOWSKI",1,336
"419","ADPF","739",2020-09-08,2021-02-10,"MIN. CÁRMEN LÚCIA",1,155
"420","ADPF","740",2020-09-09,2020-11-19,"MIN. ROSA WEBER",1,71
"421","ADPF","741",2020-09-10,2020-10-20,"MIN. MARCO AURÉLIO",1,40
"422","ADPF","742",2020-09-10,2025-06-06,"MIN. EDSON FACHIN",0,1730
"423","ADPF","743",2020-09-18,2024-06-19,"MIN. FLÁVIO DINO",1,1370
"424","ADPF","744",2020-09-18,2023-03-01,"MIN. DIAS TOFFOLI",1,894
"425","ADPF","745",2020-09-18,2023-12-18,"MIN. CÁRMEN LÚCIA",1,1186
"426","ADPF","746",2020-09-25,2024-06-19,"MIN. ANDRÉ MENDONÇA",1,1363
"427","ADPF","747",2020-09-30,2022-02-09,"MIN. ROSA WEBER",1,497
"428","ADPF","748",2020-10-01,2022-08-16,"MIN. ROSA WEBER",1,684
"429","ADPF","749",2020-10-02,2022-02-09,"MIN. ROSA WEBER",1,495
"430","ADPF","750",2020-10-06,2021-12-15,"MIN. CÁRMEN LÚCIA",1,435
"431","ADPF","751",2020-10-06,2023-03-01,"MIN. DIAS TOFFOLI",1,876
"432","ADPF","752",2020-10-08,2021-02-09,"MIN. GILMAR MENDES",1,124
"433","ADPF","753",2020-10-16,2021-05-18,"MIN. RICARDO LEWANDOWSKI",1,214
"434","ADPF","754",2020-10-22,2023-09-26,"MIN. CRISTIANO ZANIN",1,1069
"435","ADPF","755",2020-10-22,2024-02-23,"MIN. LUIZ FUX",1,1219
"436","ADPF","756",2020-10-23,2023-09-19,"MIN. CRISTIANO ZANIN",1,1061
"437","ADPF","757",2020-10-28,2021-04-27,"MIN. CÁRMEN LÚCIA",1,181
"438","ADPF","758",2020-11-04,2025-06-06,"MIN. GILMAR MENDES",0,1675
"439","ADPF","759",2020-11-06,2025-06-06,"MIN. EDSON FACHIN",0,1673
"440","ADPF","760",2020-11-12,2024-08-05,"MIN. ANDRÉ MENDONÇA",1,1362
"441","ADPF","761",2020-11-12,2023-03-07,"MIN. NUNES MARQUES",1,845
"442","ADPF","762",2020-11-12,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,1667
"443","ADPF","763",2020-11-13,2022-11-28,"MIN. ANDRÉ MENDONÇA",1,745
"444","ADPF","764",2020-11-25,2021-10-08,"MIN. GILMAR MENDES",1,317
"445","ADPF","765",2020-11-26,2025-06-06,"MIN. CÁRMEN LÚCIA",0,1653
"446","ADPF","766",2020-11-27,2025-06-06,"MIN. NUNES MARQUES",0,1652
"447","ADPF","767",2020-11-27,2023-03-10,"MIN. NUNES MARQUES",1,833
"448","ADPF","768",2020-12-07,2021-02-24,"MIN. DIAS TOFFOLI",1,79
"449","ADPF","769",2020-12-09,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,1640
"450","ADPF","770",2020-12-09,2023-11-28,"MIN. CRISTIANO ZANIN",1,1084
"451","ADPF","771",2020-12-11,2021-10-19,"MIN. ALEXANDRE DE MORAES",1,312
"452","ADPF","772",2020-12-11,2023-08-12,"MIN. EDSON FACHIN",1,974
"453","ADPF","773",2020-12-14,2021-05-10,"MIN. RICARDO LEWANDOWSKI",1,147
"454","ADPF","774",2020-12-15,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,1634
"455","ADPF","775",2020-12-15,2024-08-30,"MIN. NUNES MARQUES",1,1354
"456","ADPF","776",2020-12-15,2023-08-14,"MIN. GILMAR MENDES",1,972
"457","ADPF","777",2020-12-17,2025-05-14,"MIN. CÁRMEN LÚCIA",1,1609
"458","ADPF","778",2021-01-06,2022-03-15,"MIN. CÁRMEN LÚCIA",1,433
"459","ADPF","779",2021-01-06,2023-10-30,"MIN. DIAS TOFFOLI",1,1027
"460","ADPF","780",2021-01-07,2021-03-10,"MIN. DIAS TOFFOLI",1,62
"461","ADPF","781",2021-01-07,2021-04-01,"MIN. EDSON FACHIN",1,84
"462","ADPF","782",2021-01-08,2021-06-14,"MIN. ROSA WEBER",1,157
"463","ADPF","783",2021-01-11,2023-05-15,"MIN. DIAS TOFFOLI",1,854
"464","ADPF","784",2021-01-21,2021-02-25,"MIN. MARCO AURÉLIO",1,35
"465","ADPF","785",2021-01-25,2022-04-05,"MIN. RICARDO LEWANDOWSKI",1,435
"466","ADPF","786",2021-01-26,2021-03-15,"MIN. ALEXANDRE DE MORAES",1,48
"467","ADPF","787",2021-02-01,2025-02-07,"MIN. GILMAR MENDES",1,1467
"468","ADPF","788",2021-02-03,2023-06-30,"MIN. RICARDO LEWANDOWSKI",1,877
"469","ADPF","789",2021-02-11,2021-09-16,"MIN. LUÍS ROBERTO BARROSO",1,217
"470","ADPF","790",2021-02-11,2025-05-27,"MIN. ANDRÉ MENDONÇA",1,1566
"471","ADPF","791",2021-02-19,2023-02-28,"MIN. ALEXANDRE DE MORAES",1,739
"472","ADPF","792",2021-02-19,2023-02-28,"MIN. ALEXANDRE DE MORAES",1,739
"473","ADPF","793",2021-02-23,2022-02-25,"MIN. ROSA WEBER",1,367
"474","ADPF","794",2021-02-25,2021-06-24,"MIN. GILMAR MENDES",1,119
"475","ADPF","795",2021-03-02,2023-02-22,"MIN. NUNES MARQUES",1,722
"476","ADPF","796",2021-03-02,2021-05-28,"MIN. RICARDO LEWANDOWSKI",1,87
"477","ADPF","797",2021-03-03,2023-10-17,"MIN. GILMAR MENDES",1,958
"478","ADPF","798",2021-03-03,2023-02-21,"MIN. NUNES MARQUES",1,720
"479","ADPF","799",2021-03-04,2023-10-17,"MIN. GILMAR MENDES",1,957
"480","ADPF","800",2021-03-05,2025-06-06,"MIN. RICARDO LEWANDOWSKI",0,1554
"481","ADPF","801",2021-03-12,2022-09-26,"MIN. DIAS TOFFOLI",1,563
"482","ADPF","802",2021-03-12,2021-08-09,"MIN. NUNES MARQUES",1,150
"483","ADPF","803",2021-03-12,2021-06-01,"MIN. ALEXANDRE DE MORAES",1,81
"484","ADPF","804",2021-03-12,2022-09-26,"MIN. ALEXANDRE DE MORAES",1,563
"485","ADPF","805",2021-03-15,2023-05-30,"MIN. LUÍS ROBERTO BARROSO",1,806
"486","ADPF","806",2021-03-16,2021-04-22,"MIN. MARCO AURÉLIO",1,37
"487","ADPF","807",2021-03-16,2024-09-04,"MIN. NUNES MARQUES",1,1268
"488","ADPF","808",2021-03-17,2024-06-14,"MIN. ANDRÉ MENDONÇA",1,1185
"489","ADPF","809",2021-03-17,2025-06-06,"MIN. NUNES MARQUES",0,1542
"490","ADPF","810",2021-03-18,2021-04-29,"MIN. GILMAR MENDES",1,42
"491","ADPF","811",2021-03-19,2021-08-06,"MIN. GILMAR MENDES",1,140
"492","ADPF","812",2021-03-19,2022-02-23,"MIN. RICARDO LEWANDOWSKI",1,341
"493","ADPF","813",2021-03-19,2021-08-23,"MIN. RICARDO LEWANDOWSKI",1,157
"494","ADPF","814",2021-03-22,2021-06-15,"MIN. GILMAR MENDES",1,85
"495","ADPF","815",2021-03-24,2024-01-26,"MIN. GILMAR MENDES",1,1038
"496","ADPF","816",2021-03-25,2023-10-17,"MIN. GILMAR MENDES",1,936
"497","ADPF","817",2021-03-29,2025-06-06,"MIN. LUIZ FUX",0,1530
"498","ADPF","818",2021-04-05,2023-02-09,"MIN. LUÍS ROBERTO BARROSO",1,675
"499","ADPF","819",2021-04-05,2025-04-07,"MIN. GILMAR MENDES",1,1463
"500","ADPF","820",2021-04-05,2021-09-30,"MIN. NUNES MARQUES",1,178
"501","ADPF","821",2021-04-07,2023-10-17,"MIN. GILMAR MENDES",1,923
"502","ADPF","822",2021-04-08,2023-06-07,"MIN. MARCO AURÉLIO",1,790
"503","ADPF","823",2021-04-08,2022-02-02,"MIN. ROSA WEBER",1,300
"504","ADPF","824",2021-04-09,2025-03-19,"MIN. NUNES MARQUES",1,1440
"505","ADPF","825",2021-04-09,2021-12-06,"MIN. MARCO AURÉLIO",1,241
"506","ADPF","826",2021-04-13,2025-06-06,"MIN. GILMAR MENDES",0,1515
"507","ADPF","827",2021-04-13,2021-08-25,"MIN. EDSON FACHIN",1,134
"508","ADPF","828",2021-04-15,2025-06-06,"MIN. LUÍS ROBERTO BARROSO",0,1513
"509","ADPF","829",2021-04-16,2021-06-29,"MIN. RICARDO LEWANDOWSKI",1,74
"510","ADPF","830",2021-04-16,2021-06-14,"MIN. RICARDO LEWANDOWSKI",1,59
"511","ADPF","831",2021-04-22,2025-02-24,"MIN. LUIZ FUX",1,1404
"512","ADPF","832",2021-04-28,2023-05-15,"MIN. LUÍS ROBERTO BARROSO",1,747
"513","ADPF","833",2021-04-28,2022-09-05,"MIN. NUNES MARQUES",1,495
"514","ADPF","834",2021-04-30,2023-04-24,"MIN. CÁRMEN LÚCIA",1,724
"515","ADPF","835",2021-05-03,2024-02-02,"MIN. LUIZ FUX",1,1005
"516","ADPF","836",2021-05-03,2021-08-24,"MIN. CÁRMEN LÚCIA",1,113
"517","ADPF","837",2021-05-03,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,1495
"518","ADPF","838",2021-05-05,2022-08-31,"MIN. RICARDO LEWANDOWSKI",1,483
"519","ADPF","839",2021-05-06,2021-08-23,"MIN. RICARDO LEWANDOWSKI",1,109
"520","ADPF","840",2021-05-06,2021-09-10,"MIN. RICARDO LEWANDOWSKI",1,127
"521","ADPF","841",2021-05-06,2021-10-08,"MIN. GILMAR MENDES",1,155
"522","ADPF","842",2021-05-06,2023-03-20,"MIN. DIAS TOFFOLI",1,683
"523","ADPF","843",2021-05-11,2021-12-10,"MIN. CÁRMEN LÚCIA",1,213
"524","ADPF","844",2021-05-18,2022-09-14,"MIN. EDSON FACHIN",1,484
"525","ADPF","845",2021-05-21,2023-06-15,"MIN. EDSON FACHIN",1,755
"526","ADPF","846",2021-05-21,2021-08-18,"MIN. RICARDO LEWANDOWSKI",1,89
"527","ADPF","847",2021-05-24,2025-06-06,"MIN. DIAS TOFFOLI",0,1474
"528","ADPF","848",2021-05-31,2022-08-12,"MIN. ROSA WEBER",1,438
"529","ADPF","849",2021-06-02,2021-10-14,"MIN. CÁRMEN LÚCIA",1,134
"530","ADPF","850",2021-06-08,2023-09-15,"MIN. ROSA WEBER",1,829
"531","ADPF","851",2021-06-08,2023-05-09,"MIN. ROSA WEBER",1,700
"532","ADPF","852",2021-06-14,2023-04-17,"MIN. CÁRMEN LÚCIA",1,672
"533","ADPF","853",2021-06-15,2024-09-27,"MIN. EDSON FACHIN",1,1200
"534","ADPF","854",2021-06-15,2023-05-09,"MIN. FLÁVIO DINO",1,693
"535","ADPF","855",2021-06-16,2023-02-28,"MIN. ALEXANDRE DE MORAES",1,622
"536","ADPF","856",2021-06-18,2022-09-27,"MIN. DIAS TOFFOLI",1,466
"537","ADPF","857",2021-06-22,2024-06-21,"MIN. ANDRÉ MENDONÇA",1,1095
"538","ADPF","858",2021-06-22,2023-09-22,"MIN. NUNES MARQUES",1,822
"539","ADPF","859",2021-06-30,2021-11-04,"MIN. NUNES MARQUES",1,127
"540","ADPF","860",2021-06-30,2023-02-23,"MIN. LUÍS ROBERTO BARROSO",1,603
"541","ADPF","861",2021-06-30,2022-02-22,"MIN. LUÍS ROBERTO BARROSO",1,237
"542","ADPF","862",2021-06-30,2025-02-11,"MIN. LUIZ FUX",1,1322
"543","ADPF","863",2021-07-01,2025-06-06,"MIN. CRISTIANO ZANIN",0,1436
"544","ADPF","864",2021-07-02,2022-03-04,"MIN. RICARDO LEWANDOWSKI",1,245
"545","ADPF","865",2021-07-02,2023-02-02,"MIN. LUÍS ROBERTO BARROSO",1,580
"546","ADPF","866",2021-07-09,2021-08-25,"MIN. ALEXANDRE DE MORAES",1,47
"547","ADPF","867",2021-07-15,2025-06-06,"MIN. NUNES MARQUES",0,1422
"548","ADPF","868",2021-07-19,2024-09-04,"MIN. NUNES MARQUES",1,1143
"549","ADPF","869",2021-07-21,2022-12-02,"MIN. ALEXANDRE DE MORAES",1,499
"550","ADPF","870",2021-07-31,2025-06-06,"MIN. GILMAR MENDES",0,1406
"551","ADPF","871",2021-08-02,2021-12-15,"MIN. CÁRMEN LÚCIA",1,135
"552","ADPF","872",2021-08-02,2023-09-05,"MIN. CÁRMEN LÚCIA",1,764
"553","ADPF","873",2021-08-05,2023-03-10,"MIN. LUÍS ROBERTO BARROSO",1,582
"554","ADPF","874",2021-08-10,2022-03-24,"MIN. DIAS TOFFOLI",1,226
"555","ADPF","875",2021-08-12,2025-06-06,"MIN. NUNES MARQUES",0,1394
"556","ADPF","876",2021-08-19,2025-06-06,"MIN. RICARDO LEWANDOWSKI",0,1387
"557","ADPF","877",2021-08-20,2025-06-06,"MIN. EDSON FACHIN",0,1386
"558","ADPF","878",2021-08-26,2023-06-15,"MIN. EDSON FACHIN",1,658
"559","ADPF","879",2021-09-01,2023-02-23,"MIN. LUÍS ROBERTO BARROSO",1,540
"560","ADPF","880",2021-09-03,2022-06-24,"MIN. DIAS TOFFOLI",1,294
"561","ADPF","881",2021-09-13,2025-06-06,"MIN. DIAS TOFFOLI",0,1362
"562","ADPF","882",2021-09-20,2022-02-14,"MIN. ALEXANDRE DE MORAES",1,147
"563","ADPF","883",2021-09-21,2022-02-16,"MIN. EDSON FACHIN",1,148
"564","ADPF","884",2021-09-22,2022-03-25,"MIN. CÁRMEN LÚCIA",1,184
"565","ADPF","885",2021-09-27,2023-08-03,"MIN. DIAS TOFFOLI",1,675
"566","ADPF","886",2021-09-27,2022-03-15,"MIN. NUNES MARQUES",1,169
"567","ADPF","887",2021-10-06,2025-01-21,"MIN. NUNES MARQUES",1,1203
"568","ADPF","888",2021-10-08,2022-02-09,"MIN. ALEXANDRE DE MORAES",1,124
"569","ADPF","889",2021-10-13,2025-06-06,"MIN. EDSON FACHIN",0,1332
"570","ADPF","890",2021-10-14,2022-03-23,"MIN. DIAS TOFFOLI",1,160
"571","ADPF","891",2021-10-18,2022-06-09,"MIN. ALEXANDRE DE MORAES",1,234
"572","ADPF","892",2021-10-18,2024-10-08,"MIN. CRISTIANO ZANIN",1,1086
"573","ADPF","893",2021-10-19,2022-09-16,"MIN. CÁRMEN LÚCIA",1,332
"574","ADPF","894",2021-10-26,2021-11-26,"MIN. LUÍS ROBERTO BARROSO",1,31
"575","ADPF","895",2021-10-27,2021-12-14,"MIN. CÁRMEN LÚCIA",1,48
"576","ADPF","896",2021-10-28,2023-05-04,"MIN. ROSA WEBER",1,553
"577","ADPF","897",2021-11-03,2023-03-24,"MIN. DIAS TOFFOLI",1,506
"578","ADPF","898",2021-11-03,2022-12-19,"MIN. LUÍS ROBERTO BARROSO",1,411
"579","ADPF","899",2021-11-03,2025-06-06,"MIN. GILMAR MENDES",0,1311
"580","ADPF","900",2021-11-04,2023-03-10,"MIN. LUÍS ROBERTO BARROSO",1,491
"581","ADPF","901",2021-11-04,2022-12-19,"MIN. LUÍS ROBERTO BARROSO",1,410
"582","ADPF","902",2021-11-08,2023-04-13,"MIN. DIAS TOFFOLI",1,521
"583","ADPF","903",2021-11-09,2021-12-17,"MIN. CÁRMEN LÚCIA",1,38
"584","ADPF","904",2021-11-09,2022-04-22,"MIN. LUÍS ROBERTO BARROSO",1,164
"585","ADPF","905",2021-11-09,2022-12-19,"MIN. LUÍS ROBERTO BARROSO",1,405
"586","ADPF","906",2021-11-10,2024-03-19,"MIN. NUNES MARQUES",1,860
"587","ADPF","907",2021-11-11,2022-12-19,"MIN. LUÍS ROBERTO BARROSO",1,403
"588","ADPF","908",2021-11-11,2024-03-19,"MIN. NUNES MARQUES",1,859
"589","ADPF","909",2021-11-19,2022-02-07,"MIN. ROSA WEBER",1,80
"590","ADPF","910",2021-11-23,2023-08-09,"MIN. CÁRMEN LÚCIA",1,624
"591","ADPF","911",2021-11-23,2023-05-30,"MIN. LUÍS ROBERTO BARROSO",1,553
"592","ADPF","912",2021-11-23,2022-04-12,"MIN. ALEXANDRE DE MORAES",1,140
"593","ADPF","913",2021-11-29,2022-12-02,"MIN. LUÍS ROBERTO BARROSO",1,368
"594","ADPF","914",2021-11-30,2022-02-14,"MIN. DIAS TOFFOLI",1,76
"595","ADPF","915",2021-12-01,2022-09-08,"MIN. RICARDO LEWANDOWSKI",1,281
"596","ADPF","916",2021-12-02,2022-02-22,"MIN. CÁRMEN LÚCIA",1,82
"597","ADPF","917",2021-12-02,2022-12-02,"MIN. LUÍS ROBERTO BARROSO",1,365
"598","ADPF","918",2021-12-03,2023-06-15,"MIN. EDSON FACHIN",1,559
"599","ADPF","919",2021-12-03,2025-06-06,"MIN. ALEXANDRE DE MORAES",0,1281
"600","ADPF","921",2021-12-09,2024-12-10,"MIN. NUNES MARQUES",1,1097
"601","ADPF","922",2021-12-13,2023-07-03,"MIN. LUÍS ROBERTO BARROSO",1,567
"602","ADPF","923",2021-12-14,2022-10-27,"MIN. DIAS TOFFOLI",1,317
"603","ADPF","924",2021-12-16,2024-12-10,"MIN. NUNES MARQUES",1,1090
"604","ADPF","925",2021-12-17,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,1267
"605","ADPF","926",2021-12-17,2023-05-09,"MIN. DIAS TOFFOLI",1,508
