"","numero","data_autuacao","data_baixa","tem_rito_art_12","resultado","evento","tempo"
"406",779,2021-01-06,2023-10-30,"Não","Procedente",1,1027
"407",780,2021-01-07,2021-03-10,"Não","Sem mérito",1,62
"408",781,2021-01-07,2021-04-01,"Não","Sem mérito",1,84
"409",782,2021-01-08,2021-06-14,"Não","Sem mérito",1,157
"410",783,2021-01-11,2023-05-15,"Não","Procedente",1,854
"411",784,2021-01-21,2021-02-25,"Não","Sem mérito",1,35
"412",785,2021-01-25,2022-04-05,"Não","Prejudicado",1,435
"413",786,2021-01-26,2021-03-15,"Não","Sem mérito",1,48
"414",787,2021-02-01,2025-02-07,"Sim","Procedente",1,1467
"415",788,2021-02-03,2023-06-30,"Não","Sem mérito",1,877
"416",789,2021-02-11,2021-09-16,"Não","Procedente",1,217
"417",790,2021-02-11,2025-05-27,"Não","Sem mérito",1,1566
"418",791,2021-02-19,2023-02-28,"Não","Prejudicado",1,739
"419",792,2021-02-19,2023-02-28,"Não","Prejudicado",1,739
"420",793,2021-02-23,2022-02-25,"Não","Procedente",1,367
"421",794,2021-02-25,2021-06-24,"Não","Improcedente",1,119
"422",795,2021-03-02,2023-02-22,"Sim","Prejudicado",1,722
"423",796,2021-03-02,2021-05-28,"Não","Sem mérito",1,87
"424",797,2021-03-03,2023-10-17,"Sim","Sem mérito",1,958
"425",798,2021-03-03,2023-02-21,"Não","Sem mérito",1,720
"426",799,2021-03-04,2023-10-17,"Sim","Sem mérito",1,957
"427",801,2021-03-12,2022-09-26,"Não","Sem mérito",1,563
"428",802,2021-03-12,2021-08-09,"Sim","Prejudicado",1,150
"429",803,2021-03-12,2021-06-01,"Não","Sem mérito",1,81
"430",804,2021-03-12,2022-09-26,"Não","Sem mérito",1,563
"431",805,2021-03-15,2023-05-30,"Não","Sem mérito",1,806
"432",806,2021-03-16,2021-04-22,"Não","Sem mérito",1,37
"433",807,2021-03-16,2024-09-04,"Sim","Sem mérito",1,1268
"434",808,2021-03-17,2024-06-14,"Não","Sem mérito",1,1185
"435",810,2021-03-18,2021-04-29,"Não","Sem mérito",1,42
"436",811,2021-03-19,2021-08-06,"Sim","Improcedente",1,140
"437",812,2021-03-19,2022-02-23,"Não","Prejudicado",1,341
"438",813,2021-03-19,2021-08-23,"Não","Sem mérito",1,157
"439",814,2021-03-22,2021-06-15,"Sim","Sem mérito",1,85
"440",815,2021-03-24,2024-01-26,"Não","Sem mérito",1,1038
"441",816,2021-03-25,2023-10-17,"Sim","Sem mérito",1,936
"442",818,2021-04-05,2023-02-09,"Sim","Sem mérito",1,675
"443",819,2021-04-05,2025-04-07,"Sim","Procedente",1,1463
"444",820,2021-04-05,2021-09-30,"Sim","Prejudicado",1,178
"445",821,2021-04-07,2023-10-17,"Não","Sem mérito",1,923
"446",822,2021-04-08,2023-06-07,"Não","Sem mérito",1,790
"447",823,2021-04-08,2022-02-02,"Não","Sem mérito",1,300
"448",824,2021-04-09,2025-03-19,"Não","Improcedente",1,1440
"449",825,2021-04-09,2021-12-06,"Não","Improcedente",1,241
"450",827,2021-04-13,2021-08-25,"Não","Sem mérito",1,134
"451",829,2021-04-16,2021-06-29,"Não","Sem mérito",1,74
"452",830,2021-04-16,2021-06-14,"Não","Sem mérito",1,59
"453",831,2021-04-22,2025-02-24,"Não","Sem mérito",1,1404
"454",832,2021-04-28,2023-05-15,"Não","Improcedente",1,747
"455",833,2021-04-28,2022-09-05,"Sim","Procedente",1,495
"456",834,2021-04-30,2023-04-24,"Não","Sem mérito",1,724
"457",835,2021-05-03,2024-02-02,"Não","Sem mérito",1,1005
"458",836,2021-05-03,2021-08-24,"Não","Procedente",1,113
"459",838,2021-05-05,2022-08-31,"Não","Sem mérito",1,483
"460",839,2021-05-06,2021-08-23,"Não","Sem mérito",1,109
"461",840,2021-05-06,2021-09-10,"Não","Sem mérito",1,127
"462",841,2021-05-06,2021-10-08,"Sim","Sem mérito",1,155
"463",842,2021-05-06,2023-03-20,"Sim","Sem mérito",1,683
"464",843,2021-05-11,2021-12-10,"Não","Sem mérito",1,213
"465",844,2021-05-18,2022-09-14,"Não","Procedente",1,484
"466",845,2021-05-21,2023-06-15,"Não","Sem mérito",1,755
"467",846,2021-05-21,2021-08-18,"Não","Sem mérito",1,89
"468",848,2021-05-31,2022-08-12,"Não","Prejudicado",1,438
"469",849,2021-06-02,2021-10-14,"Não","Sem mérito",1,134
"470",850,2021-06-08,2023-09-15,"Não","Procedente",1,829
"471",851,2021-06-08,2023-05-09,"Não","Procedente",1,700
"472",852,2021-06-14,2023-04-17,"Não","Prejudicado",1,672
"473",853,2021-06-15,2024-09-27,"Não","Procedente",1,1200
"474",855,2021-06-16,2023-02-28,"Não","Prejudicado",1,622
"475",856,2021-06-18,2022-09-27,"Sim","Sem mérito",1,466
"476",858,2021-06-22,2023-09-22,"Não","Procedente",1,822
"477",859,2021-06-30,2021-11-04,"Não","Sem mérito",1,127
"478",860,2021-06-30,2023-02-23,"Não","Procedente",1,603
"479",861,2021-06-30,2022-02-22,"Não","Sem mérito",1,237
"480",862,2021-06-30,2025-02-11,"Não","Procedente",1,1322
"481",864,2021-07-02,2022-03-04,"Não","Sem mérito",1,245
"482",865,2021-07-02,2023-02-02,"Sim","Prejudicado",1,580
"483",866,2021-07-09,2021-08-25,"Não","Sem mérito",1,47
"484",868,2021-07-19,2024-09-04,"Sim","Prejudicado",1,1143
"485",869,2021-07-21,2022-12-02,"Não","Sem mérito",1,499
"486",871,2021-08-02,2021-12-15,"Não","Procedente em parte",1,135
"487",872,2021-08-02,2023-09-05,"Não","Procedente",1,764
"488",873,2021-08-05,2023-03-10,"Não","Procedente em parte",1,582
"489",874,2021-08-10,2022-03-24,"Não","Sem mérito",1,226
"490",878,2021-08-26,2023-06-15,"Não","Prejudicado",1,658
"491",879,2021-09-01,2023-02-23,"Não","Procedente",1,540
"492",880,2021-09-03,2022-06-24,"Sim","Sem mérito",1,294
"493",882,2021-09-20,2022-02-14,"Não","Sem mérito",1,147
"494",883,2021-09-21,2022-02-16,"Não","Sem mérito",1,148
"495",884,2021-09-22,2022-03-25,"Não","Procedente",1,184
"496",885,2021-09-27,2023-08-03,"Sim","Sem mérito",1,675
"497",886,2021-09-27,2022-03-15,"Não","Sem mérito",1,169
"498",887,2021-10-06,2025-01-21,"Não","Improcedente",1,1203
"499",888,2021-10-08,2022-02-09,"Não","Sem mérito",1,124
"500",890,2021-10-14,2022-03-23,"Não","Procedente",1,160
"501",891,2021-10-18,2022-06-09,"Não","Sem mérito",1,234
"502",892,2021-10-18,2024-10-08,"Não","Prejudicado",1,1086
"503",893,2021-10-19,2022-09-16,"Não","Procedente",1,332
"504",894,2021-10-26,2021-11-26,"Não","Sem mérito",1,31
"505",895,2021-10-27,2021-12-14,"Não","Sem mérito",1,48
"506",896,2021-10-28,2023-05-04,"Não","Improcedente",1,553
"507",897,2021-11-03,2023-03-24,"Sim","Sem mérito",1,506
"508",898,2021-11-03,2022-12-19,"Não","Prejudicado",1,411
"509",900,2021-11-04,2023-03-10,"Não","Prejudicado",1,491
"510",901,2021-11-04,2022-12-19,"Não","Prejudicado",1,410
"511",902,2021-11-08,2023-04-13,"Sim","Improcedente",1,521
"512",903,2021-11-09,2021-12-17,"Não","Sem mérito",1,38
"513",904,2021-11-09,2022-04-22,"Não","Sem mérito",1,164
"514",905,2021-11-09,2022-12-19,"Não","Prejudicado",1,405
"515",906,2021-11-10,2024-03-19,"Não","Sem mérito",1,860
"516",907,2021-11-11,2022-12-19,"Não","Prejudicado",1,403
"517",908,2021-11-11,2024-03-19,"Não","Sem mérito",1,859
"518",909,2021-11-19,2022-02-07,"Não","Sem mérito",1,80
"519",910,2021-11-23,2023-08-09,"Não","Procedente em parte",1,624
"520",911,2021-11-23,2023-05-30,"Não","Sem mérito",1,553
"521",912,2021-11-23,2022-04-12,"Não","Procedente",1,140
"522",913,2021-11-29,2022-12-02,"Não","Prejudicado",1,368
"523",914,2021-11-30,2022-02-14,"Não","Sem mérito",1,76
"524",915,2021-12-01,2022-09-08,"Não","Procedente",1,281
"525",916,2021-12-02,2022-02-22,"Não","Sem mérito",1,82
"526",917,2021-12-02,2022-12-02,"Não","Prejudicado",1,365
"527",918,2021-12-03,2023-06-15,"Não","Prejudicado",1,559
"528",921,2021-12-09,2024-12-10,"Não","Sem mérito",1,1097
"529",922,2021-12-13,2023-07-03,"Sim","Sem mérito",1,567
"530",923,2021-12-14,2022-10-27,"Não","Sem mérito",1,317
"531",924,2021-12-16,2024-12-10,"Não","Sem mérito",1,1090
"532",926,2021-12-17,2023-05-09,"Não","Procedente",1,508
"533",927,2021-12-17,2022-03-30,"Não","Sem mérito",1,103
"534",929,2021-12-29,2022-03-30,"Não","Sem mérito",1,91
"535",930,2021-12-30,2022-08-23,"Sim","Sem mérito",1,236
"536",931,2021-12-30,2022-08-23,"Sim","Sem mérito",1,236
"537",932,2022-01-04,2023-03-24,"Sim","Sem mérito",1,444
"538",933,2022-01-10,2022-03-14,"Não","Sem mérito",1,63
"539",936,2022-01-19,2024-11-11,"Não","Procedente em parte",1,1027
"540",938,2022-02-01,2023-06-26,"Não","Prejudicado",1,510
"541",939,2022-02-02,2022-05-16,"Não","Sem mérito",1,103
"542",940,2022-02-07,2023-10-24,"Sim","Sem mérito",1,624
"543",941,2022-02-07,2022-06-25,"Não","Sem mérito",1,138
"544",942,2022-02-08,2025-06-04,"Não","Sem mérito",1,1212
"545",945,2022-02-15,2023-08-15,"Não","Sem mérito",1,546
"546",946,2022-02-18,2025-03-06,"Não","Procedente",1,1112
"547",947,2022-02-22,2022-04-27,"Não","Prejudicado",1,64
"548",948,2022-03-02,2022-10-17,"Não","Sem mérito",1,229
"549",949,2022-03-07,2024-08-21,"Não","Procedente",1,898
"550",950,2022-03-11,2022-09-23,"Não","Sem mérito",1,196
"551",951,2022-03-11,2024-02-16,"Não","Sem mérito",1,707
"552",952,2022-03-18,2022-10-17,"Não","Sem mérito",1,213
"553",953,2022-03-18,2022-04-18,"Não","Sem mérito",1,31
"554",954,2022-03-21,2022-04-19,"Não","Sem mérito",1,29
"555",955,2022-03-22,2022-08-24,"Não","Sem mérito",1,155
"556",956,2022-03-30,2024-06-07,"Não","Procedente",1,800
"557",957,2022-04-06,2022-08-04,"Não","Sem mérito",1,120
"558",958,2022-04-06,2023-09-01,"Não","Sem mérito",1,513
"559",959,2022-04-08,2024-02-07,"Não","Procedente em parte",1,670
"560",960,2022-04-18,2023-02-14,"Não","Sem mérito",1,302
"561",961,2022-04-18,2023-08-24,"Sim","Prejudicado",1,493
"562",962,2022-04-19,2024-06-26,"Não","Procedente",1,799
"563",963,2022-04-20,2022-08-24,"Não","Sem mérito",1,126
"564",964,2022-04-22,2023-08-25,"Não","Procedente",1,490
"565",965,2022-04-22,2023-08-25,"Sim","Procedente",1,490
"566",966,2022-04-22,2023-08-25,"Sim","Procedente",1,490
"567",967,2022-04-25,2023-08-25,"Não","Procedente",1,487
"568",968,2022-04-27,2023-12-11,"Não","Prejudicado",1,593
"569",969,2022-05-01,2023-10-25,"Não","Procedente em parte",1,542
"570",970,2022-05-01,2022-05-25,"Não","Sem mérito",1,24
"571",971,2022-05-06,2023-08-14,"Sim","Improcedente",1,465
"572",974,2022-05-18,2023-02-27,"Não","Sem mérito",1,285
"573",975,2022-05-23,2022-10-26,"Não","Procedente",1,156
"574",978,2022-05-27,2022-10-14,"Não","Sem mérito",1,140
"575",979,2022-05-31,2023-08-03,"Não","Sem mérito",1,429
"576",980,2022-06-01,2023-03-20,"Não","Sem mérito",1,292
"577",981,2022-06-02,2023-04-11,"Sim","Prejudicado",1,313
"578",982,2022-06-10,2025-03-25,"Não","Procedente",1,1019
"579",983,2022-06-14,2023-12-22,"Não","Procedente em parte",1,556
"580",984,2022-06-15,2024-03-08,"Não","Sem mérito",1,632
"581",985,2022-06-15,2024-08-19,"Não","Procedente",1,796
"582",986,2022-06-15,2023-04-10,"Sim","Sem mérito",1,299
"583",988,2022-06-27,2022-11-07,"Não","Procedente",1,133
"584",990,2022-06-30,2023-02-09,"Sim","Sem mérito",1,224
"585",993,2022-07-04,2022-09-27,"Não","Sem mérito",1,85
"586",994,2022-07-05,2022-08-24,"Não","Sem mérito",1,50
"587",995,2022-07-13,2023-10-19,"Não","Procedente",1,463
"588",996,2022-07-18,2022-11-22,"Não","Sem mérito",1,127
"589",997,2022-08-03,2024-10-12,"Não","Sem mérito",1,801
"590",998,2022-08-03,2022-10-13,"Não","Sem mérito",1,71
"591",999,2022-08-05,2023-03-17,"Sim","Sem mérito",1,224
"592",1000,2022-08-11,2023-08-16,"Não","Sem mérito",1,370
"593",1001,2022-08-11,2023-06-20,"Não","Prejudicado",1,313
"594",1002,2022-08-15,2023-04-20,"Não","Improcedente",1,248
"595",1003,2022-08-15,2023-02-28,"Sim","Sem mérito",1,197
"596",1004,2022-08-19,2024-10-21,"Sim","Procedente",1,794
"597",1007,2022-08-31,2023-02-27,"Não","Sem mérito",1,180
"598",1008,2022-09-09,2023-06-30,"Não","Improcedente",1,294
"599",1010,2022-09-13,2022-11-11,"Não","Sem mérito",1,59
"600",1011,2022-09-14,2024-08-09,"Sim","Procedente",1,695
"601",1012,2022-09-23,2023-03-09,"Não","Procedente",1,167
"602",1013,2022-09-28,2024-08-07,"Não","Procedente em parte",1,679
"603",1014,2022-09-29,2025-04-23,"Sim","Procedente",1,937
"604",1015,2022-10-13,2023-05-04,"Não","Sem mérito",1,203
"605",1016,2022-10-18,2023-05-09,"Não","Sem mérito",1,203
"606",1018,2022-10-24,2022-12-02,"Não","Sem mérito",1,39
"607",1019,2022-10-24,2022-12-07,"Não","Sem mérito",1,44
"608",1020,2022-10-24,2023-04-03,"Não","Sem mérito",1,161
"609",1021,2022-10-26,2024-12-18,"Sim","Sem mérito",1,784
"610",1023,2022-10-27,2024-05-21,"Não","Sem mérito",1,572
"611",1024,2022-11-03,2023-02-02,"Não","Sem mérito",1,91
"612",1030,2022-11-16,2024-06-27,"Sim","Procedente em parte",1,589
"613",1031,2022-11-18,2024-10-24,"Não","Procedente",1,706
"614",1034,2022-12-06,2023-05-15,"Não","Sem mérito",1,160
"615",1035,2022-12-09,2023-03-24,"Não","Sem mérito",1,105
"616",1036,2022-12-12,2025-03-21,"Não","Procedente",1,830
"617",1037,2022-12-19,2024-08-30,"Sim","Procedente em parte",1,620
"618",1039,2022-12-28,2023-05-02,"Não","Procedente",1,125
"619",1041,2023-01-09,2023-05-26,"Sim","Sem mérito",1,137
"620",1042,2023-01-18,2025-05-07,"Não","Sem mérito",1,840
"621",1043,2023-01-19,2024-03-25,"Não","Procedente",1,431
"622",1044,2023-02-13,2023-05-18,"Não","Prejudicado",1,94
"623",1045,2023-02-14,2024-06-29,"Não","Sem mérito",1,501
"624",1048,2023-03-01,2023-04-04,"Não","Sem mérito",1,34
"625",1049,2023-03-15,2023-04-17,"Não","Sem mérito",1,33
"626",1052,2023-04-03,2023-06-16,"Não","Sem mérito",1,74
"627",1056,2023-04-10,2023-12-18,"Não","Improcedente",1,252
"628",1061,2023-04-27,2024-02-22,"Não","Sem mérito",1,301
"629",1062,2023-05-05,2023-06-06,"Não","Sem mérito",1,32
"630",1063,2023-05-11,2024-02-14,"Não","Procedente",1,279
"631",1064,2023-05-15,2024-10-16,"Sim","Procedente em parte",1,520
"632",1065,2023-05-19,2023-09-13,"Não","Sem mérito",1,117
"633",1066,2023-05-22,2025-05-26,"Não","Procedente",1,735
"634",1067,2023-05-24,2024-02-22,"Não","Sem mérito",1,274
"635",1069,2023-06-01,2025-02-25,"Não","Sem mérito",1,635
"636",1070,2023-06-06,2024-04-24,"Não","Sem mérito",1,323
"637",1071,2023-06-07,2024-09-10,"Sim","Sem mérito",1,461
"638",1072,2023-06-09,2024-05-22,"Não","Sem mérito",1,348
"639",1073,2023-06-13,2024-03-08,"Não","Improcedente",1,269
"640",1074,2023-06-15,2023-08-23,"Não","Sem mérito",1,69
"641",1078,2023-07-04,2024-08-09,"Sim","Improcedente",1,402
"642",1080,2023-07-07,2023-09-28,"Não","Sem mérito",1,83
"643",1082,2023-07-14,2024-04-15,"Sim","Procedente",1,276
"644",1084,2023-08-28,2023-10-30,"Não","Sem mérito",1,63
"645",1085,2023-09-03,2024-03-26,"Não","Prejudicado",1,205
"646",1086,2023-09-19,2024-04-09,"Sim","Procedente",1,203
"647",1088,2023-09-22,2024-03-15,"Não","Procedente",1,175
"648",1089,2023-09-29,2024-10-25,"Não","Improcedente",1,392
"649",1091,2023-10-11,2024-04-26,"Não","Procedente",1,198
"650",1093,2023-10-27,2025-02-14,"Sim","Sem mérito",1,476
"651",1094,2023-11-13,2024-06-10,"Não","Prejudicado",1,210
"652",1096,2023-11-16,2024-08-19,"Não","Procedente",1,277
"653",1098,2023-11-20,2024-04-16,"Não","Sem mérito",1,148
"654",1099,2023-11-24,2025-05-07,"Não","Procedente em parte",1,530
"655",1107,2023-12-14,2024-09-03,"Não","Procedente",1,264
"656",1109,2023-12-18,2024-03-22,"Não","Sem mérito",1,95
"657",1112,2023-12-19,2024-04-10,"Não","Sem mérito",1,113
"658",1113,2023-12-19,2024-05-22,"Não","Procedente",1,155
"659",1114,2023-12-27,2024-08-23,"Não","Sem mérito",1,240
"660",1120,2024-01-16,2024-03-07,"Não","Sem mérito",1,51
"661",1121,2024-01-16,2024-04-17,"Não","Sem mérito",1,92
"662",1124,2024-02-19,2024-04-18,"Não","Sem mérito",1,59
"663",1125,2024-02-22,2024-12-09,"Não","Sem mérito",1,291
"664",1127,2024-02-26,2024-12-11,"Sim","Sem mérito",1,289
"665",1129,2024-02-28,2024-03-26,"Não","Sem mérito",1,27
"666",1131,2024-03-04,2024-04-09,"Não","Sem mérito",1,36
"667",1133,2024-03-05,2024-10-17,"Não","Sem mérito",1,226
"668",1134,2024-03-13,2025-03-05,"Não","Sem mérito",1,357
"669",1135,2024-03-18,2024-08-30,"Não","Sem mérito",1,165
"670",1136,2024-03-26,2024-09-04,"Não","Procedente",1,162
"671",1139,2024-04-04,2024-05-28,"Não","Sem mérito",1,54
"672",1140,2024-04-05,2025-02-25,"Sim","Sem mérito",1,326
"673",1142,2024-04-12,2024-05-13,"Não","Sem mérito",1,31
"674",1145,2024-04-22,2025-02-05,"Não","Procedente",1,289
"675",1146,2024-04-25,2024-06-18,"Não","Sem mérito",1,54
"676",1151,2024-05-14,2025-02-04,"Sim","Procedente",1,266
"677",1152,2024-05-14,2025-03-14,"Não","Procedente",1,304
"678",1156,2024-05-14,2025-02-26,"Não","Sem mérito",1,288
"679",1158,2024-05-14,2025-05-19,"Não","Procedente em parte",1,370
"680",1160,2024-05-14,2025-02-04,"Sim","Procedente",1,266
"681",1161,2024-05-14,2025-02-04,"Não","Procedente",1,266
"682",1162,2024-05-14,2025-05-19,"Não","Procedente em parte",1,370
"683",1164,2024-05-14,2025-05-19,"Não","Procedente",1,370
"684",1165,2024-05-14,2025-02-21,"Não","Procedente",1,283
"685",1166,2024-05-14,2024-11-28,"Sim","Procedente",1,198
"686",1177,2024-06-11,2024-08-20,"Não","Sem mérito",1,70
"687",1190,2024-09-03,2024-11-21,"Não","Prejudicado",1,79
"688",1195,2024-11-08,2025-02-21,"Não","Sem mérito",1,105
"689",1198,2024-12-03,2025-03-27,"Não","Sem mérito",1,114
"690",1202,2024-12-23,2025-02-25,"Não","Improcedente",1,64
"691",1203,2024-12-30,2025-02-25,"Não","Sem mérito",1,57
