"","classe","numero","data_autuacao","data_baixa","evento","tempo"
"980","ADPF","996",2022-07-18,2022-11-22,1,127
"981","ADPF","997",2022-08-03,2024-10-12,1,801
"982","ADPF","998",2022-08-03,2022-10-13,1,71
"983","ADPF","999",2022-08-05,2023-03-17,1,224
"984","ADPF","1000",2022-08-11,2023-08-16,1,370
"985","ADPF","1001",2022-08-11,2023-06-20,1,313
"986","ADPF","1002",2022-08-15,2023-04-20,1,248
"987","ADPF","1003",2022-08-15,2023-02-28,1,197
"988","ADPF","1004",2022-08-19,2024-10-21,1,794
"989","ADPF","1005",2022-08-26,2025-06-06,0,1015
"990","ADPF","1006",2022-08-26,2025-06-06,0,1015
"991","ADPF","1007",2022-08-31,2023-02-27,1,180
"992","ADPF","1008",2022-09-09,2023-06-30,1,294
"993","ADPF","1009",2022-09-12,2025-06-06,0,998
"994","ADPF","1010",2022-09-13,2022-11-11,1,59
"995","ADPF","1011",2022-09-14,2024-08-09,1,695
"996","ADPF","1012",2022-09-23,2023-03-09,1,167
"997","ADPF","1013",2022-09-28,2024-08-07,1,679
"998","ADPF","1014",2022-09-29,2025-04-23,1,937
"999","ADPF","1015",2022-10-13,2023-05-04,1,203
"1000","ADPF","1016",2022-10-18,2023-05-09,1,203
"1001","ADPF","1017",2022-10-21,2025-06-06,0,959
"1002","ADPF","1018",2022-10-24,2022-12-02,1,39
"1003","ADPF","1019",2022-10-24,2022-12-07,1,44
"1004","ADPF","1020",2022-10-24,2023-04-03,1,161
"1005","ADPF","1021",2022-10-26,2024-12-18,1,784
"1006","ADPF","1022",2022-10-26,2022-10-26,1,0
"1007","ADPF","1023",2022-10-27,2024-05-21,1,572
"1008","ADPF","1024",2022-11-03,2023-02-02,1,91
"1009","ADPF","1025",2022-11-08,2025-06-06,0,941
"1010","ADPF","1026",2022-11-09,2025-06-06,0,940
"1011","ADPF","1027",2022-11-14,2025-06-06,0,935
"1012","ADPF","1028",2022-11-16,2025-06-06,0,933
"1013","ADPF","1029",2022-11-16,2025-06-06,0,933
"1014","ADPF","1030",2022-11-16,2024-06-27,1,589
"1015","ADPF","1031",2022-11-18,2024-10-24,1,706
"1016","ADPF","1032",2022-11-29,2025-06-06,0,920
"1017","ADPF","1033",2022-12-02,2025-06-06,0,917
"1018","ADPF","1034",2022-12-06,2023-05-15,1,160
"1019","ADPF","1035",2022-12-09,2023-03-24,1,105
"1020","ADPF","1036",2022-12-12,2025-03-21,1,830
"1021","ADPF","1037",2022-12-19,2024-08-30,1,620
"1022","ADPF","1038",2022-12-21,2025-06-06,0,898
"1023","ADPF","1039",2022-12-28,2023-05-02,1,125
"1024","ADPF","1040",2022-12-29,2025-06-06,0,890
"1025","ADPF","1041",2023-01-09,2023-05-26,1,137
"1026","ADPF","1042",2023-01-18,2025-05-07,1,840
"1027","ADPF","1043",2023-01-19,2024-03-25,1,431
"1028","ADPF","1044",2023-02-13,2023-05-18,1,94
"1029","ADPF","1045",2023-02-14,2024-06-29,1,501
"1030","ADPF","1046",2023-02-14,2025-06-06,0,843
"1031","ADPF","1047",2023-02-27,2025-06-06,0,830
"1032","ADPF","1048",2023-03-01,2023-04-04,1,34
"1033","ADPF","1049",2023-03-15,2023-04-17,1,33
"1034","ADPF","1050",2023-03-23,2025-06-06,0,806
"1035","ADPF","1051",2023-03-29,2025-06-06,0,800
"1036","ADPF","1052",2023-04-03,2023-06-16,1,74
"1037","ADPF","1053",2023-04-03,2025-06-06,0,795
"1038","ADPF","1054",2023-04-10,2025-06-06,0,788
"1039","ADPF","1055",2023-04-10,2025-06-06,0,788
"1040","ADPF","1056",2023-04-10,2023-12-18,1,252
"1041","ADPF","1057",2023-04-14,2025-06-06,0,784
"1042","ADPF","1058",2023-04-14,2025-06-06,0,784
"1043","ADPF","1059",2023-04-18,2025-06-06,0,780
"1044","ADPF","1060",2023-04-26,2025-06-06,0,772
"1045","ADPF","1061",2023-04-27,2024-02-22,1,301
"1046","ADPF","1062",2023-05-05,2023-06-06,1,32
"1047","ADPF","1063",2023-05-11,2024-02-14,1,279
"1048","ADPF","1064",2023-05-15,2024-10-16,1,520
"1049","ADPF","1065",2023-05-19,2023-09-13,1,117
"1050","ADPF","1066",2023-05-22,2025-05-26,1,735
"1051","ADPF","1067",2023-05-24,2024-02-22,1,274
"1052","ADPF","1068",2023-05-24,2025-06-06,0,744
"1053","ADPF","1069",2023-06-01,2025-02-25,1,635
"1054","ADPF","1070",2023-06-06,2024-04-24,1,323
"1055","ADPF","1071",2023-06-07,2024-09-10,1,461
"1056","ADPF","1072",2023-06-09,2024-05-22,1,348
"1057","ADPF","1073",2023-06-13,2024-03-08,1,269
"1058","ADPF","1074",2023-06-15,2023-08-23,1,69
"1059","ADPF","1075",2023-06-19,2025-06-06,0,718
"1060","ADPF","1076",2023-06-20,2025-06-06,0,717
"1061","ADPF","1077",2023-06-30,2025-06-06,0,707
"1062","ADPF","1078",2023-07-04,2024-08-09,1,402
"1063","ADPF","1079",2023-07-06,2025-06-06,0,701
"1064","ADPF","1080",2023-07-07,2023-09-28,1,83
"1065","ADPF","1081",2023-07-14,2025-06-06,0,693
"1066","ADPF","1082",2023-07-14,2024-04-15,1,276
"1067","ADPF","1083",2023-07-28,2025-06-06,0,679
"1068","ADPF","1084",2023-08-28,2023-10-30,1,63
"1069","ADPF","1085",2023-09-03,2024-03-26,1,205
"1070","ADPF","1086",2023-09-19,2024-04-09,1,203
"1071","ADPF","1087",2023-09-22,2025-06-06,0,623
"1072","ADPF","1088",2023-09-22,2024-03-15,1,175
"1073","ADPF","1089",2023-09-29,2024-10-25,1,392
"1074","ADPF","1090",2023-10-03,2025-06-06,0,612
"1075","ADPF","1091",2023-10-11,2024-04-26,1,198
"1076","ADPF","1092",2023-10-24,2025-06-06,0,591
"1077","ADPF","1093",2023-10-27,2025-02-14,1,476
"1078","ADPF","1094",2023-11-13,2024-06-10,1,210
"1079","ADPF","1095",2023-11-14,2025-06-06,0,570
"1080","ADPF","1096",2023-11-16,2024-08-19,1,277
"1081","ADPF","1097",2023-11-16,2025-06-06,0,568
"1082","ADPF","1098",2023-11-20,2024-04-16,1,148
"1083","ADPF","1099",2023-11-24,2025-05-07,1,530
"1084","ADPF","1100",2023-11-24,2025-06-06,0,560
"1085","ADPF","1101",2023-11-30,2025-06-06,0,554
"1086","ADPF","1102",2023-12-05,2025-06-06,0,549
"1087","ADPF","1103",2023-12-06,2025-06-06,0,548
"1088","ADPF","1104",2023-12-07,2025-06-06,0,547
"1089","ADPF","1105",2023-12-13,2025-06-06,0,541
"1090","ADPF","1106",2023-12-14,2025-06-06,0,540
"1091","ADPF","1107",2023-12-14,2024-09-03,1,264
"1092","ADPF","1108",2023-12-15,2025-06-06,0,539
"1093","ADPF","1109",2023-12-18,2024-03-22,1,95
"1094","ADPF","1110",2023-12-18,2025-06-06,0,536
"1095","ADPF","1111",2023-12-18,2023-12-18,1,0
"1096","ADPF","1112",2023-12-19,2024-04-10,1,113
"1097","ADPF","1113",2023-12-19,2024-05-22,1,155
"1098","ADPF","1114",2023-12-27,2024-08-23,1,240
"1099","ADPF","1115",2024-01-10,2025-06-06,0,513
"1100","ADPF","1116",2024-01-10,2025-06-06,0,513
"1101","ADPF","1117",2024-01-12,2025-06-06,0,511
"1102","ADPF","1118",2024-01-15,2025-06-06,0,508
"1103","ADPF","1119",2024-01-15,2025-06-06,0,508
"1104","ADPF","1120",2024-01-16,2024-03-07,1,51
"1105","ADPF","1121",2024-01-16,2024-04-17,1,92
"1106","ADPF","1122",2024-01-29,2025-06-06,0,494
"1107","ADPF","1123",2024-02-14,2025-06-06,0,478
"1108","ADPF","1124",2024-02-19,2024-04-18,1,59
"1109","ADPF","1125",2024-02-22,2024-12-09,1,291
"1110","ADPF","1126",2024-02-23,2025-06-06,0,469
"1111","ADPF","1127",2024-02-26,2024-12-11,1,289
"1112","ADPF","1128",2024-02-27,2025-06-06,0,465
"1113","ADPF","1129",2024-02-28,2024-03-26,1,27
"1114","ADPF","1130",2024-02-29,2025-06-06,0,463
"1115","ADPF","1131",2024-03-04,2024-04-09,1,36
"1116","ADPF","1132",2024-03-04,2025-06-06,0,459
"1117","ADPF","1133",2024-03-05,2024-10-17,1,226
"1118","ADPF","1134",2024-03-13,2025-03-05,1,357
"1119","ADPF","1135",2024-03-18,2024-08-30,1,165
"1120","ADPF","1136",2024-03-26,2024-09-04,1,162
"1121","ADPF","1137",2024-03-26,2025-06-06,0,437
"1122","ADPF","1138",2024-04-01,2025-06-06,0,431
"1123","ADPF","1139",2024-04-04,2024-05-28,1,54
"1124","ADPF","1140",2024-04-05,2025-02-25,1,326
"1125","ADPF","1141",2024-04-10,2025-06-06,0,422
"1126","ADPF","1142",2024-04-12,2024-05-13,1,31
"1127","ADPF","1143",2024-04-16,2025-06-06,0,416
"1128","ADPF","1144",2024-04-19,2025-06-06,0,413
"1129","ADPF","1145",2024-04-22,2025-02-05,1,289
"1130","ADPF","1146",2024-04-25,2024-06-18,1,54
"1131","ADPF","1147",2024-04-29,2025-06-06,0,403
"1132","ADPF","1148",2024-05-06,2025-06-06,0,396
"1133","ADPF","1149",2024-05-14,2025-06-06,0,388
"1134","ADPF","1150",2024-05-14,2024-05-14,1,0
"1135","ADPF","1151",2024-05-14,2025-02-04,1,266
"1136","ADPF","1152",2024-05-14,2025-03-14,1,304
"1137","ADPF","1153",2024-05-14,2024-05-14,1,0
"1138","ADPF","1154",2024-05-14,2025-06-06,0,388
"1139","ADPF","1155",2024-05-14,2025-06-06,0,388
"1140","ADPF","1156",2024-05-14,2025-02-26,1,288
"1141","ADPF","1157",2024-05-14,2025-06-06,0,388
"1142","ADPF","1158",2024-05-14,2025-05-19,1,370
"1143","ADPF","1159",2024-05-14,2025-06-06,0,388
"1144","ADPF","1160",2024-05-14,2025-02-04,1,266
"1145","ADPF","1161",2024-05-14,2025-02-04,1,266
"1146","ADPF","1162",2024-05-14,2025-05-19,1,370
"1147","ADPF","1163",2024-05-14,2025-06-06,0,388
"1148","ADPF","1164",2024-05-14,2025-05-19,1,370
"1149","ADPF","1165",2024-05-14,2025-02-21,1,283
"1150","ADPF","1166",2024-05-14,2024-11-28,1,198
"1151","ADPF","1167",2024-05-22,2025-06-06,0,380
"1152","ADPF","1168",2024-05-28,2025-06-06,0,374
"1153","ADPF","1169",2024-05-29,2025-06-06,0,373
"1154","ADPF","1170",2024-05-29,2025-06-06,0,373
"1155","ADPF","1171",2024-05-29,2025-06-06,0,373
"1156","ADPF","1172",2024-05-29,2025-06-06,0,373
"1157","ADPF","1173",2024-05-29,2025-06-06,0,373
"1158","ADPF","1174",2024-06-04,2025-06-06,0,367
"1159","ADPF","1175",2024-06-04,2025-06-06,0,367
"1160","ADPF","1176",2024-06-07,2025-06-06,0,364
"1161","ADPF","1177",2024-06-11,2024-08-20,1,70
"1162","ADPF","1178",2024-06-12,2025-06-06,0,359
"1163","ADPF","1179",2024-06-27,2025-06-06,0,344
"1164","ADPF","1180",2024-07-15,2025-06-06,0,326
"1165","ADPF","1181",2024-07-16,2025-06-06,0,325
"1166","ADPF","1182",2024-07-17,2025-06-06,0,324
"1167","ADPF","1183",2024-07-30,2025-06-06,0,311
"1168","ADPF","1184",2024-08-09,2025-06-06,0,301
"1169","ADPF","1185",2024-08-12,2025-06-06,0,298
"1170","ADPF","1186",2024-08-22,2025-06-06,0,288
"1171","ADPF","1187",2024-08-31,2025-06-06,0,279
"1172","ADPF","1188",2024-09-02,2025-06-06,0,277
"1173","ADPF","1189",2024-09-03,2025-06-06,0,276
"1174","ADPF","1190",2024-09-03,2024-11-21,1,79
"1175","ADPF","1191",2024-09-09,2025-06-06,0,270
"1176","ADPF","1192",2024-10-07,2025-06-06,0,242
"1177","ADPF","1193",2024-11-06,2025-06-06,0,212
"1178","ADPF","1194",2024-11-08,2025-06-06,0,210
"1179","ADPF","1195",2024-11-08,2025-02-21,1,105
"1180","ADPF","1196",2024-11-18,2025-06-06,0,200
"1181","ADPF","1197",2024-11-21,2025-06-06,0,197
"1182","ADPF","1198",2024-12-03,2025-03-27,1,114
"1183","ADPF","1199",2024-12-03,2025-06-06,0,185
"1184","ADPF","1200",2024-12-10,2025-06-06,0,178
"1185","ADPF","1201",2024-12-18,2025-06-06,0,170
"1186","ADPF","1202",2024-12-23,2025-02-25,1,64
"1187","ADPF","1203",2024-12-30,2025-02-25,1,57
"1188","ADPF","1204",2025-01-17,2025-06-06,0,140
"1189","ADPF","1205",2025-01-29,2025-02-27,1,29
"1190","ADPF","1206",2025-02-03,2025-06-06,0,123
"1191","ADPF","1207",2025-02-04,2025-06-06,0,122
"1192","ADPF","1208",2025-02-21,2025-06-06,0,105
"1193","ADPF","1209",2025-02-24,2025-06-06,0,102
"1194","ADPF","1210",2025-03-05,2025-06-06,0,93
"1195","ADPF","1211",2025-03-10,2025-06-06,0,88
"1196","ADPF","1212",2025-03-13,2025-06-06,0,85
"1197","ADPF","1213",2025-03-20,2025-05-21,1,62
"1198","ADPF","1214",2025-03-28,2025-06-06,0,70
"1199","ADPF","1215",2025-04-04,2025-06-06,0,63
"1200","ADPF","1216",2025-04-07,2025-06-06,0,60
"1201","ADPF","1217",2025-04-08,2025-06-06,0,59
"1202","ADPF","1218",2025-04-14,2025-06-06,0,53
"1203","ADPF","1219",2025-04-22,2025-06-06,0,45
"1204","ADPF","1220",2025-04-23,2025-06-06,0,44
"1205","ADPF","1221",2025-04-24,2025-06-06,0,43
"1206","ADPF","1222",2025-05-05,2025-06-06,0,32
"1207","ADPF","1223",2025-05-05,2025-06-06,0,32
"1208","ADPF","1224",2025-05-07,2025-06-06,0,30
"1209","ADPF","1225",2025-05-09,2025-06-06,0,28
"1210","ADPF","1226",2025-05-09,2025-06-06,0,28
"1211","ADPF","1227",2025-05-14,2025-06-06,0,23
"1212","ADPF","1228",2025-05-15,2025-06-06,0,22
"1213","ADPF","1229",2025-05-21,2025-06-06,0,16
"1214","ADPF","1230",2025-05-27,2025-06-06,0,10
"1215","ADPF","1231",2025-05-29,2025-06-06,0,8
"1216","ADPF","1232",2025-06-01,2025-06-06,0,5
"1217","ADPF","1233",2025-06-05,2025-06-06,0,1
