"","classe","numero","data_autuacao","data_baixa","tem_rito_art_12","evento","tempo"
"427","ADPF","743",2020-09-18,2024-06-19,"Não",1,1370
"428","ADPF","744",2020-09-18,2023-03-01,"Não",1,894
"429","ADPF","745",2020-09-18,2023-12-18,"Não",1,1186
"430","ADPF","746",2020-09-25,2024-06-19,"Não",1,1363
"431","ADPF","747",2020-09-30,2022-02-09,"Não",1,497
"432","ADPF","748",2020-10-01,2022-08-16,"Não",1,684
"433","ADPF","749",2020-10-02,2022-02-09,"Não",1,495
"434","ADPF","750",2020-10-06,2021-12-15,"Não",1,435
"435","ADPF","751",2020-10-06,2023-03-01,"Não",1,876
"436","ADPF","752",2020-10-08,2021-02-09,"Sim",1,124
"437","ADPF","753",2020-10-16,2021-05-18,"Não",1,214
"438","ADPF","754",2020-10-22,2023-09-26,"Não",1,1069
"439","ADPF","755",2020-10-22,2024-02-23,"Não",1,1219
"440","ADPF","756",2020-10-23,2023-09-19,"Não",1,1061
"441","ADPF","757",2020-10-28,2021-04-27,"Não",1,181
"442","ADPF","758",2020-11-04,2025-06-06,"Não",0,1675
"443","ADPF","759",2020-11-06,2025-06-06,"Não",0,1673
"444","ADPF","760",2020-11-12,2024-08-05,"Não",1,1362
"445","ADPF","761",2020-11-12,2023-03-07,"Não",1,845
"446","ADPF","762",2020-11-12,2025-06-06,"Não",0,1667
"447","ADPF","763",2020-11-13,2022-11-28,"Não",1,745
"448","ADPF","764",2020-11-25,2021-10-08,"Não",1,317
"449","ADPF","765",2020-11-26,2025-06-06,"Não",0,1653
"450","ADPF","766",2020-11-27,2025-06-06,"Não",0,1652
"451","ADPF","767",2020-11-27,2023-03-10,"Sim",1,833
"452","ADPF","768",2020-12-07,2021-02-24,"Não",1,79
"453","ADPF","769",2020-12-09,2025-06-06,"Não",0,1640
"454","ADPF","770",2020-12-09,2023-11-28,"Não",1,1084
"455","ADPF","771",2020-12-11,2021-10-19,"Não",1,312
"456","ADPF","772",2020-12-11,2023-08-12,"Sim",1,974
"457","ADPF","773",2020-12-14,2021-05-10,"Não",1,147
"458","ADPF","774",2020-12-15,2025-06-06,"Não",0,1634
"459","ADPF","775",2020-12-15,2024-08-30,"Não",1,1354
"460","ADPF","776",2020-12-15,2023-08-14,"Não",1,972
"461","ADPF","777",2020-12-17,2025-05-14,"Não",1,1609
"462","ADPF","778",2021-01-06,2022-03-15,"Não",1,433
"463","ADPF","779",2021-01-06,2023-10-30,"Não",1,1027
"464","ADPF","780",2021-01-07,2021-03-10,"Não",1,62
"465","ADPF","781",2021-01-07,2021-04-01,"Não",1,84
"466","ADPF","782",2021-01-08,2021-06-14,"Não",1,157
"467","ADPF","783",2021-01-11,2023-05-15,"Não",1,854
"468","ADPF","784",2021-01-21,2021-02-25,"Não",1,35
"469","ADPF","785",2021-01-25,2022-04-05,"Não",1,435
"470","ADPF","786",2021-01-26,2021-03-15,"Não",1,48
"471","ADPF","787",2021-02-01,2025-02-07,"Sim",1,1467
"472","ADPF","788",2021-02-03,2023-06-30,"Não",1,877
"473","ADPF","789",2021-02-11,2021-09-16,"Não",1,217
"474","ADPF","790",2021-02-11,2025-05-27,"Não",1,1566
"475","ADPF","791",2021-02-19,2023-02-28,"Não",1,739
"476","ADPF","792",2021-02-19,2023-02-28,"Não",1,739
"477","ADPF","793",2021-02-23,2022-02-25,"Não",1,367
"478","ADPF","794",2021-02-25,2021-06-24,"Não",1,119
"479","ADPF","795",2021-03-02,2023-02-22,"Sim",1,722
"480","ADPF","796",2021-03-02,2021-05-28,"Não",1,87
"481","ADPF","797",2021-03-03,2023-10-17,"Sim",1,958
"482","ADPF","798",2021-03-03,2023-02-21,"Não",1,720
"483","ADPF","799",2021-03-04,2023-10-17,"Sim",1,957
"484","ADPF","800",2021-03-05,2025-06-06,"Não",0,1554
"485","ADPF","801",2021-03-12,2022-09-26,"Não",1,563
"486","ADPF","802",2021-03-12,2021-08-09,"Sim",1,150
"487","ADPF","803",2021-03-12,2021-06-01,"Não",1,81
"488","ADPF","804",2021-03-12,2022-09-26,"Não",1,563
"489","ADPF","805",2021-03-15,2023-05-30,"Não",1,806
"490","ADPF","806",2021-03-16,2021-04-22,"Não",1,37
"491","ADPF","807",2021-03-16,2024-09-04,"Sim",1,1268
"492","ADPF","808",2021-03-17,2024-06-14,"Não",1,1185
"493","ADPF","809",2021-03-17,2025-06-06,"Sim",0,1542
"494","ADPF","810",2021-03-18,2021-04-29,"Não",1,42
"495","ADPF","811",2021-03-19,2021-08-06,"Sim",1,140
"496","ADPF","812",2021-03-19,2022-02-23,"Não",1,341
"497","ADPF","813",2021-03-19,2021-08-23,"Não",1,157
"498","ADPF","814",2021-03-22,2021-06-15,"Sim",1,85
"499","ADPF","815",2021-03-24,2024-01-26,"Não",1,1038
"500","ADPF","816",2021-03-25,2023-10-17,"Sim",1,936
"501","ADPF","817",2021-03-29,2025-06-06,"Não",0,1530
"502","ADPF","818",2021-04-05,2023-02-09,"Sim",1,675
"503","ADPF","819",2021-04-05,2025-04-07,"Sim",1,1463
"504","ADPF","820",2021-04-05,2021-09-30,"Sim",1,178
"505","ADPF","821",2021-04-07,2023-10-17,"Não",1,923
"506","ADPF","822",2021-04-08,2023-06-07,"Não",1,790
"507","ADPF","823",2021-04-08,2022-02-02,"Não",1,300
"508","ADPF","824",2021-04-09,2025-03-19,"Não",1,1440
"509","ADPF","825",2021-04-09,2021-12-06,"Não",1,241
"510","ADPF","826",2021-04-13,2025-06-06,"Sim",0,1515
"511","ADPF","827",2021-04-13,2021-08-25,"Não",1,134
"512","ADPF","828",2021-04-15,2025-06-06,"Não",0,1513
"513","ADPF","829",2021-04-16,2021-06-29,"Não",1,74
"514","ADPF","830",2021-04-16,2021-06-14,"Não",1,59
"515","ADPF","831",2021-04-22,2025-02-24,"Não",1,1404
"516","ADPF","832",2021-04-28,2023-05-15,"Não",1,747
"517","ADPF","833",2021-04-28,2022-09-05,"Sim",1,495
"518","ADPF","834",2021-04-30,2023-04-24,"Não",1,724
"519","ADPF","835",2021-05-03,2024-02-02,"Não",1,1005
"520","ADPF","836",2021-05-03,2021-08-24,"Não",1,113
"521","ADPF","837",2021-05-03,2025-06-06,"Não",0,1495
"522","ADPF","838",2021-05-05,2022-08-31,"Não",1,483
"523","ADPF","839",2021-05-06,2021-08-23,"Não",1,109
"524","ADPF","840",2021-05-06,2021-09-10,"Não",1,127
"525","ADPF","841",2021-05-06,2021-10-08,"Sim",1,155
"526","ADPF","842",2021-05-06,2023-03-20,"Sim",1,683
"527","ADPF","843",2021-05-11,2021-12-10,"Não",1,213
"528","ADPF","844",2021-05-18,2022-09-14,"Não",1,484
"529","ADPF","845",2021-05-21,2023-06-15,"Não",1,755
"530","ADPF","846",2021-05-21,2021-08-18,"Não",1,89
"531","ADPF","847",2021-05-24,2025-06-06,"Não",0,1474
"532","ADPF","848",2021-05-31,2022-08-12,"Não",1,438
"533","ADPF","849",2021-06-02,2021-10-14,"Não",1,134
"534","ADPF","850",2021-06-08,2023-09-15,"Não",1,829
"535","ADPF","851",2021-06-08,2023-05-09,"Não",1,700
"536","ADPF","852",2021-06-14,2023-04-17,"Não",1,672
"537","ADPF","853",2021-06-15,2024-09-27,"Não",1,1200
"538","ADPF","854",2021-06-15,2023-05-09,"Não",1,693
"539","ADPF","855",2021-06-16,2023-02-28,"Não",1,622
"540","ADPF","856",2021-06-18,2022-09-27,"Sim",1,466
"541","ADPF","857",2021-06-22,2024-06-21,"Não",1,1095
"542","ADPF","858",2021-06-22,2023-09-22,"Não",1,822
"543","ADPF","859",2021-06-30,2021-11-04,"Não",1,127
"544","ADPF","860",2021-06-30,2023-02-23,"Não",1,603
"545","ADPF","861",2021-06-30,2022-02-22,"Não",1,237
"546","ADPF","862",2021-06-30,2025-02-11,"Não",1,1322
"547","ADPF","863",2021-07-01,2025-06-06,"Não",0,1436
"548","ADPF","864",2021-07-02,2022-03-04,"Não",1,245
"549","ADPF","865",2021-07-02,2023-02-02,"Sim",1,580
"550","ADPF","866",2021-07-09,2021-08-25,"Não",1,47
"551","ADPF","867",2021-07-15,2025-06-06,"Não",0,1422
"552","ADPF","868",2021-07-19,2024-09-04,"Sim",1,1143
"553","ADPF","869",2021-07-21,2022-12-02,"Não",1,499
"554","ADPF","870",2021-07-31,2025-06-06,"Sim",0,1406
"555","ADPF","871",2021-08-02,2021-12-15,"Não",1,135
"556","ADPF","872",2021-08-02,2023-09-05,"Não",1,764
"557","ADPF","873",2021-08-05,2023-03-10,"Não",1,582
"558","ADPF","874",2021-08-10,2022-03-24,"Não",1,226
"559","ADPF","875",2021-08-12,2025-06-06,"Não",0,1394
"560","ADPF","876",2021-08-19,2025-06-06,"Não",0,1387
"561","ADPF","877",2021-08-20,2025-06-06,"Não",0,1386
"562","ADPF","878",2021-08-26,2023-06-15,"Não",1,658
"563","ADPF","879",2021-09-01,2023-02-23,"Não",1,540
"564","ADPF","880",2021-09-03,2022-06-24,"Sim",1,294
"565","ADPF","881",2021-09-13,2025-06-06,"Não",0,1362
"566","ADPF","882",2021-09-20,2022-02-14,"Não",1,147
"567","ADPF","883",2021-09-21,2022-02-16,"Não",1,148
"568","ADPF","884",2021-09-22,2022-03-25,"Não",1,184
"569","ADPF","885",2021-09-27,2023-08-03,"Sim",1,675
"570","ADPF","886",2021-09-27,2022-03-15,"Não",1,169
"571","ADPF","887",2021-10-06,2025-01-21,"Não",1,1203
"572","ADPF","888",2021-10-08,2022-02-09,"Não",1,124
"573","ADPF","889",2021-10-13,2025-06-06,"Não",0,1332
"574","ADPF","890",2021-10-14,2022-03-23,"Não",1,160
"575","ADPF","891",2021-10-18,2022-06-09,"Não",1,234
"576","ADPF","892",2021-10-18,2024-10-08,"Não",1,1086
"577","ADPF","893",2021-10-19,2022-09-16,"Não",1,332
"578","ADPF","894",2021-10-26,2021-11-26,"Não",1,31
"579","ADPF","895",2021-10-27,2021-12-14,"Não",1,48
"580","ADPF","896",2021-10-28,2023-05-04,"Não",1,553
"581","ADPF","897",2021-11-03,2023-03-24,"Sim",1,506
"582","ADPF","898",2021-11-03,2022-12-19,"Não",1,411
"583","ADPF","899",2021-11-03,2025-06-06,"Não",0,1311
"584","ADPF","900",2021-11-04,2023-03-10,"Não",1,491
"585","ADPF","901",2021-11-04,2022-12-19,"Não",1,410
"586","ADPF","902",2021-11-08,2023-04-13,"Sim",1,521
"587","ADPF","903",2021-11-09,2021-12-17,"Não",1,38
"588","ADPF","904",2021-11-09,2022-04-22,"Não",1,164
"589","ADPF","905",2021-11-09,2022-12-19,"Não",1,405
"590","ADPF","906",2021-11-10,2024-03-19,"Não",1,860
"591","ADPF","907",2021-11-11,2022-12-19,"Não",1,403
"592","ADPF","908",2021-11-11,2024-03-19,"Não",1,859
"593","ADPF","909",2021-11-19,2022-02-07,"Não",1,80
"594","ADPF","910",2021-11-23,2023-08-09,"Não",1,624
"595","ADPF","911",2021-11-23,2023-05-30,"Não",1,553
"596","ADPF","912",2021-11-23,2022-04-12,"Não",1,140
"597","ADPF","913",2021-11-29,2022-12-02,"Não",1,368
"598","ADPF","914",2021-11-30,2022-02-14,"Não",1,76
"599","ADPF","915",2021-12-01,2022-09-08,"Não",1,281
"600","ADPF","916",2021-12-02,2022-02-22,"Não",1,82
"601","ADPF","917",2021-12-02,2022-12-02,"Não",1,365
"602","ADPF","918",2021-12-03,2023-06-15,"Não",1,559
"603","ADPF","919",2021-12-03,2025-06-06,"Não",0,1281
"604","ADPF","920",2021-12-07,2021-12-07,"Não",1,0
"605","ADPF","921",2021-12-09,2024-12-10,"Não",1,1097
"606","ADPF","922",2021-12-13,2023-07-03,"Sim",1,567
"607","ADPF","923",2021-12-14,2022-10-27,"Não",1,317
"608","ADPF","924",2021-12-16,2024-12-10,"Não",1,1090
"609","ADPF","925",2021-12-17,2025-06-06,"Sim",0,1267
"610","ADPF","926",2021-12-17,2023-05-09,"Não",1,508
"611","ADPF","927",2021-12-17,2022-03-30,"Não",1,103
"612","ADPF","928",2021-12-23,2025-06-06,"Não",0,1261
"613","ADPF","929",2021-12-29,2022-03-30,"Não",1,91
"614","ADPF","930",2021-12-30,2022-08-23,"Sim",1,236
"615","ADPF","931",2021-12-30,2022-08-23,"Sim",1,236
"616","ADPF","932",2022-01-04,2023-03-24,"Sim",1,444
"617","ADPF","933",2022-01-10,2022-03-14,"Não",1,63
"618","ADPF","934",2022-01-10,2025-06-06,"Não",0,1243
"619","ADPF","935",2022-01-17,2025-06-06,"Não",0,1236
"620","ADPF","936",2022-01-19,2024-11-11,"Não",1,1027
"621","ADPF","937",2022-01-21,2025-06-06,"Não",0,1232
"622","ADPF","938",2022-02-01,2023-06-26,"Não",1,510
"623","ADPF","939",2022-02-02,2022-05-16,"Não",1,103
"624","ADPF","940",2022-02-07,2023-10-24,"Sim",1,624
"625","ADPF","941",2022-02-07,2022-06-25,"Não",1,138
"626","ADPF","942",2022-02-08,2025-06-04,"Não",1,1212
"627","ADPF","943",2022-02-10,2022-02-11,"Não",1,1
"628","ADPF","944",2022-02-15,2025-06-06,"Não",0,1207
"629","ADPF","945",2022-02-15,2023-08-15,"Não",1,546
"630","ADPF","946",2022-02-18,2025-03-06,"Não",1,1112
"631","ADPF","947",2022-02-22,2022-04-27,"Não",1,64
"632","ADPF","948",2022-03-02,2022-10-17,"Não",1,229
"633","ADPF","949",2022-03-07,2024-08-21,"Não",1,898
"634","ADPF","950",2022-03-11,2022-09-23,"Não",1,196
"635","ADPF","951",2022-03-11,2024-02-16,"Não",1,707
"636","ADPF","952",2022-03-18,2022-10-17,"Não",1,213
"637","ADPF","953",2022-03-18,2022-04-18,"Não",1,31
"638","ADPF","954",2022-03-21,2022-04-19,"Não",1,29
"639","ADPF","955",2022-03-22,2022-08-24,"Não",1,155
"640","ADPF","956",2022-03-30,2024-06-07,"Não",1,800
"641","ADPF","957",2022-04-06,2022-08-04,"Não",1,120
"642","ADPF","958",2022-04-06,2023-09-01,"Não",1,513
"643","ADPF","959",2022-04-08,2024-02-07,"Não",1,670
"644","ADPF","960",2022-04-18,2023-02-14,"Não",1,302
"645","ADPF","961",2022-04-18,2023-08-24,"Sim",1,493
"646","ADPF","962",2022-04-19,2024-06-26,"Não",1,799
"647","ADPF","963",2022-04-20,2022-08-24,"Não",1,126
"648","ADPF","964",2022-04-22,2023-08-25,"Não",1,490
"649","ADPF","965",2022-04-22,2023-08-25,"Sim",1,490
"650","ADPF","966",2022-04-22,2023-08-25,"Sim",1,490
"651","ADPF","967",2022-04-25,2023-08-25,"Não",1,487
"652","ADPF","968",2022-04-27,2023-12-11,"Não",1,593
"653","ADPF","969",2022-05-01,2023-10-25,"Não",1,542
"654","ADPF","970",2022-05-01,2022-05-25,"Não",1,24
"655","ADPF","971",2022-05-06,2023-08-14,"Sim",1,465
"656","ADPF","972",2022-05-13,2025-06-06,"Não",0,1120
"657","ADPF","973",2022-05-13,2025-06-06,"Não",0,1120
"658","ADPF","974",2022-05-18,2023-02-27,"Não",1,285
"659","ADPF","975",2022-05-23,2022-10-26,"Não",1,156
"660","ADPF","976",2022-05-23,2025-06-06,"Não",0,1110
"661","ADPF","977",2022-05-26,2025-06-06,"Sim",0,1107
"662","ADPF","978",2022-05-27,2022-10-14,"Não",1,140
"663","ADPF","979",2022-05-31,2023-08-03,"Não",1,429
"664","ADPF","980",2022-06-01,2023-03-20,"Não",1,292
"665","ADPF","981",2022-06-02,2023-04-11,"Sim",1,313
"666","ADPF","982",2022-06-10,2025-03-25,"Não",1,1019
"667","ADPF","983",2022-06-14,2023-12-22,"Não",1,556
"668","ADPF","984",2022-06-15,2024-03-08,"Não",1,632
"669","ADPF","985",2022-06-15,2024-08-19,"Não",1,796
"670","ADPF","986",2022-06-15,2023-04-10,"Sim",1,299
"671","ADPF","987",2022-06-24,2025-06-06,"Sim",0,1078
"672","ADPF","988",2022-06-27,2022-11-07,"Não",1,133
"673","ADPF","989",2022-06-30,2025-06-06,"Não",0,1072
"674","ADPF","990",2022-06-30,2023-02-09,"Sim",1,224
"675","ADPF","991",2022-06-30,2025-06-06,"Não",0,1072
"676","ADPF","992",2022-07-04,2025-06-06,"Sim",0,1068
"677","ADPF","993",2022-07-04,2022-09-27,"Não",1,85
"678","ADPF","994",2022-07-05,2022-08-24,"Não",1,50
"679","ADPF","995",2022-07-13,2023-10-19,"Não",1,463
"680","ADPF","996",2022-07-18,2022-11-22,"Não",1,127
"681","ADPF","997",2022-08-03,2024-10-12,"Não",1,801
"682","ADPF","998",2022-08-03,2022-10-13,"Não",1,71
"683","ADPF","999",2022-08-05,2023-03-17,"Sim",1,224
"684","ADPF","1000",2022-08-11,2023-08-16,"Não",1,370
"685","ADPF","1001",2022-08-11,2023-06-20,"Não",1,313
"686","ADPF","1002",2022-08-15,2023-04-20,"Não",1,248
"687","ADPF","1003",2022-08-15,2023-02-28,"Sim",1,197
"688","ADPF","1004",2022-08-19,2024-10-21,"Sim",1,794
"689","ADPF","1005",2022-08-26,2025-06-06,"Sim",0,1015
"690","ADPF","1006",2022-08-26,2025-06-06,"Sim",0,1015
"691","ADPF","1007",2022-08-31,2023-02-27,"Não",1,180
"692","ADPF","1008",2022-09-09,2023-06-30,"Não",1,294
"693","ADPF","1009",2022-09-12,2025-06-06,"Não",0,998
"694","ADPF","1010",2022-09-13,2022-11-11,"Não",1,59
"695","ADPF","1011",2022-09-14,2024-08-09,"Sim",1,695
"696","ADPF","1012",2022-09-23,2023-03-09,"Não",1,167
"697","ADPF","1013",2022-09-28,2024-08-07,"Não",1,679
"698","ADPF","1014",2022-09-29,2025-04-23,"Sim",1,937
"699","ADPF","1015",2022-10-13,2023-05-04,"Não",1,203
"700","ADPF","1016",2022-10-18,2023-05-09,"Não",1,203
"701","ADPF","1017",2022-10-21,2025-06-06,"Não",0,959
"702","ADPF","1018",2022-10-24,2022-12-02,"Não",1,39
"703","ADPF","1019",2022-10-24,2022-12-07,"Não",1,44
"704","ADPF","1020",2022-10-24,2023-04-03,"Não",1,161
"705","ADPF","1021",2022-10-26,2024-12-18,"Sim",1,784
"706","ADPF","1022",2022-10-26,2022-10-26,"Não",1,0
"707","ADPF","1023",2022-10-27,2024-05-21,"Não",1,572
"708","ADPF","1024",2022-11-03,2023-02-02,"Não",1,91
"709","ADPF","1025",2022-11-08,2025-06-06,"Não",0,941
"710","ADPF","1026",2022-11-09,2025-06-06,"Sim",0,940
"711","ADPF","1027",2022-11-14,2025-06-06,"Não",0,935
"712","ADPF","1028",2022-11-16,2025-06-06,"Não",0,933
"713","ADPF","1029",2022-11-16,2025-06-06,"Não",0,933
"714","ADPF","1030",2022-11-16,2024-06-27,"Sim",1,589
"715","ADPF","1031",2022-11-18,2024-10-24,"Não",1,706
"716","ADPF","1032",2022-11-29,2025-06-06,"Sim",0,920
"717","ADPF","1033",2022-12-02,2025-06-06,"Sim",0,917
"718","ADPF","1034",2022-12-06,2023-05-15,"Não",1,160
"719","ADPF","1035",2022-12-09,2023-03-24,"Não",1,105
"720","ADPF","1036",2022-12-12,2025-03-21,"Não",1,830
"721","ADPF","1037",2022-12-19,2024-08-30,"Sim",1,620
"722","ADPF","1038",2022-12-21,2025-06-06,"Não",0,898
"723","ADPF","1039",2022-12-28,2023-05-02,"Não",1,125
"724","ADPF","1040",2022-12-29,2025-06-06,"Não",0,890
"725","ADPF","1041",2023-01-09,2023-05-26,"Sim",1,137
"726","ADPF","1042",2023-01-18,2025-05-07,"Não",1,840
"727","ADPF","1043",2023-01-19,2024-03-25,"Não",1,431
"728","ADPF","1044",2023-02-13,2023-05-18,"Não",1,94
"729","ADPF","1045",2023-02-14,2024-06-29,"Não",1,501
"730","ADPF","1046",2023-02-14,2025-06-06,"Sim",0,843
"731","ADPF","1047",2023-02-27,2025-06-06,"Não",0,830
"732","ADPF","1048",2023-03-01,2023-04-04,"Não",1,34
"733","ADPF","1049",2023-03-15,2023-04-17,"Não",1,33
"734","ADPF","1050",2023-03-23,2025-06-06,"Não",0,806
"735","ADPF","1051",2023-03-29,2025-06-06,"Não",0,800
"736","ADPF","1052",2023-04-03,2023-06-16,"Não",1,74
"737","ADPF","1053",2023-04-03,2025-06-06,"Não",0,795
"738","ADPF","1054",2023-04-10,2025-06-06,"Não",0,788
"739","ADPF","1055",2023-04-10,2025-06-06,"Não",0,788
"740","ADPF","1056",2023-04-10,2023-12-18,"Não",1,252
"741","ADPF","1057",2023-04-14,2025-06-06,"Não",0,784
"742","ADPF","1058",2023-04-14,2025-06-06,"Não",0,784
"743","ADPF","1059",2023-04-18,2025-06-06,"Não",0,780
"744","ADPF","1060",2023-04-26,2025-06-06,"Sim",0,772
"745","ADPF","1061",2023-04-27,2024-02-22,"Não",1,301
"746","ADPF","1062",2023-05-05,2023-06-06,"Não",1,32
"747","ADPF","1063",2023-05-11,2024-02-14,"Não",1,279
"748","ADPF","1064",2023-05-15,2024-10-16,"Sim",1,520
"749","ADPF","1065",2023-05-19,2023-09-13,"Não",1,117
"750","ADPF","1066",2023-05-22,2025-05-26,"Não",1,735
"751","ADPF","1067",2023-05-24,2024-02-22,"Não",1,274
"752","ADPF","1068",2023-05-24,2025-06-06,"Sim",0,744
"753","ADPF","1069",2023-06-01,2025-02-25,"Não",1,635
"754","ADPF","1070",2023-06-06,2024-04-24,"Não",1,323
"755","ADPF","1071",2023-06-07,2024-09-10,"Sim",1,461
"756","ADPF","1072",2023-06-09,2024-05-22,"Não",1,348
"757","ADPF","1073",2023-06-13,2024-03-08,"Não",1,269
"758","ADPF","1074",2023-06-15,2023-08-23,"Não",1,69
"759","ADPF","1075",2023-06-19,2025-06-06,"Sim",0,718
"760","ADPF","1076",2023-06-20,2025-06-06,"Não",0,717
"761","ADPF","1077",2023-06-30,2025-06-06,"Não",0,707
"762","ADPF","1078",2023-07-04,2024-08-09,"Sim",1,402
"763","ADPF","1079",2023-07-06,2025-06-06,"Não",0,701
"764","ADPF","1080",2023-07-07,2023-09-28,"Não",1,83
"765","ADPF","1081",2023-07-14,2025-06-06,"Não",0,693
"766","ADPF","1082",2023-07-14,2024-04-15,"Sim",1,276
"767","ADPF","1083",2023-07-28,2025-06-06,"Não",0,679
"768","ADPF","1084",2023-08-28,2023-10-30,"Não",1,63
"769","ADPF","1085",2023-09-03,2024-03-26,"Não",1,205
"770","ADPF","1086",2023-09-19,2024-04-09,"Sim",1,203
"771","ADPF","1087",2023-09-22,2025-06-06,"Não",0,623
"772","ADPF","1088",2023-09-22,2024-03-15,"Não",1,175
"773","ADPF","1089",2023-09-29,2024-10-25,"Não",1,392
"774","ADPF","1090",2023-10-03,2025-06-06,"Não",0,612
"775","ADPF","1091",2023-10-11,2024-04-26,"Não",1,198
"776","ADPF","1092",2023-10-24,2025-06-06,"Não",0,591
"777","ADPF","1093",2023-10-27,2025-02-14,"Sim",1,476
"778","ADPF","1094",2023-11-13,2024-06-10,"Não",1,210
"779","ADPF","1095",2023-11-14,2025-06-06,"Não",0,570
"780","ADPF","1096",2023-11-16,2024-08-19,"Não",1,277
"781","ADPF","1097",2023-11-16,2025-06-06,"Não",0,568
"782","ADPF","1098",2023-11-20,2024-04-16,"Não",1,148
"783","ADPF","1099",2023-11-24,2025-05-07,"Não",1,530
"784","ADPF","1100",2023-11-24,2025-06-06,"Não",0,560
"785","ADPF","1101",2023-11-30,2025-06-06,"Não",0,554
"786","ADPF","1102",2023-12-05,2025-06-06,"Não",0,549
"787","ADPF","1103",2023-12-06,2025-06-06,"Não",0,548
"788","ADPF","1104",2023-12-07,2025-06-06,"Não",0,547
"789","ADPF","1105",2023-12-13,2025-06-06,"Não",0,541
"790","ADPF","1106",2023-12-14,2025-06-06,"Não",0,540
"791","ADPF","1107",2023-12-14,2024-09-03,"Não",1,264
"792","ADPF","1108",2023-12-15,2025-06-06,"Não",0,539
"793","ADPF","1109",2023-12-18,2024-03-22,"Não",1,95
"794","ADPF","1110",2023-12-18,2025-06-06,"Não",0,536
"795","ADPF","1111",2023-12-18,2023-12-18,"Não",1,0
"796","ADPF","1112",2023-12-19,2024-04-10,"Não",1,113
"797","ADPF","1113",2023-12-19,2024-05-22,"Não",1,155
"798","ADPF","1114",2023-12-27,2024-08-23,"Não",1,240
"799","ADPF","1115",2024-01-10,2025-06-06,"Não",0,513
"800","ADPF","1116",2024-01-10,2025-06-06,"Não",0,513
"801","ADPF","1117",2024-01-12,2025-06-06,"Sim",0,511
"802","ADPF","1118",2024-01-15,2025-06-06,"Não",0,508
"803","ADPF","1119",2024-01-15,2025-06-06,"Sim",0,508
"804","ADPF","1120",2024-01-16,2024-03-07,"Não",1,51
"805","ADPF","1121",2024-01-16,2024-04-17,"Não",1,92
"806","ADPF","1122",2024-01-29,2025-06-06,"Não",0,494
"807","ADPF","1123",2024-02-14,2025-06-06,"Não",0,478
"808","ADPF","1124",2024-02-19,2024-04-18,"Não",1,59
"809","ADPF","1125",2024-02-22,2024-12-09,"Não",1,291
"810","ADPF","1126",2024-02-23,2025-06-06,"Não",0,469
"811","ADPF","1127",2024-02-26,2024-12-11,"Sim",1,289
"812","ADPF","1128",2024-02-27,2025-06-06,"Não",0,465
"813","ADPF","1129",2024-02-28,2024-03-26,"Não",1,27
"814","ADPF","1130",2024-02-29,2025-06-06,"Não",0,463
"815","ADPF","1131",2024-03-04,2024-04-09,"Não",1,36
"816","ADPF","1132",2024-03-04,2025-06-06,"Não",0,459
"817","ADPF","1133",2024-03-05,2024-10-17,"Não",1,226
"818","ADPF","1134",2024-03-13,2025-03-05,"Não",1,357
"819","ADPF","1135",2024-03-18,2024-08-30,"Não",1,165
"820","ADPF","1136",2024-03-26,2024-09-04,"Não",1,162
"821","ADPF","1137",2024-03-26,2025-06-06,"Não",0,437
"822","ADPF","1138",2024-04-01,2025-06-06,"Não",0,431
"823","ADPF","1139",2024-04-04,2024-05-28,"Não",1,54
"824","ADPF","1140",2024-04-05,2025-02-25,"Sim",1,326
"825","ADPF","1141",2024-04-10,2025-06-06,"Não",0,422
"826","ADPF","1142",2024-04-12,2024-05-13,"Não",1,31
"827","ADPF","1143",2024-04-16,2025-06-06,"Não",0,416
"828","ADPF","1144",2024-04-19,2025-06-06,"Não",0,413
"829","ADPF","1145",2024-04-22,2025-02-05,"Não",1,289
"830","ADPF","1146",2024-04-25,2024-06-18,"Não",1,54
"831","ADPF","1147",2024-04-29,2025-06-06,"Sim",0,403
"832","ADPF","1148",2024-05-06,2025-06-06,"Não",0,396
"833","ADPF","1149",2024-05-14,2025-06-06,"Não",0,388
"834","ADPF","1150",2024-05-14,2024-05-14,"Não",1,0
"835","ADPF","1151",2024-05-14,2025-02-04,"Sim",1,266
"836","ADPF","1152",2024-05-14,2025-03-14,"Não",1,304
"837","ADPF","1153",2024-05-14,2024-05-14,"Não",1,0
"838","ADPF","1154",2024-05-14,2025-06-06,"Não",0,388
"839","ADPF","1155",2024-05-14,2025-06-06,"Não",0,388
"840","ADPF","1156",2024-05-14,2025-02-26,"Não",1,288
"841","ADPF","1157",2024-05-14,2025-06-06,"Não",0,388
"842","ADPF","1158",2024-05-14,2025-05-19,"Não",1,370
"843","ADPF","1159",2024-05-14,2025-06-06,"Não",0,388
"844","ADPF","1160",2024-05-14,2025-02-04,"Sim",1,266
"845","ADPF","1161",2024-05-14,2025-02-04,"Não",1,266
"846","ADPF","1162",2024-05-14,2025-05-19,"Não",1,370
"847","ADPF","1163",2024-05-14,2025-06-06,"Não",0,388
"848","ADPF","1164",2024-05-14,2025-05-19,"Não",1,370
"849","ADPF","1165",2024-05-14,2025-02-21,"Não",1,283
"850","ADPF","1166",2024-05-14,2024-11-28,"Sim",1,198
"851","ADPF","1167",2024-05-22,2025-06-06,"Não",0,380
"852","ADPF","1168",2024-05-28,2025-06-06,"Não",0,374
