"";"*adpf_1003";"*adpf_1016";"*adpf_1021";"*adpf_1035";"*adpf_1041";"*adpf_1045";"*adpf_1048";"*adpf_1061";"*adpf_1065";"*adpf_1067";"*adpf_1072";"*adpf_1074";"*adpf_1093";"*adpf_1112";"*adpf_1124";"*adpf_1127";"*adpf_1129";"*adpf_1131";"*adpf_1134";"*adpf_1140";"*adpf_1177";"*adpf_1195";"*adpf_340";"*adpf_343";"*adpf_344";"*adpf_350";"*adpf_355";"*adpf_360";"*adpf_365";"*adpf_375";"*adpf_382";"*adpf_383";"*adpf_390";"*adpf_397";"*adpf_407";"*adpf_409";"*adpf_410";"*adpf_412";"*adpf_417";"*adpf_426";"*adpf_436";"*adpf_450";"*adpf_456";"*adpf_458";"*adpf_470";"*adpf_500";"*adpf_503";"*adpf_506";"*adpf_507";"*adpf_518";"*adpf_533";"*adpf_545";"*adpf_546";"*adpf_550";"*adpf_551";"*adpf_558";"*adpf_563";"*adpf_570";"*adpf_571";"*adpf_576";"*adpf_579";"*adpf_592";"*adpf_601";"*adpf_602";"*adpf_603";"*adpf_612";"*adpf_617";"*adpf_621";"*adpf_629";"*adpf_639";"*adpf_645";"*adpf_656";"*adpf_658";"*adpf_669";"*adpf_671";"*adpf_673";"*adpf_678";"*adpf_679";"*adpf_684";"*adpf_685";"*adpf_686";"*adpf_689";"*adpf_693";"*adpf_697";"*adpf_704";"*adpf_705";"*adpf_710";"*adpf_711";"*adpf_712";"*adpf_719";"*adpf_721";"*adpf_724";"*adpf_726";"*adpf_729";"*adpf_730";"*adpf_736";"*adpf_737";"*adpf_752";"*adpf_753";"*adpf_754";"*adpf_755";"*adpf_756";"*adpf_757";"*adpf_773";"*adpf_776";"*adpf_778";"*adpf_780";"*adpf_782";"*adpf_784";"*adpf_786";"*adpf_790";"*adpf_797";"*adpf_799";"*adpf_801";"*adpf_803";"*adpf_805";"*adpf_806";"*adpf_807";"*adpf_813";"*adpf_815";"*adpf_816";"*adpf_830";"*adpf_831";"*adpf_841";"*adpf_843";"*adpf_845";"*adpf_864";"*adpf_869";"*adpf_874";"*adpf_891";"*adpf_894";"*adpf_895";"*adpf_906";"*adpf_908";"*adpf_911";"*adpf_921";"*adpf_922";"*adpf_923";"*adpf_924";"*adpf_930";"*adpf_932";"*adpf_939";"*adpf_940";"*adpf_952";"*adpf_954";"*adpf_958";"*adpf_960";"*adpf_963";"*adpf_978";"*adpf_980";"*adpf_986";"*adpf_993";"*adpf_996";"*adpf_997";"*adpf_998";"*adpf_999"
"supremo";2;7;0;0;0;0;0;0;0;0;3;0;2;0;4;3;0;0;1;0;0;0;0;4;3;2;1;0;1;2;9;0;0;4;0;0;0;0;1;0;0;1;2;3;0;1;0;5;0;0;0;8;0;0;1;2;0;11;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;2;0;3;4;1;0;0;3;0;1;0;0;2;0;0;3;0;3;0;0;0;2;0;1;0;7;1;0;1;7;0;2;1;0;3;0;0;0;0;3;3;5;2;0;0;0;0;0;16;0;0;0;0;0;0;5;5;5;0;4;0;0;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;4;0
"periodo";0;3;4;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;1;8;0;0;2;4;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;2;4;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;3;0;1;0;0;0;0;2;0;1;0;0;5;0;0;3;0;0;0;0;0;2;7;0;0;0;0;0;6;0;11;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;7;9;0;0;2;0;0;2;0;1;15;0;0;0;0;1;0;0;1;0;0;0;7;0;0;0;0;0;0
"povo";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;16;2;10;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;7;0;0;2;1;1;0;3;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1
"investigativo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pis";0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"exportacao";0;0;0;0;0;0;0;0;0;0;38;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"prosseguir";2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;1;0;0;0;0;1;2;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cheque";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"membro";0;30;1;0;1;0;1;2;0;2;1;2;0;0;4;0;0;2;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;7;0;9;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;19;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;3;3;0;1;0;0;0;0;0;2;1;2;7;0;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;19;0;0;0;1;0;2;2;0;1;0;1;0;0;1;0;0;3;0;0;1;5;0;0;0;0;3;0;1;5;0;0
"assentimento";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ipca";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;1
"sempre";0;1;0;0;0;0;0;1;0;1;2;0;0;0;3;1;2;0;0;0;0;0;1;0;0;0;2;0;1;0;3;0;0;0;0;0;0;1;0;0;3;2;0;0;0;0;4;0;0;1;2;3;0;0;2;0;2;0;0;0;1;0;2;0;6;0;0;2;1;0;10;3;0;1;1;9;0;3;0;2;3;1;0;1;2;0;0;1;0;2;2;0;2;1;0;1;1;0;0;18;1;30;0;0;4;4;2;0;0;0;1;0;0;1;0;2;1;0;0;0;0;1;0;0;1;0;0;1;5;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;2;2;0;0;0;0
"pilar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"4o";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tribunal_pleno";8;15;8;0;0;5;5;2;15;2;8;4;17;1;2;12;7;5;22;4;2;0;1;0;0;2;2;0;0;6;0;0;0;0;0;0;0;4;0;4;1;0;0;0;5;1;0;0;0;15;0;0;7;5;0;0;3;0;0;1;11;0;3;0;12;0;0;1;32;0;1;0;0;0;0;9;0;1;0;0;2;1;0;0;7;1;0;14;0;7;7;0;0;1;0;4;0;0;2;7;0;9;0;0;24;3;4;4;0;8;0;0;0;0;16;2;0;0;0;0;1;0;0;0;2;0;0;16;12;8;4;5;0;0;0;0;0;5;0;1;2;2;3;8;4;14;0;16;0;10;3;7;5;6;0;0
"suporte";2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0
"magistrado";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0
"tratar";2;8;9;0;2;4;2;1;2;4;13;0;4;1;10;1;1;1;4;4;1;0;2;0;0;3;5;3;1;7;5;0;1;0;1;3;1;6;1;1;3;2;1;0;1;2;4;0;1;9;8;4;3;3;1;0;3;0;4;3;6;3;5;1;9;5;6;2;9;3;4;12;3;9;5;7;0;2;2;4;6;2;1;2;8;4;2;7;0;5;5;0;4;1;2;2;2;1;5;30;3;50;1;3;7;2;3;7;0;2;1;2;2;1;3;6;1;1;3;2;2;2;2;2;6;1;3;6;12;3;5;2;2;2;5;1;4;2;1;3;8;11;2;2;1;1;5;3;0;4;9;2;1;4;3;1
"sessao";0;17;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;2;2;0;12;0;0;0;7;0;0;0;1;1;0;0;2;0;4;0;2;0;2;6;2;0;0;0;2;4;0;0;0;0;1;0;7;3;0;0;0;0;0;2;2;1;4;2;0;0;3;0;0;2;2;0;0;0;0;2;0;2;0;2;0;0;1;0;0;0;2;0;0;0;0;0;0;1;7;1;15;0;0;4;3;1;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;2;0;0;2;4;2;0;0;0;0;0;0;2;2;0;1;1;1;0;0;3;5;4;2;3;0;2;0;0;0;0;0
"referendar";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;16;0;30;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"infectar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"afonso";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"miocardite";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bienio";0;15;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
"possuir";0;0;2;0;0;1;0;0;0;2;2;0;3;0;5;2;0;1;1;0;0;0;2;1;0;0;1;0;0;8;1;0;1;1;0;0;0;3;2;0;0;0;3;1;1;0;1;0;0;5;0;0;0;0;0;0;0;2;2;0;2;0;1;0;1;2;1;3;1;0;6;0;0;0;7;0;0;0;0;1;1;0;0;0;4;1;0;2;1;1;1;0;1;3;1;0;0;0;2;5;0;18;0;0;0;3;1;3;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;5;0;0;6;5;2;0;2;1;1;3;1;0;3;1;0;3;2;0;1;2;0;11;0;0;1;1;2;1;0;1;1
"enfaticamente";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rced";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"caput";2;2;11;0;1;9;0;1;2;1;7;2;3;1;10;18;0;1;4;2;3;0;1;0;2;0;2;0;0;4;2;0;1;0;0;2;0;2;0;1;2;5;0;0;3;1;0;0;0;1;2;0;8;7;0;0;4;0;0;1;1;2;0;1;9;8;2;18;4;0;6;10;4;9;1;4;1;0;0;0;9;0;4;1;5;0;2;10;6;1;1;0;5;5;1;3;6;0;2;16;0;33;0;0;1;5;1;4;0;2;1;0;0;1;3;0;1;0;4;0;1;2;2;0;2;1;8;7;10;3;0;2;0;0;9;2;3;0;1;3;11;14;2;1;2;0;6;2;3;2;2;1;2;16;1;0
"santa_catarina";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"achar";0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"convocacao";0;1;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;17;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;24;0;0
"acordo";0;0;0;0;0;0;0;0;0;0;11;0;0;0;3;3;0;0;0;3;0;0;3;0;0;0;3;0;0;1;3;0;0;0;0;0;0;0;0;0;1;4;0;0;1;0;0;0;1;2;2;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;2;0;2;5;0;0;4;0;0;0;1;2;1;0;0;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;0;13;0;22;0;1;0;0;0;0;0;0;15;0;0;0;0;2;0;0;1;0;0;0;0;1;4;1;2;4;2;0;1;2;0;0;2;2;2;0;1;0;0;83;0;0;3;0;0;0;0;2;3;8;0;1;0;0
"enfrentar";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;1;0;1;1;0;5;9;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;4;0;15;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;1;2;5;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0
"obedecer";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0
"xvii";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"indiscriminado";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"relativamente";1;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;5;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"ulterior";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0
"aditivo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"compulsoriedade";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
