"";"";"";"";"*id_despacho1261837";""
"65";"*adpf_958";"1.33882294306394";"-0.105523742996835";"0.814764061335518";"273"
"66";"*adpf_546";"0.455230292298793";"0.14958263515398";"0.814346904495633";"275"
"67";"*adpf_1045";"0.499259157815727";"0.976408210734801";"0.814016856972661";"279"
"68";"*id_despacho520571";"0.472803053637195";"1.85345288806831";"0.813614218352261";"280"
"69";"*id_despacho1450562";"0.00991749880656631";"0.970277285459235";"0.813121566771051";"281"
"70";"*adpf_815";"0.00991749880656631";"0.970277285459235";"0.813121566771051";"282"
"71";"*adpf_458";"0.746138696014077";"0.701946529983601";"0.812731510607539";"288"
"72";"*id_despacho1250265";"1.34155743695344";"0.0607482644418026";"0.812452760793416";"291"
"73";"*id_despacho1533110";"0.525856055929301";"0.978906140442574";"0.811821702186444";"292"
"74";"*adpf_797";"-0.0731957251106484";"1.10794771740267";"0.811371637382391";"293"
"75";"*id_despacho1450614";"-0.0731957251106484";"1.10794771740267";"0.811371637382391";"294"
"76";"*id_despacho1004536";"0.290539754352781";"1.43985884900419";"0.811318403910944";"295"
"77";"*id_despacho1539593";"0.800220725927104";"0.855258098405983";"0.8112622667956";"296"
"78";"*uf_MA";"0.800220725927104";"0.855258098405983";"0.8112622667956";"297"
"79";"*adpf_1177";"0.800220725927104";"0.855258098405983";"0.8112622667956";"298"
"80";"*id_despacho639937";"1.19703692640933";"0.981120562503961";"0.811185804172976";"299"
"81";"*id_despacho1182685";"-0.413151054134957";"0.650423666000258";"0.810454085910904";"302"
"82";"*id_despacho598040";"0.132961574513961";"1.44652416088832";"0.810111455931045";"303"
"83";"*adpf_360";"0.180966367222974";"1.54764950314599";"0.810047575765308";"304"
"84";"*id_sjur463520";"0.447817411910678";"0.862764705740048";"0.809514273169539";"307"
"85";"*adpf_500";"0.447817411910678";"0.862764705740048";"0.809514273169539";"308"
"86";"*adpf_1041";"0.461195542547582";"1.04377605361716";"0.80870802804744";"310"
"87";"*id_despacho1401780";"0.461195542547582";"1.04377605361716";"0.80870802804744";"311"
"88";"*id_despacho1130828";"-1.41215520377414";"-0.34065649540589";"0.808459282553588";"312"
"89";"*id_despacho1601401";"0.23840919707964";"0.805724082183255";"0.808442828571504";"314"
"90";"*id_sjur455149";"0.670131378009104";"0.0176934109903744";"0.807876618011567";"315"
"91";"*adpf_686";"0.670131378009104";"0.0176934109903744";"0.807876618011567";"316"
"92";"*id_despacho1368487";"0.010082382304836";"1.02393313259542";"0.806401566911834";"317"
"93";"*adpf_1003";"0.010082382304836";"1.02393313259542";"0.806401566911834";"318"
"94";"*adpf_831";"-0.86540943626274";"0.477686774098571";"0.80630477878193";"319"
"95";"*id_despacho1604667";"-0.86540943626274";"0.477686774098571";"0.80630477878193";"320"
"96";"*id_despacho1505539";"0.384332484746997";"-0.0529744964995547";"0.806040547187293";"322"
"97";"*id_despacho1280136";"-0.572631899803704";"-0.23138823726863";"0.805250756047278";"324"
"98";"*id_despacho1406952";"-1.13909755328968";"-0.653280090672416";"0.804653573285772";"325"
"99";"*id_despacho1014577";"0.724353544414102";"0.331203968591581";"0.804053486880369";"328"
"100";"*id_despacho742131";"0.466974924716235";"0.805213816934457";"0.803889914940832";"329"
"101";"*adpf_365";"0.50136465252117";"0.448598007871422";"0.803392423953126";"330"
"102";"*id_despacho864466";"0.50136465252117";"0.448598007871422";"0.803392423953126";"331"
"103";"*id_despacho1099260";"-1.17403908453274";"0.0590321319355631";"0.802400345621613";"332"
"104";"*adpf_908";"-0.513820187517885";"0.227745044390892";"0.801288250009019";"333"
"105";"*id_despacho1494658";"-0.513820187517885";"0.227745044390892";"0.801288250009019";"334"
"106";"*id_despacho1494648";"-0.526428685590173";"0.259592741926668";"0.801072412479334";"336"
