"";"";"";"";"*id_despacho1261837";""
"1";"*id_despacho1261837";"-2.20413697866701";"-1.65394045913274";"0.922332453147946";"52"
"2";"*id_despacho1274520";"-2.34021329789715";"-1.98838457116857";"0.869263521521721";"84"
"3";"*id_despacho925948";"0.315152599439478";"0.525382512280014";"0.85707692808554";"108"
"4";"*dt_2016";"0.570635167548014";"0.895233538643475";"0.856803985559211";"109"
"5";"*id_despacho1217392";"0.205661427962016";"0.948074201402124";"0.847001283762559";"132"
"6";"*adpf_639";"0.205661427962016";"0.948074201402124";"0.847001283762559";"133"
"7";"*id_despacho1157391";"1.42115265502047";"-0.832839290136904";"0.843092979077046";"145"
"8";"*id_despacho929113";"-0.261002908282753";"1.38541655991698";"0.840462277706262";"148"
"9";"*id_sjur361243";"1.20212553595534";"0.745753672886182";"0.840069317898853";"149"
"10";"*id_despacho1453942";"-0.293848404991161";"1.30869933432471";"0.839964786718557";"153"
"11";"*id_despacho1180841";"0.0333311197840888";"1.13367182291381";"0.83989122773983";"154"
"12";"*id_despacho1230839";"1.38071726711737";"-0.73723413552995";"0.83852361146429";"162"
"13";"*adpf_533";"0.381577402950552";"1.23914154491071";"0.838210017923402";"165"
"14";"*adpf_344";"-0.119329909035791";"1.4665417254493";"0.838032895645678";"167"
"15";"*id_despacho1130830";"-0.119329909035791";"1.4665417254493";"0.838032895645678";"168"
"16";"*adpf_417";"1.01074159903879";"1.22949100273616";"0.835716755697081";"170"
"17";"*id_despacho758528";"1.01074159903879";"1.22949100273616";"0.835716755697081";"171"
"18";"*id_despacho1480214";"-0.113499734256658";"1.87582087755855";"0.832241093952238";"182"
"19";"*id_sjur470582";"1.16237078755864";"0.403770373848421";"0.831463885269111";"185"
"20";"*adpf_963";"1.36992829211041";"-0.838760533364481";"0.83132354248075";"186"
"21";"*id_despacho842180";"-0.210730583747463";"2.01745499241527";"0.828003709625052";"191"
"22";"*id_despacho940383";"1.41926390299845";"-0.475732331254744";"0.827627203799726";"195"
"23";"*adpf_456";"1.59989684716093";"-0.840286711578811";"0.827359100679893";"198"
"24";"*id_despacho551038";"1.07048592997354";"1.12856137326013";"0.826822894440226";"203"
"25";"*id_despacho1412892";"1.22389425445944";"0.859693410898443";"0.826664161907184";"204"
"26";"*id_sjur477666";"0.542996531003732";"1.23577864261489";"0.825666276287876";"206"
"27";"*id_despacho1440137";"1.00531120305297";"-0.542099882804665";"0.825641111374101";"207"
"28";"*id_sjur465971";"1.09794270376394";"0.692332038224672";"0.825349779103091";"209"
"29";"*id_despacho703310";"0.875465402825512";"-0.248647645812779";"0.825232665465907";"212"
"30";"*id_despacho1171296";"1.47993912965751";"-0.831869256110523";"0.825191046570049";"214"
"31";"*id_sjur414374";"0.805086753284597";"1.70513228433848";"0.825146524030293";"217"
"32";"*adpf_891";"1.48437759163016";"-0.497691403323082";"0.824640322110896";"222"
"33";"*id_despacho1116470";"1.0627502861588";"1.58825632053155";"0.824257041116478";"223"
"34";"*adpf_782";"0.691702855777708";"-0.0392533860072833";"0.823290127698739";"226"
"35";"*id_despacho1268213";"-2.12829876808702";"-1.38867778572967";"0.823072354406456";"228"
"36";"*id_despacho842219";"0.245326613025097";"1.4703711644713";"0.823044285848784";"229"
"37";"*adpf_507";"0.245326613025097";"1.4703711644713";"0.823044285848784";"230"
"38";"*adpf_340";"1.48682551137621";"-0.532196679380281";"0.822879746027947";"231"
"39";"*adpf_426";"0.199232144787904";"2.18876789330717";"0.822346443432178";"234"
"40";"*id_despacho1134099";"1.32082768633415";"-0.708340597874269";"0.822136413190286";"235"
"41";"*id_despacho1572545";"1.59452538155091";"-0.816001281257708";"0.822136413190286";"236"
"42";"*id_sjur465138";"1.64140362687473";"-1.02794685496916";"0.820633293532881";"238"
"43";"*uf_RS";"0.894261832500609";"0.379150264584427";"0.820361318887852";"239"
"44";"*id_despacho612084";"0.739735408681041";"0.247208057395832";"0.820341961261871";"240"
"45";"*id_despacho1479496";"0.480091456990014";"0.310153897630538";"0.820164838984147";"241"
"46";"*adpf_1061";"0.480091456990014";"0.310153897630538";"0.820164838984147";"242"
"47";"*id_sjur359553";"0.861961095037764";"1.44799243387973";"0.820059339922552";"244"
"48";"*id_despacho1177000";"1.2397806871656";"-0.558293480205488";"0.819833823579876";"248"
"49";"*adpf_563";"1.2397806871656";"-0.558293480205488";"0.819833823579876";"249"
"50";"*adpf_799";"-0.15047311985878";"0.9167797008975";"0.819816401716494";"250"
"51";"*id_despacho1450545";"-0.15047311985878";"0.9167797008975";"0.819816401716494";"251"
"52";"*id_sjur417525";"1.59094440447756";"-0.799810994376972";"0.819530876733278";"252"
"53";"*id_sjur453426";"1.59094440447756";"-0.799810994376972";"0.819530876733278";"253"
"54";"*adpf_998";"0.315645396778638";"0.251720144303167";"0.819331493185676";"254"
"55";"*id_despacho1340113";"0.315645396778638";"0.251720144303167";"0.819331493185676";"255"
"56";"*id_despacho1025748";"1.0209345937187";"-0.289287026793658";"0.819297617340209";"256"
"57";"*id_despacho1129428";"0.990689264026488";"-0.363082502764784";"0.819020803288685";"259"
"58";"*dt_2018";"0.63103668460365";"0.503828440496";"0.818154549526046";"262"
"59";"*id_sjur446549";"1.42880427363278";"-0.673201949246579";"0.818094540885506";"263"
"60";"*id_despacho1383717";"1.10660798682899";"-0.32646445486891";"0.81799000970521";"265"
"61";"*id_despacho1230885";"0.972057594757453";"0.299639525693988";"0.816360097597631";"268"
"62";"*id_sjur485260";"1.36627926827406";"0.0276467968903889";"0.814911179292972";"270"
"63";"*id_despacho937769";"0.793056634276052";"1.044179459095";"0.8148831107353";"271"
"64";"*adpf_558";"0.793056634276052";"1.044179459095";"0.8148831107353";"272"
