"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,341860154710606;41,0661230360793;41,0661230360793
"facteur 2";0,197192080560689;23,6877978625524;64,7539208986317
"facteur 3";0,160069039845095;19,2283739241571;83,9822948227888
"facteur 4";0,133341420254827;16,0177051772112;100
