"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"mass";"chi.distance";"inertie"
"objeto";0,889788823246498;0,390681000283945;0,979079686442852;-0,0371844206558316;0,644785427519278;0,28310696786754;0,709490047194723;-0,0269456886209786;0,595662864019786;0,066238760835914;0,337692618851899;0,000405756292404747;0,00204357143192136;0,00039396760508147;0,00247429803702576;3,56892950183493e-06;0,0025811659679542;0,67407919940989;0,00117283733480421
"publicar";-0,455383093467531;0,806185997936318;0,239799650592845;0,392339599662866;-0,440494090889;0,779827300008712;0,231959268138545;0,37951183904804;0,309866699844978;0,560186433749811;0,04023250258327;0,089714363821945;0,000547926792756147;0,0017172725707403;0,000151937796337685;0,00040671765090208;0,00264221851384536;0,478314660104151;0,000604499735645727
"artigo";0,233576637025938;1,40577672367954;0,161046880535754;-0,307634804776572;0,159248269791955;0,958432803084277;0,109798811247815;-0,209739771118524;0,0438733855492752;0,91667634987056;0,00976575523433637;0,0296845093458398;0,000117507016994181;0,00425635355187728;5,58611192245611e-05;0,000203833675650884;0,00215379814671605;0,652008217586251;0,000915611287031761
"impugnar";0,905900544538199;-0,042052603526186;0,0789442578283892;-0,290149660441044;0,948161722958905;-0,0440144000957877;0,0826270874563109;-0,303685436131363;0,95711029351984;0,00118967327948401;0,0034033051664921;0,0382967280341831;0,00209876426469783;4,52260227438122e-06;1,59383629317185e-05;0,0002153013499137;0,00255742331121874;0,541406879133732;0,000749635523814185
"norma";0,72137991566764;0,0175155219598662;-0,0503412515549929;-0,19972014219868;0,961311821190205;0,0233412075227413;-0,067084817808569;-0,266147323283445;0,968506482519862;0,000329352974765078;0,0022084181644337;0,0289557463409395;0,0012779031282495;7,53383331628017e-07;6,22325872807572e-06;9,7952059793165e-05;0,0024556690680668;0,428585055287246;0,000451069940174182
"constituicao";0,72731408631561;-0,184105663126202;-0,395293017378218;0,426286382939372;0,76629147090358;-0,193972043238327;-0,416477108616351;0,449131435173425;0,76378978508367;0,0282296262211988;0,105639658550161;0,102340930144966;0,00128645448997307;8,24298908343655e-05;0,000380004478525034;0,00044192986270105;0,00243192641133135;0,48658567406316;0,000575796560204286
"dje";1,54002963538606;-1,17876027070864;-0,234688118385417;-0,32881272899058;0,777399883352594;-0,595032768132315;-0,118469483745569;-0,16598315466705;0,731748199558498;0,247283688563883;0,00795691222395227;0,0130111996536625;0,00367625501643455;0,00215376568555599;8,53747961538878e-05;0,000167588694123449;0,00155005630401454;1,05262211330276;0,00171748302138937
"plenario";0,730933298462984;0,315689490542329;1,40292289405686;-0,0394032119233256;0,452986119243454;0,195644332399989;0,869442668315921;-0,0244196126957247;0,352900506015589;0,0379715232804149;0,60872795538115;0,000400015322848986;0,000891562658589323;0,000166309334201387;0,00328446003147968;2,59095353921017e-06;0,00166876958769181;0,719408970696897;0,000863670477100653
"prever";0,00662266541081432;0,385155063248061;-0,627643239468895;-0,420434678575566;0,00780982493934069;0,454196827391614;-0,740152721079417;-0,495800562827981;0,000129375341258042;0,252405077539955;0,544089626046754;0,203375921072028;1,08597483667852e-07;0,000367303745249097;0,00097539347116704;0,000437674450298906;0,00247601991669719;0,340432726063684;0,000286956944088962
"juridico";0,730076108475675;-0,146398406763571;-0,555937312404267;0,0123839007580999;0,785589934574769;-0,157530308766536;-0,598209901418644;0,0133255528750949;0,772314640796471;0,0179131383431974;0,209685546726035;8,6674134297426e-05;0,00127093363008056;5,11045183379702e-05;0,000736950376532301;3,65680266407826e-07;0,00238444109786045;0,485730355104356;0,000562570673214456
"requisito";1,40185470312004;-1,11638904343103;-0,500173932965482;-0,39201816050623;0,73726977403925;-0,587136381508298;-0,263053739961099;-0,206171966304671;0,686847537775777;0,251261793371991;0,0409407037230672;0,020949965129163;0,00469256112884967;0,00297601464375898;0,000597373621588125;0,000366957954025224;0,00238783290596551;0,989001778449825;0,00233559790967937
"judicial";1,0911629255064;-0,53252789925631;-0,291071168889451;-0,250021570692269;0,856913642388546;-0,418205577882393;-0,228584430149693;-0,196347300489693;0,83950126514642;0,115336791899991;0,0279704457055228;0,0171914972480644;0,00276227287272504;0,000657918511893903;0,000196555750964397;0,000145024819538909;0,00231999674386422;0,696310856406333;0,00112484765756487
"precedente";1,51394580654896;-1,18125299094001;-0,358158327191455;-0,222683575156726;0,770054040085226;-0,600833024604501;-0,182173804142062;-0,113265868545813;0,721602350583797;0,253398539369133;0,0189097697800238;0,00608934026704242;0,00475776902452384;0,00289646668805572;0,000266276476623617;0,000102934051319697;0,00207578656029956;1,04204290794403;0,00225399993983553
"julgar";1,09568475176488;0,351265483838641;1,07581200612869;0,0893008394488836;0,694465390820802;0,222638602137093;0,681869674723917;0,0566005342947429;0,660818788503909;0,0391762701199669;0,298292803159013;0,00171213821711412;0,00226807652907553;0,000233108131371415;0,00218654914119271;1,50659857236604e-05;0,00188923711452101;0,788077029331759;0,00117333981208476
"adir";0,702427571826977;-0,291745202104324;0,593682736359824;0,258325371590193;0,703232902111102;-0,292079686762851;0,59436339114322;0,258621540552295;0,672615334554826;0,0669286543677224;0,224973497212898;0,0354825138645435;0,000553939542385281;9,55579254234518e-05;0,000395701874891493;7,49192451462784e-05;0,0011226884827764;0,500774735809276;0,000281542581519481
"forma";0,180175782987737;-0,429951597955529;-0,617730546131474;0,0563412118536958;0,232202437964211;-0,554102263891241;-0,796103318870852;0,0726100174693103;0,101764647367335;0,334259850893813;0,560094238884608;0,00388126285425365;7,41035773323403e-05;0,000421973786212223;0,000871052822631764;7,24600627845814e-06;0,00228268685470851;0,330234311328266;0,000248937730998072
"medida";-0,929007599472157;-0,63241866410813;-0,164038487455525;0,242702490983098;-0,799911625752437;-0,544537032905165;-0,14124350894554;0,208976271288591;0,764217699771497;0,204281435064526;0,0111565245670313;0,0203443405969544;0,00195252067292785;0,000904828902265429;6,08763520411447e-05;0,000133261769300441;0,00226233600607812;0,62134808337477;0,000873427845916619
"df";0,512625106287708;-0,5956752548821;0,596032842594798;0,112347562449981;0,516385004296589;-0,600044292171338;0,600404502645412;0,113171586422231;0,411422714087576;0,320441401990943;0,260428048725488;0,00770783519597784;0,000266503064089397;0,000359850060965639;0,000360282231287527;1,28005836004289e-05;0,00101415062341433;0,467283000962001;0,000221443239764975
"agravo_regimental";1,6091092417764;-1,06985059905927;-0,0500980141193825;-0,244460928057277;0,82588130036923;-0,549104797245737;-0,0257129919912431;-0,125470480133796;0,790862494140417;0,201658798124626;0,000358946562309235;0,00711976117264133;0,00527809015335753;0,00233320024858152;5,11619121061166e-06;0,000121821700629933;0,00203847667114385;1,05793572177613;0,00228152015018045
"sentido";0,66381095586635;-0,323405544818692;0,0384521904602087;-0,0797333475676158;0,892593123883511;-0,434867130438089;0,0517047218032835;-0,1072134124243;0,87404008751203;0,119668108812119;0,00137323082836327;0,00491857284748111;0,000931125353544667;0,000221011180143449;3,12436302722342e-06;1,34338135558112e-05;0,00211309644945528;0,415148030986527;0,000364187709426276
"termo";0,28259143851621;0,659980594395946;0,630695884494051;-0,27050341215492;0,284535524947672;0,664520927695956;0,635034753774244;-0,272364339067623;0,146287267197564;0,46024792906018;0,341182993833379;0,0522818099088908;0,000173081293491054;0,000944048842042565;0,000862128745847177;0,000158590667562048;0,00216736537913631;0,431996252255464;0,000404475378506139
"agr";1,74478706270536;-1,73945379004277;-0,762749589716717;-0,334438837880879;0,67089245513323;-0,668841745068383;-0,29328676022131;-0,12859591742382;0,596262725340498;0,341837396529658;0,0533550604793919;0,00854481765045053;0,00427480668115708;0,00424871310698229;0,000816950193868256;0,000157059794935382;0,00140420855549676;1,3211369657045;0,00245090965990498
"ii";-0,38821223228873;0,578005018195087;-0,601024620736027;-0,273154143601349;-0,404598015645182;0,602401634837611;-0,626392855964508;-0,28468351915343;0,278234839539738;0,355776518507396;0,312260075120402;0,0537285668324492;0,0003291967751377;0,000729760510812422;0,000789044809199567;0,000162979404572434;0,00218432441966163;0,430316206862408;0,000404475804198251
"efeito";0,539144039198334;0,379077516067884;0,856359978698437;-0,185077338739551;0,491762954372642;0,345763405851564;0,781101305983868;-0,168812362316607;0,398021427487595;0,113499480522297;0,470184618257624;0,0182944737324904;0,000617184801551879;0,000305113665444975;0,00155710655233173;7,27297507127427e-05;0,00212327187377047;0,499661426978556;0,000530099329263212
"federal";-0,100843391386837;0,374097891581382;-0,63823663677006;0,275829056011198;-0,126694646769973;0,469998078996393;-0,801848927720544;0,346537976754274;0,0326672919155172;0,259316262478836;0,612689678202133;0,0953267674035035;1,92468808566707e-05;0,000264871965101634;0,000770954829662317;0,000143994365603457;0,00189262892262607;0,326223406482004;0,000201416808114193
"situacao";0,408170447110245;-1,37812412037827;-0,589778947239891;-0,136870895331103;0,261712144699643;-0,883630409207674;-0,378156513470363;-0,0877593559692191;0,116319236903925;0,764867279278995;0,113711874017826;0,00510160979926259;0,000345267418933555;0,00393594618456821;0,000720860146380663;3,88235013469507e-05;0,0020723947521945;0,699745360052651;0,00101473476266567
"sanar";1,8544408012661;-2,09226545297091;-1,14603078890787;-0,486759604050426;0,605921361059439;-0,683628363923094;-0,374454948875685;-0,159044193588505;0,515475888908956;0,378492223415281;0,0921793908847723;0,0138524967909919;0,00635702214017408;0,00809210192215148;0,00242784158958111;0,000437982576667594;0,00184853541726023;1,51019503577527;0,00421593447743682
"julgamento";0,872265195372025;0,599702725730277;1,39113493558929;0,0208334198438765;0,498952327497696;0,343041396581477;0,79575571472801;0,011917113483366;0,405869262663235;0,110662914713103;0,48337751450424;9,03081194293242e-05;0,00139612925143491;0,000659934122109648;0,00355113394005387;7,96433777910013e-07;0,00183496818483997;0,800533858352728;0,00117594754222016
"objectivo";1,07417237963129;-1,06137796401625;-0,816144721938929;0,013409795882585;0,625763646778468;-0,618310206040753;-0,47544854735029;0,0078119331060454;0,545398405061343;0,307147524347542;0,147420917286215;3,31533048997622e-05;0,0021955437575546;0,00214355320858973;0,00126744314722639;3,42167273694036e-07;0,00190280434694127;0,85043532560421;0,00137618467833088
"controversia";1,64077473843171;-1,77154331305743;-0,89402586376471;-0,436530713927138;0,628269055127134;-0,678341650039801;-0,342331443512807;-0,167151975678952;0,543758136275246;0,365638889184332;0,0755904389627682;0,0150125355776534;0,0053052435734128;0,00618459060039201;0,0015750979703136;0,000375523411281184;0,00197064050904256;1,30097909830956;0,00333540092146096
"brasileiro";-0,821659396221964;-0,335549711809386;0,166682935307472;0,354205508573394;-0,847043403135589;-0,345916046380132;0,171832369247719;0,365148187644324;0,841784658923839;0,0809789384444268;0,0162202853190623;0,0610161173126776;0,00101671187454899;0,00016956178666321;4,18404670169909e-05;0,000188940415370518;0,0015059627986487;0,523619202777889;0,000412900466936254
"estadual";0,580683049134952;-0,66926603354143;-0,18317771747923;-0,409723025910191;0,584631875068255;-0,673817251410565;-0,184423383117761;-0,412509270338361;0,498253123564458;0,381777461399502;0,0232153841279779;0,0967540309080641;0,00059243312114277;0,00078697077025208;5,89530555500376e-05;0,000294945501186453;0,00175695659842349;0,48099257914902;0,000406478692999813
"covid";-2,43007536232672;-2,2080782759175;1,62195372963082;-0,367752569871349;-0,660238054745482;-0,599922672448179;0,440675870362022;-0,0999163421528762;0,590399222444881;0,281174678102868;0,123152169993788;0,00527392945846886;0,0115770683316628;0,00955846252984972;0,00515746196024329;0,000265137126154759;0,00196046508472737;1,84914554822372;0,00670349522915743
"decreto";-0,0361345616391381;1,24940514795415;-1,22876366438936;-1,44048779041022;-0,0159271451331675;0,550704262592708;-0,541606050532372;-0,634928363862298;0,0005399853243661;0,372377937596913;0,292369423675917;0,334712653402798;2,0682057214586e-06;0,0024726049611432;0,00239157979142181;0,0032867548866046;0,00158397438506519;0,909192939609867;0,0013093635993556
"ministerio";-1,81021136004133;-0,791711959006554;0,210370790422635;-0,386012712011918;-0,894334050570175;-0,391144912032268;0,103933587686704;-0,190709394452875;0,881526520055493;0,0972640176596624;0,00557450799606282;0,0156349542887869;0,00540164594834624;0,00103324176622479;7,29522045363378e-05;0,000245623975754375;0,00164841873906142;1,12729047454896;0,00209478385230806
"auto";0,495267050833567;0,498724953066002;1,50548261825626;0,110049113253729;0,297437316745822;0,299513992672181;0,904131840848209;0,0660910369493691;0,168616734342232;0,0986245381033145;0,729511509235914;0,00324721831854721;0,000430130945834836;0,00043615817101878;0,0039744158677998;2,12370853125922e-05;0,00175356479031842;0,705201685481904;0,000872064283907126
"municipal";0,722663188063947;-0,274509097964696;-0,165129590713582;-0,540877965219826;0,754489553982248;-0,286598584663379;-0,172401961667012;-0,564698439712722;0,754048832581699;0,0627598759425788;0,0184347083275457;0,164756583148178;0,000945898193273324;0,000136485343176763;4,93881023627726e-05;0,000529872168589894;0,00181122552810452;0,48658692971196;0,000428838145118229
"atar";-0,480161050806795;0,650241704771893;0,171718464100353;-0,870369088793658;-0,400078855954928;0,54179312733135;0,14307892434876;-0,72520723769245;0,294177443490902;0,31119036208538;0,0176168541259407;0,377015340297769;0,000390998539337997;0,000717052441804471;5,00075144032862e-05;0,00128471914256364;0,00169590405253232;0,517614562473823;0,000454374813933831
"municipio";-0,29912761125164;0,938808140896882;-0,115752613618419;-0,646177644643844;-0,252648207675092;0,792933133641243;-0,097766602828914;-0,545772498486077;0,116658757617815;0,662825212328224;0,008179463300462;0,212336566753491;0,000150531003145237;0,00148274560016509;2,25410717757793e-05;0,000702452250210235;0,00168233682011207;0,51206143830539;0,000441120350283199
"recurso";0,788449664058201;0,292168984383168;0,848149173097162;-0,158397156476666;0,654441900792192;0,242510884598627;0,703994664846555;-0,131475401525462;0,610959702637677;0,048392028522494;0,331030463676802;0,00961780516303164;0,00109854269847019;0,000150847187993987;0,00127119882551533;4,43367401763893e-05;0,00176713202273868;0,58978256753898;0,000614685347059527
"vacinacao";-2,40696574650803;-1,96957405569874;1,25687462959387;0,0853568994976433;-0,71730854511652;-0,586959869471408;0,374565742472995;0,0254375175397234;0,660329931732549;0,255039106359815;0,0843070588718915;0,000323903035753019;0,00919638080872868;0,00615774579650702;0,00250761608311908;1,15652330734739e-05;0,00158736619317026;1,73186350469237;0,00476106869455525
"tratar";0,157485018620387;0,636628234100578;0,523241241029806;0,146183939192375;0,184925125596055;0,747554003424448;0,614410520201358;0,171654952020792;0,0627708565502541;0,591687422983784;0,324445945913562;0,021095774552419;4,30704814943296e-05;0,00070383851034657;0,000475450347025991;3,71108204371145e-05;0,0017366057497931;0,367522947679056;0,000234568751747458
"proprio";0,357069000981146;-0,107676717063083;-0,307339120277396;0,193217509448814;0,686058837724608;-0,206885960851585;-0,590509730795553;0,371240795466017;0,660696929270894;0,0346563313859602;0,229188347946114;0,0754583913970297;0,000236549969777414;2,15110798242477e-05;0,000175248491203438;6,92646365298021e-05;0,00185531903347036;0,256847443102793;0,000122396526580101
"tribunal";0,919114781702335;0,448263624918889;0,98186909878122;0,0262506454093168;0,648218076331773;0,316143957663533;0,692476403483303;0,0185136211585874;0,598131342324024;0,0820663353787703;0,319612015797332;0,000190306499879535;0,00140113387863597;0,000333278371325083;0,00159899577846123;1,1429312411792e-06;0,00165859416337661;0,694857441696467;0,00080081381901783
"administrativo";-0,307255839773788;0,540324899421408;-1,01965527821309;1,19348786633896;-0,181987731998944;0,320034610442735;-0,603942146842096;0,706903244290481;0,0723300108798013;0,129023608968524;0,372978533454966;0,425667846696702;0,00015914315154708;0,000492150153569448;0,00175264680605215;0,00240117425647452;0,00168572862821713;0,667982558892873;0,000752173292209628
"normativo";0,685121730538295;0,0562880448686043;-0,0372563831512437;-0,155458523437391;0,970739509087307;0,0797537526656792;-0,0527880542661979;-0,220267032847553;0,975267005220051;0,00379718152143703;0,00135035601752817;0,0195854572409852;0,000792859257792958;5,35171459147281e-06;2,34456349663232e-06;4,08215690153184e-05;0,00168912043632219;0,405630141680222;0,000277920802284991
"inciso";0,180100395941336;1,51894851572754;0,113161748675288;0,137944595615074;0,116951390215361;0,986356191231018;0,0734835909582734;0,0895767726970102;0,0235608335156964;0,966692629598012;0,00435531398939451;0,00539122289690958;4,66472950673879e-05;0,00331805238177752;1,84160476549637e-05;2,7365696808947e-05;0,00143812663654741;0,686030753490823;0,000676837324025258
"conhecimento";0,808330431906839;0,326022898662453;1,08124405273816;0,17164756022513;0,577638196882498;0,232978089024228;0,772664049700873;0,122660465663566;0,51303131392021;0,0481396810431247;0,429805861279455;0,00902314375721406;0,00109258705741423;0,000177735590625612;0,0019549049950471;4,92666987908244e-05;0,00167216139579687;0,659843943487893;0,000728049088521183
"sistema";-0,192195656944586;-0,529393965502449;-0,833456602189946;0,009296638772303;-0,191059038568183;-0,526263203241155;-0,828527655797281;0,00924165974397655;0,0705097819611114;0,308575321262561;0,620850549415841;6,43473605008173e-05;6,28958701862686e-05;0,000477191790795395;0,00118277183199178;1,47159025656549e-07;0,00170268766874245;0,423197531917076;0,00030494480786219
