"V1";"V2";"V3";"V4";"V5";"V6"
"***";"nb classes";"4";"***";"";""
"**";"classe";"1";"**";"";""
"  13";"   18";" 72.22";"  20.40";"exaurido";" 6.293947e-06"
"  26";"   48";" 54.17";"  20.37";"amigo";" 6.365871e-06"
"  26";"   48";" 54.17";"  20.37";"abordar";" 6.365871e-06"
"  12";"   16";" 75.00";"  20.36";"xxxi";" 6.417237e-06"
"   7";"    7";"100.00";"  20.23";"procurador_geral_do_estado";" 6.867654e-06"
"   7";"    7";"100.00";"  20.23";"psl";" 6.867654e-06"
"   7";"    7";"100.00";"  20.23";"subscritora";" 6.867654e-06"
"   7";"    7";"100.00";"  20.23";"sufragadas";" 6.867654e-06"
"   7";"    7";"100.00";"  20.23";"extemporaneidade";" 6.867654e-06"
"   7";"    7";"100.00";"  20.23";"controverter";" 6.867654e-06"
"   7";"    7";"100.00";"  20.23";"agendar";" 6.867654e-06"
"  37";"   77";" 48.05";"  20.16";"posicionamento";" 7.113316e-06"
"  18";"   29";" 62.07";"  20.09";"esclarecido";" 7.403326e-06"
"  27";"   51";" 52.94";"  19.83";"decano";" 8.484581e-06"
"  32";"   64";" 50.00";"  19.80";"luis";" 8.590996e-06"
"  99";"  263";" 37.64";"  19.74";"compreensao";" 8.873255e-06"
" 167";"  485";" 34.43";"  19.57";"suprema_corte";" 9.712280e-06"
" 151";"  432";" 34.95";"  19.54";"cumprimento";" 9.828431e-06"
"  20";"   34";" 58.82";"  19.54";"relato";" 9.875883e-06"
"  53";"  123";" 43.09";"  19.51";"resultante";" 9.995895e-06"
"  22";"   39";" 56.41";"  19.26";"formoso";" 1.138655e-05"
"  34";"   70";" 48.57";"  19.19";"argumentacao";" 1.184346e-05"
"  44";"   98";" 44.90";"  18.94";"promulgacao";" 1.350450e-05"
"  85";"  221";" 38.46";"  18.92";"invocar";" 1.362032e-05"
"  84";"  218";" 38.53";"  18.87";"ocasiao";" 1.399062e-05"
"   8";"    9";" 88.89";"  18.81";"janot";" 1.442413e-05"
"   8";"    9";" 88.89";"  18.81";"parabenizar";" 1.442413e-05"
"   8";"    9";" 88.89";"  18.81";"intempestivo";" 1.442413e-05"
"   8";"    9";" 88.89";"  18.81";"elogiar";" 1.442413e-05"
"  21";"   37";" 56.76";"  18.69";"ocasionar";" 1.538296e-05"
"  25";"   47";" 53.19";"  18.61";"advocacia";" 1.607147e-05"
"  13";"   19";" 68.42";"  18.16";"reiteracao";" 2.036314e-05"
"  39";"   85";" 45.88";"  18.15";"recorrer";" 2.043670e-05"
"   9";"   11";" 81.82";"  18.14";"indeferi";" 2.057736e-05"
"   9";"   11";" 81.82";"  18.14";"ditado";" 2.057736e-05"
"   9";"   11";" 81.82";"  18.14";"pcdob";" 2.057736e-05"
"  20";"   35";" 57.14";"  18.12";"recorrente";" 2.073306e-05"
"  35";"   74";" 47.30";"  18.09";"amazonia_legal";" 2.108597e-05"
"  22";"   40";" 55.00";"  17.98";"topico";" 2.227292e-05"
