*adpf_898;20;7;2;102
*id_despacho1050978;5;1;1;0
*adpf_832;24;53;1;9
*id_despacho1366006;13;3;0;0
*adpf_539;129;99;1;141
*id_sjur411804;35;85;0;1
*adpf_459;25;8;0;3
*id_despacho1301930;49;138;0;2
*id_despacho1421733;77;23;0;9
*adpf_416;25;23;5;0
*adpf_1089;183;542;1;103
*adpf_651;437;316;54;378
*adpf_715;5;0;0;0
*adpf_714;219;98;3;209
*id_sjur495226;24;11;0;21
*adpf_971;61;143;17;24
*adpf_541;132;88;9;68
*dt_2021;1287;1210;959;2570
*dt_2020;1805;2552;77;2966
*dt_2023;2201;3312;179;2205
*dt_2022;1776;1604;1939;1708
*dt_2025;29;23;1;16
*dt_2024;744;949;218;1355
*id_sjur525134;6;1;0;0
*adpf_718;65;34;2;79
*adpf_959;221;437;0;0
*adpf_811;226;133;0;1019
*id_despacho1463428;7;17;0;1
*id_despacho1366004;27;3;0;2
*adpf_819;242;140;2;7
*adpf_795;27;3;0;2
*adpf_794;83;61;1;13
*id_despacho920130;6;8;0;0
*id_sjur444265;56;2;0;0
*id_sjur448578;48;33;0;7
*id_despacho1190989;26;10;0;1
*id_sjur420583;31;90;17;25
*id_sjur489597;33;2;1;59
*id_despacho692531;21;4;0;3
*id_despacho1416593;18;2;0;4
*id_despacho1340862;5;2;0;0
*uf_PR;58;97;5;210
*id_despacho1122287;5;0;0;0
*adpf_708;81;43;96;165
*dt_2016;504;978;5;92
*adpf_661;232;646;2;187
*adpf_893;239;42;0;28
*id_despacho1081107;5;1;1;0
*adpf_700;24;15;0;42
*adpf_572;516;1182;12;659
*id_sjur466869;19;3;25;0
*id_despacho1135712;12;1;0;2
*id_despacho1259530;12;3;0;0
*id_sjur498593;72;15;36;0
*adpf_378;674;2501;1;154
*adpf_463;13;5;0;0
*uf_BA;290;471;0;1
*id_sjur386596;65;3;0;1
*id_despacho1349888;12;3;0;0
*id_despacho783760;4;2;0;4
*id_despacho1286961;13;1;13;0
*adpf_865;41;5;1;2
*uf_SC;24;53;1;9
*id_despacho1037038;15;0;0;0
*id_despacho1113636;24;15;0;42
*id_sjur485048;18;6;0;87
*id_sjur522495;178;45;0;650
*id_sjur470395;49;36;79;157
*id_sjur484731;334;1092;3;346
*adpf_946;196;49;0;695
*id_despacho1176376;35;28;1;6
*adpf_395;87;135;0;29
*uf_SP;514;685;17;1137
*adpf_872;168;119;6;45
*id_despacho1149423;27;35;0;168
*id_sjur493514;161;308;0;0
*id_sjur497096;74;385;4;32
*id_sjur413037;16;0;3;0
*id_sjur478439;24;53;1;9
*id_sjur506434;21;30;8;13
*id_sjur436475;516;1182;12;659
*id_sjur432178;74;36;1;77
*id_despacho1406958;13;3;3;2
*adpf_779;202;611;0;721
*adpf_569;41;203;55;25
*adpf_825;30;14;0;73
*adpf_640;157;43;1;227
*id_despacho1341778;8;10;0;0
*id_despacho799349;16;27;0;93
*id_despacho603198;3;0;0;0
*adpf_772;73;12;1;61
*id_sjur488754;140;367;0;499
*id_sjur504204;31;23;0;20
*id_sjur456975;61;129;0;3
*adpf_477;24;4;11;0
*adpf_474;46;16;122;14
*adpf_475;40;57;0;72
*id_despacho799405;12;11;2;0
*id_sjur474288;50;15;18;58
*id_sjur438122;43;35;0;166
*id_despacho750926;25;8;0;3
*adpf_364;35;85;0;1
*id_despacho1254036;8;2;0;0
*id_sjur485137;70;195;0;2
*adpf_871;67;129;0;3
*id_despacho884714;5;13;2;18
*id_sjur393465;21;8;0;3
*adpf_787;125;38;1;675
*id_despacho1079861;12;79;0;18
*id_sjur503792;38;182;50;22
*adpf_878;13;3;3;2
*id_despacho1359878;9;3;1;47
*adpf_961;77;23;0;9
*id_despacho1073475;17;2;0;10
*id_sjur353375;213;550;1;34
*res_Improcedente;1802;3243;344;2350
*id_despacho1093137;7;0;0;0
*adpf_1001;23;4;0;84
*id_despacho1148307;34;35;0;142
*id_despacho1202776;17;1;0;0
*id_despacho1449234;17;0;0;0
*id_despacho1275100;2;0;0;1
*adpf_1043;150;66;134;34
*id_sjur485557;168;119;6;45
*id_despacho942924;6;0;0;0
*id_despacho1253550;9;4;1;54
*id_sjur434604;209;183;1;517
*adpf_763;53;74;60;23
*id_despacho1127589;7;0;0;0
*id_sjur467643;60;45;0;259
*id_despacho516150;56;3;0;0
*id_sjur458045;46;37;0;205
*uf_DF;8105;11090;3248;9417
*id_despacho1064725;2;39;0;0
*id_sjur512622;46;16;122;14
*res_Prejudicado;902;411;96;1135
*id_despacho1459962;7;0;0;0
*adpf_449;188;126;3;423
*id_despacho1519932;24;23;0;18
*id_sjur469157;239;42;0;28
*id_sjur460413;103;81;430;82
*id_despacho1160416;44;10;1;57
*adpf_964;357;1092;3;346
*adpf_965;22;0;0;0
*adpf_966;21;1;0;0
*id_despacho1124210;65;34;2;79
*adpf_681;42;42;1;130
*adpf_969;119;333;0;4
*adpf_683;29;1;0;16
*id_sjur478147;285;359;1469;295
*id_despacho1137221;9;4;7;5
*adpf_744;18;3;0;0
*id_despacho1472302;2;0;11;0
*id_sjur456546;30;14;0;73
