"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19"
"200";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"202";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"203";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"204";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"205";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"206";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"207";0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4
"208";0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4
"209";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"210";0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4
"211";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"212";0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4
"213";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"214";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"215";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"216";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"217";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"218";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"219";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"220";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"221";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"222";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"223";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"224";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"225";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"226";0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4
"227";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"228";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"229";0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4
"230";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"231";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"232";0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4
"233";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"234";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"235";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"236";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"237";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"238";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"239";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"240";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"241";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"242";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"243";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"244";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"245";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"246";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"247";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"248";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"249";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"250";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"251";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"252";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"253";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"254";0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4
"255";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"256";0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4
"257";0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4
"258";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"259";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"260";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"261";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"262";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"263";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"264";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"265";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"266";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"267";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"268";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"269";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"270";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"271";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"272";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"273";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"274";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"275";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"276";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"277";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"278";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"279";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"280";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"281";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"282";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"283";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"284";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"285";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"286";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"287";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"288";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"289";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"290";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"291";0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4
"292";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"293";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"294";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"295";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"296";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"297";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"298";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"299";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"300";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"301";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"302";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"303";0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4
"304";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"305";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"306";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"307";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"308";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"309";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"310";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"311";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"312";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"313";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"314";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"315";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"316";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"317";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"318";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"319";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"320";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"321";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"322";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"323";0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4
"324";0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4
"325";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"326";0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4
"327";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"328";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"329";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"330";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"331";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"332";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"333";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
