"";"Coord. facteur 1";"Coord. facteur 2";"Corr. facteur 1";"Corr. facteur 2";"COR -facteur 1";"COR -facteur 2";"CTR -facteur 1";"CTR -facteur 2";"mass";"chi.distance";"inertie"
"classe 1";-1,04569023465922;-0,314244688129335;-0,957690662713572;-0,287799573577236;0,955544727155631;0,0444552728444026;0,498795362126471;0,0450455809766519;0,456159056896885;0,6142296546326;0,172098807974177
"classe 2";1,24986204349989;-0,976845576567853;0,787904823405355;-0,615797035763065;0,760640952719121;0,239359047280923;0,444250637848794;0,271366185379505;0,28438317677172;0,822859079034077;0,192555014028567
"classe 3";0,468520694178322;1,62316979293562;0,277323836562466;0,960776503498225;0,139213851364763;0,860786148635134;0,0569540000247354;0,683588233643844;0,259457766331396;0,721009175924155;0,134880217792145
