"V1";"V2";"V3";"V4";"V5";"V6"
"***";"nb classes";"3";"***";"";""
"**";"classe";"1";"**";"";""
"  85";" 307";"27.69";"  -46.09";"expor";" 1.129771e-11"
" 127";" 416";"30.53";"  -45.63";"preceitos_fundamentais";" 1.430709e-11"
"  27";" 143";"18.88";"  -45.26";"roberto_barroso";" 1.723099e-11"
"  59";" 234";"25.21";"  -44.57";"amplo";" 2.449049e-11"
"   9";"  84";"10.71";"  -44.22";"revestir";" 2.927233e-11"
"  42";" 185";"22.70";"  -43.76";"constituicao_da_republica";" 3.714677e-11"
"  28";" 144";"19.44";"  -43.76";"improcedencia";" 3.707646e-11"
"   0";"  49";" 0.00";"  -43.28";"teori_zavascki";" 4.748836e-11"
"  26";" 137";"18.98";"  -43.04";"ordenamento";" 5.349865e-11"
"  40";" 178";"22.47";"  -42.89";"regional";" 5.785329e-11"
"   5";"  68";" 7.35";"  -42.73";"turma";" 6.281080e-11"
"  12";"  92";"13.04";"  -42.41";"unanimidade";" 7.393989e-11"
"   0";"  48";" 0.00";"  -42.39";"eletivo";" 7.469958e-11"
"   1";"  52";" 1.92";"  -42.24";"inadmissivel";" 8.070074e-11"
"  21";" 120";"17.50";"  -41.76";"sumular";" 1.029636e-10"
"   9";"  81";"11.11";"  -41.70";"cpc";" 1.061671e-10"
"   7";"  74";" 9.46";"  -41.69";"jurisprudencial";" 1.071386e-10"
"   5";"  66";" 7.58";"  -41.00";"inviabilidade";" 1.521174e-10"
"  26";" 134";"19.40";"  -40.82";"efetividade";" 1.670584e-10"
"  13";"  93";"13.98";"  -40.53";"suscitar";" 1.931685e-10"
" 104";" 347";"29.97";"  -40.51";"materia";" 1.954853e-10"
"  53";" 211";"25.12";"  -40.48";"assentar";" 1.983716e-10"
"   2";"  54";" 3.70";"  -40.46";"residual";" 2.006608e-10"
"   6";"  68";" 8.82";"  -39.61";"desprover";" 3.108076e-10"
"   2";"  53";" 3.77";"  -39.58";"barbosa";" 3.149602e-10"
" 103";" 342";"30.12";"  -39.23";"carater";" 3.775670e-10"
" 149";" 459";"32.46";"  -39.22";"ordem";" 3.783192e-10"
"  40";" 171";"23.39";"  -38.13";"mostrar";" 6.614909e-10"
"   0";"  43";" 0.00";"  -37.96";"reg";" 7.210217e-10"
