*id_despacho929113;14;2;6
*id_despacho742807;3;0;3
*id_despacho1006349;8;7;13
*id_despacho1090576;39;6;2
*adpf_1016;14;29;116
*id_despacho1213620;38;2;4
*id_despacho1173424;15;6;5
*uf_BA;3;0;14
*id_sjur477666;16;13;32
*id_despacho1181613;1;14;12
*id_despacho1177000;6;24;12
*adpf_658;40;1;5
*adpf_656;229;15;13
*id_sjur371363;0;15;10
*id_despacho1165722;22;0;1
*uf_CE;90;132;107
*adpf_712;12;3;10
*adpf_711;39;78;80
*adpf_710;38;2;4
*id_despacho1231815;68;4;8
*id_despacho1180831;10;12;14
*adpf_719;5;42;20
*id_despacho1383717;8;28;10
*id_despacho1082185;16;0;1
*id_despacho1134099;4;21;7
*id_despacho1340868;21;5;8
*adpf_390;0;15;10
*adpf_397;5;9;10
*id_despacho1151594;13;59;26
*id_despacho1502632;1;26;17
*adpf_579;47;24;25
*id_despacho1406952;8;1;2
*id_despacho1352597;6;10;16
*adpf_571;3;37;18
*adpf_570;10;14;91
*adpf_576;2;11;6
*id_despacho1164672;83;2;3
*id_despacho1170203;89;1;2
*id_despacho1130830;24;7;7
*adpf_375;151;15;33
*adpf_780;2;23;11
*adpf_782;50;62;30
*adpf_784;2;5;5
*id_despacho1539593;11;16;24
*adpf_786;30;18;3
*id_despacho1028776;16;5;8
*adpf_355;60;5;14
*id_sjur361243;1;13;31
*id_despacho639937;0;6;7
*id_despacho1403450;2;8;4
*adpf_407;1;0;5
*id_sjur447659;50;62;30
*adpf_874;270;35;22
*adpf_978;6;26;42
*adpf_1124;101;87;90
*id_despacho1217392;29;20;9
*id_despacho1217396;27;37;8
*id_despacho1299617;40;1;5
*id_despacho1157391;5;37;14
*id_despacho1299618;45;1;4
*id_despacho1076683;8;3;10
*id_despacho703310;18;35;7
*id_sjur463520;15;14;11
*adpf_458;16;18;30
*adpf_752;5;37;14
*adpf_757;11;10;12
*adpf_756;1181;93;77
*adpf_755;55;6;28
*adpf_754;633;63;49
*adpf_450;33;34;21
*id_despacho1097227;4;7;4
*adpf_456;0;23;13
*id_despacho1238837;73;63;14
*adpf_1129;0;35;17
*id_despacho874707;20;3;6
*id_despacho1319790;88;0;5
*id_despacho940383;3;37;25
*id_despacho1339692;19;0;2
*id_despacho1339697;50;31;10
*adpf_1127;60;42;15
*id_despacho1495721;27;1;12
*adpf_1041;16;8;21
*id_despacho1215714;3;17;7
*adpf_1045;17;16;24
*adpf_1048;8;28;10
*adpf_558;5;5;16
*id_despacho1440137;12;27;6
*adpf_986;138;15;51
*id_despacho1327929;31;10;30
*id_despacho1402127;38;18;30
*adpf_980;92;22;23
*id_sjur456002;15;4;24
*id_despacho920979;6;0;2
*adpf_621;2;47;69
*id_despacho1144535;47;24;25
*id_despacho1604667;49;3;20
*id_despacho1415942;24;3;12
*id_despacho1450562;7;2;3
*id_sjur471260;9;14;14
*id_despacho1368487;37;14;18
*id_despacho612084;28;50;19
*id_despacho612085;0;4;2
*id_despacho959595;5;6;37
*id_sjur418117;27;90;18
*adpf_939;121;87;24
*id_despacho1250265;1;18;19
*adpf_930;37;2;14
*id_despacho1043423;14;18;4
*id_sjur437521;6;46;37
*id_sjur455149;39;53;46
*uf_RR;2;11;6
*uf_RS;28;60;63
*id_sjur485260;1;26;24
*id_despacho1378781;1;11;18
*adpf_1093;29;27;12
*id_despacho1281871;5;1;4
*id_despacho1472183;4;3;4
*id_sjur519331;0;35;13
*id_sjur465138;0;23;7
*adpf_807;24;8;8
*adpf_806;19;4;6
*adpf_805;41;18;33
*uf_MS;168;26;47
*id_sjur425836;2;47;69
*uf_MG;117;210;169
*id_despacho1416021;12;3;10
*id_despacho1453942;42;6;15
*uf_MA;11;16;24
*id_despacho1098945;8;17;3
*adpf_417;2;8;23
*adpf_410;0;6;7
*adpf_412;20;37;31
*id_despacho1214596;3;10;23
*dt_2021;2428;968;694
*id_despacho1014577;14;17;16
*dt_2023;607;340;488
*dt_2022;1360;909;812
*adpf_1003;37;14;18
*dt_2024;793;451;392
*id_despacho1288956;32;17;7
*adpf_340;1;31;19
*id_sjur470582;6;26;42
*adpf_629;41;108;27
*id_despacho1380735;44;2;18
*id_despacho925948;31;21;17
*adpf_669;118;3;6
*adpf_704;17;41;54
*adpf_705;3;10;23
*adpf_753;21;29;36
*adpf_1177;11;16;24
*id_despacho1004536;11;2;15
*id_sjur460122;0;56;33
*adpf_1072;102;92;29
*adpf_1074;1;8;10
*id_despacho1310966;3;36;76
*adpf_382;87;59;32
*adpf_383;0;4;2
*id_despacho1114547;28;26;4
*adpf_563;6;24;12
*id_despacho954968;12;65;45
*id_despacho1379226;92;22;23
*adpf_360;13;7;11
*adpf_365;11;9;7
*id_despacho1239024;47;1;3
*adpf_612;3;46;19
*id_despacho987573;2;0;3
*id_despacho742131;8;9;8
*adpf_518;86;42;80
*adpf_843;178;115;43
*id_despacho1367425;14;22;5
*adpf_845;8;1;2
*adpf_960;8;35;53
*adpf_963;5;43;12
*adpf_685;25;27;13
*adpf_684;73;3;7
*adpf_686;39;53;46
*id_sjur486582;0;29;22
*id_despacho598040;12;7;8
*adpf_841;0;18;13
*id_despacho1196364;2;6;6
*id_despacho1572545;2;19;11
*id_despacho1164886;24;5;8
*adpf_689;28;26;4
*adpf_426;15;4;24
*id_despacho1274520;22;0;2
*id_despacho543411;42;0;3
*id_despacho520571;5;3;12
*adpf_1134;2;55;27
*id_despacho1212996;2;0;5
*adpf_1131;1;26;17
*adpf_1035;2;2;4
*dt_2015;60;15;40
*dt_2016;120;129;135
*dt_2017;13;55;57
*id_despacho1172034;37;6;12
*dt_2019;411;424;348
*id_despacho1165113;2;5;5
*id_despacho842219;17;11;14
*id_despacho758528;2;8;23
*adpf_639;29;20;9
*id_despacho764513;0;23;13
*id_despacho1230839;5;44;22
*id_despacho1230838;5;42;20
*id_sjur478146;14;29;116
*id_despacho1497936;0;35;17
*adpf_730;12;27;6
*adpf_737;68;4;8
*adpf_736;4;21;7
*res_Sem_mérito;6784;4012;3695
*id_despacho1165629;26;0;1
*adpf_1140;14;22;74
*id_despacho1295515;2;18;15
*id_despacho668088;6;0;21
*adpf_551;3;37;25
*adpf_550;41;3;18
*adpf_924;41;9;5
*adpf_921;60;9;13
*adpf_922;24;11;6
*adpf_923;55;13;26
*id_sjur445770;11;17;22
*id_despacho1444382;6;0;2
*uf_RJ;78;224;105
*id_sjur404309;1;31;19
*id_despacho1025740;2;17;2
*id_despacho1450614;8;2;3
*id_despacho1025748;30;34;18
*id_sjur471116;55;13;26
*id_despacho1268213;11;0;1
*id_despacho1569073;66;2;16
*id_sjur441917;96;1;5
*adpf_958;3;34;28
*adpf_813;27;37;8
*adpf_815;7;2;3
*adpf_816;2;6;6
*adpf_952;21;5;8
*adpf_954;9;29;25
*id_despacho1418034;1;8;10
*id_despacho1116470;0;2;11
*adpf_997;66;2;16
*id_despacho864466;11;9;7
*id_despacho1129428;32;29;16
*id_sjur437168;9;13;9
*id_despacho598801;59;9;13
*id_sjur468009;1;28;7
*id_despacho1162291;13;32;124
*id_despacho1591622;41;9;5
*id_despacho1237459;112;5;3
*uf_SC;5;84;87
*id_despacho1480211;50;5;24
*id_despacho1480214;34;6;21
*id_sjur456722;105;52;29
*uf_SP;121;156;89
*adpf_343;7;6;32
*id_despacho1232424;0;0;3
*adpf_671;136;22;15
*adpf_673;16;61;15
*adpf_776;14;55;197
*adpf_678;4;7;4
*adpf_679;8;17;3
*adpf_773;37;6;12
*adpf_470;31;10;30
*id_despacho1494658;19;6;10
*uf_AM;102;115;42
*uf_AL;0;40;40
*id_despacho1595519;91;13;14
*id_despacho1180194;25;27;13
*adpf_1061;21;22;10
*id_despacho1230885;17;39;43
*adpf_1065;0;40;40
*id_despacho1494623;73;3;7
*adpf_1067;33;20;13
*id_despacho1135644;1;3;27
*adpf_592;34;6;21
*adpf_601;85;18;26
*adpf_603;11;80;191
*adpf_602;8;7;13
*uf_DF;5967;2672;2539
*id_despacho1591673;60;9;13
*id_sjur458049;183;6;7
*id_despacho1552867;24;8;8
*id_despacho1180841;22;11;5
*id_despacho1450545;8;2;2
*id_despacho1367215;2;2;4
*id_sjur453428;0;20;11
*id_sjur419324;12;28;23
*uf_TO;3;37;25
*adpf_503;19;86;14
*adpf_500;15;14;11
*adpf_506;16;1;11
*adpf_507;17;11;14
*adpf_778;3;100;78
*adpf_911;63;5;8
*id_sjur476643;31;15;44
*adpf_693;18;23;28
*id_sjur461012;18;23;28
*adpf_697;64;21;15
*id_despacho1416655;1;23;73
*id_despacho1401780;16;8;21
*id_sjur464895;342;54;19
*id_despacho1221247;64;21;15
*id_despacho1182685;19;4;6
*id_sjur456928;209;24;9
*id_despacho1170543;30;18;3
*adpf_932;44;2;18
*id_sjur430102;168;14;8
*id_despacho971869;2;11;6
*id_despacho1165202;22;5;16
*id_despacho1308555;4;15;5
*id_despacho1505539;101;87;90
*adpf_436;18;35;7
*adpf_803;2;46;26
*id_sjur472358;43;74;23
*adpf_801;22;11;5
*id_despacho1036930;4;9;9
*id_despacho1048694;0;0;5
*id_despacho1335552;4;59;23
*adpf_1021;91;13;14
*id_despacho551038;1;5;17
*id_sjur482610;24;11;6
*adpf_645;179;24;12
*id_despacho1402668;63;5;8
*id_despacho1041072;19;86;14
*adpf_721;5;44;22
*adpf_726;59;10;4
*adpf_724;9;13;9
*id_despacho1479442;33;20;13
*adpf_729;13;59;26
*id_despacho1319390;37;2;14
*id_despacho1601401;29;27;12
*id_despacho1082190;113;3;4
*id_despacho958067;151;15;33
