"";"Coord. facteur 1";"Coord. facteur 2";"Corr. facteur 1";"Corr. facteur 2";"COR -facteur 1";"COR -facteur 2";"CTR -facteur 1";"CTR -facteur 2";"mass";"chi.distance";"inertie"
"ato";0,722817181032493;-0,333377546526407;0,908069477186227;-0,418819560912253;0,901236390928741;0,0987636090712666;0,00262337395617226;0,000558053660168648;0,00502115084650845;0,437182073012788;0,000959683347299385
"ministro";0,863302012496201;1,06058999526164;0,63128507122505;0,775550874442408;0,562581319288811;0,43741868071113;0,00310790159170807;0,0046906907798404;0,00417005470428364;0,660881108620659;0,00182132910453404
"min";1,79048920215125;-1,22156900654964;0,826059614838471;-0,563582747014949;0,806586774136116;0,193413225863884;0,00882447764283577;0,00410753814541254;0,00275261577596871;1,14472033028544;0,00360698541770108
"relator";1,10131074197248;0,943016119022556;0,759585210930589;0,650407800795419;0,725841025388612;0,274158974611348;0,00388352946908872;0,00284737774919937;0,00320189329342568;0,742236585861099;0,00176397152208082
"saude";-1,66692555732169;-0,672245799178168;-0,927422483469394;-0,374015423686594;0,922692234123147;0,0773077658768412;0,00997825535888502;0,00162285006619537;0,00359105621347643;0,996416729314373;0,00356536686910306
"sua";-0,39983489598266;0,0801596258982919;-0,98048972138762;0,196570359549009;0,979714213237461;0,0202857867625489;0,000585222602014795;2,35218276962071e-05;0,00366066258942046;0,231944580001649;0,000196937380959832
"subsidiariedade";1,8759911284931;-1,46206597161294;0,78874836722879;-0,614716205410202;0,761668750497758;0,238331249502239;0,0127940466887879;0,00777106084624083;0,00363535117998627;1,23424378576936;0,00553794029479606
"presente";0,795055647916678;0,842254798890747;0,686437680984336;0,727188634485473;0,633656600580375;0,366343399419574;0,00228995465575034;0,00256991534112311;0,00362269547526917;0,573487271804008;0,00119145980486415
"rel";1,89741559688808;-1,59226779806227;0,766015206052414;-0,642822451456448;0,733791264341781;0,266208735658213;0,00857721409442912;0,00604023092162575;0,00238243641299361;1,27183108522263;0,00385372028656294
"caso";0,346686102754929;-0,514303039774132;0,558953882690416;-0,829198743984401;0,468663917810407;0,531336082189561;0,000406895592373797;0,000895464353282024;0,00338540101182359;0,290776236688473;0,00028623843097832
"direito";-0,538689293457802;-0,456035958973265;-0,763231205367356;-0,646125473227525;0,730352461338722;0,269647538661239;0,000874975576408566;0,000627072015612273;0,00301522164884849;0,361930625426696;0,000394975274149573
"dever";-0,259822970542769;-0,233287790090268;-0,744080931240061;-0,668089490835565;0,706559456734124;0,293440543265833;0,000205260232791638;0,000165475517469613;0,00304053305828268;0,177482862664997;9,57772977055572e-05
"processo";0,623160484716228;0,487967697663668;0,787335182652104;0,616525190205703;0,759946590315193;0,240053409684771;0,00115369695706029;0,000707414702294881;0,00297092668233865;0,410451274940444;0,00050051275823213
"principiar";0,895398539481025;-0,88621853473258;0,71074080243354;-0,703453986950197;0,664605827148757;0,335394172851232;0,0022931239791823;0,0022463448595325;0,00286018926606404;0,63064876153695;0,00113754835531838
