"";"Coord. facteur 1";"Coord. facteur 2";"Corr. facteur 1";"Corr. facteur 2";"COR -facteur 1";"COR -facteur 2";"CTR -facteur 1";"CTR -facteur 2";"mass";"chi.distance";"inertie"
"ocorrer";-0,217189547438788;0,682048842607803;-0,303424396478398;0,952855516655972;0,164463598891312;0,835536401108618;4,23860086841325e-05;0,00041799937712276;0,000898555034913925;0,307508598219631;8,49687460602371e-05
"utilizar";0,569152108943973;-1,37145595725146;0,383302128916093;-0,92362301723614;0,250549460111886;0,749450539888057;0,000284923215390835;0,00165437846589189;0,000879571477838279;0,652882235269785;0,000374921927749791
"interesse";0,755278094356164;-0,117309043405808;0,988151944070799;-0,1534787784324;0,987724826123601;0,0122751738764086;0,000507161689118348;1,22347654670265e-05;0,000889063256376102;0,436357195575167;0,000169284402788663
"condicao";-0,402715265679233;0,177971291738689;-0,914663649267135;0,404215794730151;0,908586091487826;0,0914139085121812;0,000146753531322468;2,86610621153926e-05;0,000904882887272474;0,24258742712538;5,32511451913166e-05
"caber";0,543903600090166;-0,770820485716644;0,576538169995259;-0,817070216406471;0,491478322703983;0,508521677295988;0,000257396657320018;0,00051697022691717;0,000870079699300456;0,445474642134498;0,00017266527754225
"adequado";0,450577993623817;-0,286058177741593;0,844232389723797;-0,535977305621466;0,828061265588095;0,171938734411907;0,000183709801858131;7,40459161025251e-05;0,000904882887272474;0,284309898139836;7,31436004833252e-05
"fl";-0,500572533065586;1,17263987381465;-0,392602027928329;0,919708457972723;0,261295969620216;0,738704030379728;0,000214847183292502;0,00117903025081034;0,000857423994583358;0,562281633950628;0,000271083715344691
"adotar";-0,725627845441358;0,194957971989064;-0,965750397469907;0,259472869076359;0,964145858289555;0,0358541417104546;0,000453130323580185;3,27097513756692e-05;0,000860587920762633;0,424322252719598;0,000154948316536974
"utilizacao";1,21625073316687;-1,50037953318619;0,629716606923133;-0,776824944865454;0,560548074734706;0,439451925265272;0,00128239889447526;0,00195154768431453;0,000866915773121182;0,932760014223442;0,000754252477805841
"monocratico";1,38641411900363;0,252197959252828;0,983854586064339;0,178969699894056;0,98323904420159;0,0167609557984103;0,0011858968032565;3,924136351614e-05;0,000616965604958505;0,802817170404091;0,000397643839277764
"apo";-0,465918426734655;1,35337602907932;-0,325514244142211;0,945537136690318;0,187031255348872;0,812968744651063;0,000179948158617664;0,0015183244768754;0,000828948658969889;0,618594465841451;0,000317204758704605
"face";0,592845895012819;1,0951194562316;0,476069675747182;0,879407564121422;0,362601293198529;0,637398706801391;0,000305803653667864;0,00104347494467771;0,000870079699300456;0,565301816096679;0,000278048013853586
"ementa";1,07067647900959;0,095738744565005;0,996025943367228;0,0890635735832754;0,995897806125154;0,00410219387484896;0,000899486287324637;7,19206293776574e-06;0,000784653692460047;0,616033191269119;0,000297773638169648
"principio";-0,607810371293414;0,184665741589469;-0,956814095753548;0,290700509403269;0,954605537382689;0,0453944626173202;0,000319098822558641;2,94551784292474e-05;0,000863751846941907;0,357198288772053;0,000110206631519537
"formular";0,258941439054478;1,70233571902863;0,150379759670183;0,988628306231183;0,0429823507864407;0,957017649213455;5,81272824327161e-05;0,00251227587752101;0,000866915773121182;0,717149521674152;0,000445857761218066
"realizar";-0,943757651010923;0,106801542502312;-0,993657550884325;0,112448528538909;0,993445784384797;0,00655421561521233;0,000743962833404091;9,5276395622091e-06;0,000835276511328438;0,543677847550184;0,000246895710367982
"procedimento";-0,97847632354039;0,0914373870829886;-0,995662056557782;0,0930433723116658;0,995521422895736;0,00447857710427209;0,000775473479738704;6,77195278688255e-06;0,000809965101894243;0,563090569875308;0,000256816436627887
"populacao";-1,77518517786625;-0,714261300495223;-0,92772020003671;-0,373276345947406;0,923019575801899;0,0769804241980888;0,00258234005774307;0,000418061665537402;0,000819456880432066;1,06094151801494;0,000922378128106717
"paragrafar";0,178147424330696;-0,613490385246317;0,278864061432037;-0,960330586434499;0,140658751565076;0,859341248434852;2,67095809242014e-05;0,000316755015430637;0,000841604363686986;0,272740358099693;6,26046787541371e-05
"entender";0,473982389540562;0,242248866284896;0,890441381248159;0,455097952710041;0,881392796840421;0,11860720315956;0,000189074251931287;4,93891424036992e-05;0,000841604363686986;0,289888305435553;7,07244159586125e-05
"realizacao";-1,07500065098501;-0,223289383274261;-0,979101922292951;-0,203370169302796;0,9782572612362;0,0217427387637988;0,000928704421280003;4,00678654745478e-05;0,000803637249535694;0,624073045256206;0,000312990321920314
"evidenciar";-0,218758784398299;-0,806290482737252;-0,26184863406033;-0,965108953870359;0,125026068813468;0,874973931186433;3,92154415088706e-05;0,000532732476503551;0,000819456880432066;0,355237210745843;0,000103410112090653
"sanitario";-1,69491911044577;-0,676096145620984;-0,928829924048604;-0,370506372673756;0,924238994676165;0,0757610053238236;0,00229047120137593;0,000364454907809946;0,000797309397177145;1,01230194297445;0,000817046969702123
"local";-0,351259996891367;-0,793167799014991;-0,40492613091392;-0,914349401762304;0,275730569944882;0,72426943005503;0,000100326774889638;0,000511551796478333;0,000813129028073517;0,384095723538916;0,000119960539146015
"economico";-1,28015162394489;-0,426962642896888;-0,948628721655707;-0,316391448130096;0,945800067260218;0,0541999327397743;0,00129625120647523;0,00014419364053171;0,000790981544818596;0,755814081814166;0,000451852104065164
"defesa";-0,981689561896452;-0,769521598506801;-0,787021178265774;-0,616925980131452;0,759563733513022;0,240436266486942;0,00074398557442185;0,000457149023133694;0,00077199798774295;0,646763199691867;0,000322928793626782
"brasilia";0,485699456924751;3,21280432400748;0,14947772123253;0,988765093869687;0,0424788345797941;0,957521165420102;0,000190327594266126;0,00832789179439574;0,000806801175714968;1,35311453497149;0,001477187557264
"seguimento";1,12823110460196;1,69740561914847;0,553554074905154;0,832813236059501;0,461669611476271;0,538330388523658;0,00103100897257885;0,00233365997916461;0,000809965101894243;0,95342308299313;0,000736270892977463
"individual";0,712571304104634;-1,68700938311331;0,389101078261534;-0,921195066690933;0,257235246121888;0,742764753878056;0,000391988048831228;0,00219710678164104;0,00077199798774295;0,806707936118306;0,000502399070387507
"liminar";0,130025054344106;2,30148532580025;0,0564062001082156;0,998407902908101;0,00615761748920963;0,993842382510687;1,35332140540604e-05;0,00423997487948002;0,000800473323356419;0,951423618635698;0,000724593977247432
"sustentar";-0,452308736081757;0,644193044880402;-0,574632958276175;0,818411243362878;0,489004289921884;0,510995710078087;0,000169588963266183;0,00034400099321002;0,000828948658969889;0,371391431157439;0,000114338210818536
"manifestacao";-0,266814630277175;1,23970327843844;-0,210406566497337;0,977613971245707;0,0824988549769462;0,917501145022973;5,63100132963567e-05;0,00121563123378172;0,000790981544818596;0,533382689738186;0,000225031950680989
"impugnacao";1,37571388955084;-0,045083884805731;0,999463454217601;-0,0327536819826657;0,999447046410677;0,000552953589329843;0,0015329308040207;1,64629996965531e-06;0,000809965101894243;0,79013530148967;0,000505672386305908
"base";-0,461093402766469;0,447939513022982;-0,717263670191081;0,696801856645073;0,672862804950463;0,327137195049526;0,000174222372290851;0,000164423865171697;0,000819456880432066;0,322759389673588;8,53657926369711e-05
"legislativo";-0,0468464764643199;0,474727519548934;-0,0982037779290882;0,995166326801934;0,0185519635687416;0,981448036431165;1,76365616572964e-06;0,000181112687424783;0,000803637249535694;0,197485506303405;3,13422748021051e-05
"arts";-0,178711762583797;0,628109879771198;-0,273661706041602;0,961826008510063;0,135801903837885;0,864198096162042;2,52622848022446e-05;0,000312059637687889;0,000790981544818596;0,278453990991383;6,13300395008504e-05
"relatoria";1,38156429747913;-0,628483391921454;0,910242432522035;-0,414075734662597;0,903662746501109;0,096337253498898;0,00141917648821979;0,00029368503390608;0,00074352265212948;0,834490025743701;0,000517769548224388
"atuacao";-0,960101512751823;-0,332732863952781;-0,944867359401541;-0,327453314439723;0,941732407019888;0,058267592980103;0,000714540310391103;8,58190737124683e-05;0,000775161913922224;0,568076251703269;0,000250152987849141
"conhecido";1,11694780477344;0,66236455605891;0,860132903439237;0,510069983846519;0,846622787911644;0,153377212088332;0,000994701197053201;0,000349801004518167;0,000797309397177145;0,697013420019153;0,000387354996747714
"conferir";0,334937591983175;0,570710247399075;0,506150540922975;0,862445146037346;0,400688337165676;0,599311662834248;9,01545906764346e-05;0,000261752838413619;0,000803637249535694;0,303818196084828;7,41801351412495e-05
"representacao";0,608612804276673;1,95991417823321;0,296560807746867;0,955013972310628;0,157669629314489;0,842330370685413;0,000222670207049253;0,00230916014005915;0,000601145974062133;0,880076246966063;0,000465608116388301
"eventual";0,444047180257485;-0,20437458770944;0,908402756159858;-0,418096200175478;0,901608817775723;0,0983911822242841;0,000156587934911554;3,31706400225662e-05;0,000794145470997871;0,268517923036415;5,72593774751849e-05
"texto";0,717343308295126;-1,13287540486703;0,534975193208552;-0,84486776637026;0,437665357020725;0,562334642979241;0,000403768212808957;0,00100702979270669;0,000784653692460047;0,622600124796778;0,000304156029077896
"dias_toffoli";1,42125585822553;0,186685627885741;0,99148329955998;0,13023389226179;0,991189985699254;0,00881001430074802;0,00114399442643627;1,97379090085764e-05;0,000566342786090115;0,819685123168922;0,000380516487234686
"regra";0,453753964580668;-0,677426278531797;0,556512913486107;-0,830838959800999;0,465501338487998;0,53449866151197;0,0001576458611422;0,000351370896968632;0,000765670135384401;0,381867944506028;0,000111652413423858
"ente";-1,22606222054528;-0,45649197937705;-0,937151186446906;-0,348923564324849;0,933345970058379;0,0666540299416101;0,00115573332589252;0,00016021342997518;0,000768834061563676;0,728692702087803;0,00040824554642737
"cargo";0,117609150795695;2,5311388748026;0,0464148367300445;0,998922250693878;0,00417341452075176;0,995826585479145;9,40907716322431e-06;0,00435809557196018;0,000680244128543993;1,04531838951718;0,000743296321064161
"edoc";-0,0430018558006188;2,04338769799331;-0,0210397356132324;0,999778640262596;0,000858928841702221;0,999141071158199;1,26373056667879e-06;0,00285352473845736;0,000683408054723267;0,842484352507138;0,000485069289956067
"relatorio";0,156754802379932;2,17868016108869;0,0717639219235826;0,997421645799882;0,00994878259322778;0,990051217406669;1,85808660568685e-05;0,00358931191374133;0,000756178356846578;0,902379296326221;0,00061574726010552
"necessidade";-0,515683181574151;-0,182222319968963;-0,94286603859131;-0,333172077568229;0,939562648388548;0,0604373516114428;0,00020613814404349;2,57392311160857e-05;0,000775161913922224;0,305473354355107;7,23334357521615e-05
"mc";1,29388156569625;-1,58477297709799;0,632432025508686;-0,774615861644326;0,564067858458842;0,435932141541137;0,000921647057872806;0,00138264187100535;0,000550523155193743;0,989195396388085;0,000538691054027065
"diverso";-0,24149502124749;-0,112127993655183;-0,907001357129193;-0,421127698169808;0,900042117842727;0,0999578821572577;4,46537638367439e-05;9,62653092767925e-06;0,000765670135384401;0,146160494300493;1,63569269506009e-05
"acordo";-0,462388542292563;-0,677189132422735;-0,563893378446397;-0,825847599587423;0,475067405563781;0,52493259443615;0,000154232293567752;0,000330811919156282;0,00072137516887456;0,385196812523941;0,000107035183613146
"preceito";0,80371795121887;-0,472763540430653;0,861939710327397;-0,507010784659185;0,848718223187167;0,151281776812836;0,000402624228039843;0,000139309431779815;0,000623293457317054;0,500927809727431;0,000156402198612268
"legitimidade";1,00029757486522;1,13660254396917;0,660660402380131;0,750684909084313;0,600556608853342;0,399443391146603;0,000715472940051698;0,00092374484678158;0,000715047316516011;0,741148917390419;0,000392776719234051
"contexto";-0,0380174368712123;-0,881930318352147;-0,0430670800767629;-0,999072182884531;0,00359410644541484;0,996405893554482;1,10206967284321e-06;0,000593078157928392;0,000762506209205127;0,364116704770021;0,000101093816425559
"uso";-0,535132673470501;-0,986727782308829;-0,476734323288948;-0,879047430459943;0,363435936254677;0,636564063745243;0,000213826379104488;0,000726997734836737;0,000746686578308755;0,509683732440981;0,000193972377909255
"criterio";-0,553747863009756;-0,476667496210864;-0,757884473777254;-0,652388783171028;0,723733557833526;0,276266442166434;0,000231872032769737;0,00017181272266795;0,000756178356846578;0,373745477347241;0,000105627289366888
"tecnica";-1,42547622213947;-0,452362971580575;-0,953156882572525;-0,302476374622261;0,950679146527643;0,0493208534723501;0,0014208183926451;0,000143084540204462;0,000699227685619639;0,839452702362185;0,00049273235250631
"politica";-0,99170115800213;-0,53693543022897;-0,879379603630526;-0,476121321428288;0,868797129971253;0,131202870028727;0,000737456365558498;0,000216181642671667;0,000749850504488029;0,610906673708875;0,00027984943022038
"respectivo";-0,701377858165415;-0,0508271921981545;-0,997384518207807;-0,072278093772467;0,997301904873959;0,00269809512604491;0,000370431066534456;1,94534009069729e-06;0,000753014430667304;0,403266332114581;0,000122458018935722
"pleno";1,11202393807558;-1,13948988825099;0,698428903798928;-0,715679443842163;0,648961848667434;0,351038151332553;0,00078641297782239;0,000825740052744795;0,000635949162034151;0,792606794786715;0,000399519500098259
"permitir";-0,375430096917224;-0,220888542889696;-0,861886746984802;-0,507100813815118;0,848656839515728;0,151343160484249;0,000105243798895857;3,6432143647514e-05;0,000746686578308755;0,234000219970212;4,0885647150351e-05
"edson_fachin";1,44549930253603;0,241681663083094;0,98630913464051;0,164906915939535;0,985803397801276;0,0141966021987243;0,00115030064465627;3,21560719574457e-05;0,000550523155193743;0,83594165953982;0,000384704732027567
"praticar";-0,202620694739594;0,952968109952748;-0,207971663514963;0,978134851221864;0,0806747416849934;0,919325258314925;2,9096581029204e-05;0,000643622318852471;0,000708719464157462;0,40960782656234;0,000118907939348078
"pai";-1,57206955295492;-0,475129071148749;-0,957236348201776;-0,289307057780015;0,955058047459633;0,0449419525403608;0,00174371184697391;0,000159277493531037;0,000705555537978188;0,923655690807353;0,000601937535367507
"gilmar_mendes";1,54046809144276;-0,152338669659573;0,995145844072522;-0,098411122466858;0,99498726323922;0,00501273676078872;0,00138900396136012;1,35837095788655e-05;0,000585326343165761;0,886741806344817;0,000460248560436175
"capaz";1,76473246485636;-1,88855578105565;0,682748291767319;-0,73065365946446;0,628934930990931;0,371065069009054;0,00233524493340495;0,00267444900650698;0,000749850504488029;1,27770106018478;0,00122414594498489
"veicular";-0,48925250897145;0,0962229310787923;-0,981203367790077;0,192976555667808;0,980462697976683;0,0195373020233265;0,000165858059437941;6,41545732946055e-06;0,00069289983326109;0,283707463988908;5,57714556969366e-05
"revelar";0,990772584636504;-0,806720265161761;0,775455671031951;-0,631402013193168;0,74541248231602;0,254587517683975;0,000708123733871235;0,000469469218664529;0,00072137516887456;0,658914232394801;0,000313197989542445
"observancia";0,724092030951712;-0,993211341786268;0,58910598679933;-0,808055775498936;0,507806120046218;0,492193879953755;0,000361634929443608;0,000680402931506464;0,000689735907081816;0,583442471767882;0,000234789632744264
"especificar";0,28731188848408;-0,307813995691129;0,682342144793495;-0,731032966040939;0,628414798956082;0,371585201043903;6,00705172411397e-05;6,89494653501606e-05;0,000727703021233108;0,208105535652322;3,15152998386465e-05
"demonstrar";0,478108292786078;-0,524955774268601;0,673347813775553;-0,739325856225577;0,616879335572427;0,383120664427556;0,00016851354550827;0,00020315508500059;0,000737194799770932;0,349525932759978;9,00618927160525e-05
"decidir";0,428022260631762;1,90320759149114;0,21941487887385;0,975631647154177;0,0894015077597713;0,910598492240127;0,000135635980831479;0,00268172673769604;0,000740358725950206;0,821953355520919;0,000500191773679903
"respeito";-0,290010036532547;-0,321551995517755;-0,669746798956957;-0,74258954024879;0,612252283114939;0,387747716885008;6,09379556459328e-05;7,49142166375444e-05;0,000724539095053834;0,212814423683848;3,28143603474195e-05
"suprema_corte";0,650150132866234;-0,171283695174376;0,967004380142494;-0,254759747183951;0,965478487819619;0,0345215121803906;0,000306259194261619;2,12566034912748e-05;0,000724539095053834;0,379923006018728;0,000104581052907263
"amplo";1,04660804397425;-1,39872801062537;0,599106470305833;-0,800669368239903;0,520802845947718;0,479197154052257;0,000810980358550402;0,00144846746111905;0,000740358725950206;0,83272313749365;0,00051338534010574
"regulamentar";-0,281595655883508;-0,732821401769661;-0,358691966765762;-0,933455983417381;0,222772387990354;0,777227612009553;5,56969249091695e-05;0,000377203405428496;0,000702391611798914;0,342569353887274;8,24282981982997e-05
"dezembro";-0,351237843177184;0,575705140446293;-0,520821564665206;0,853665565534704;0,419460847241217;0,580539152758746;8,50913548899672e-05;0,000228603592019662;0,000689735907081816;0,311392985062101;6,68806499647322e-05
"carmen_lucia";1,57294816396296;0,231092270592105;0,989379374100976;0,145356300529287;0,98900280276882;0,0109971972311813;0,00133860139729728;2,88930435298908e-05;0,00054103137665592;0,90817363027064;0,0004462315032286
"advogado_geral_da_uniao";0,228718050236601;2,23987196365358;0,10158388082364;0,994826977497498;0,0198385370212953;0,980161462978601;2,21784923624098e-05;0,00212704916240503;0,000423966108022768;0,932392683450918;0,000368577529051093
"omissao";0,101695095868373;0,402205489184563;0,245129460446302;0,969490354578789;0,110397119063618;0,889602880936281;7,1986165897592e-06;0,000112601716166216;0,000696063759440365;0,17574151984268;2,14979861459751e-05
"peticao_inicial";1,10467407916732;0,522636350046042;0,903937284586479;0,427665038943357;0,89661033851351;0,103389661486474;0,000849409961496649;0,000190128948866773;0,000696063759440365;0,669862290843524;0,00031233458997956
"data";-0,253181769513861;0,268927165764544;-0,685470715017878;0,728100198360692;0,632419633783235;0,36758036621675;4,21846585970117e-05;4,75947474431341e-05;0,000658096645289072;0,182802864429989;2,19915413911539e-05
"verificar";0,625675400110281;-0,234416235861326;0,936433471790399;-0,350845197930056;0,932563053827487;0,0674369461725213;0,000273726456728558;3,84232407191662e-05;0,000699227685619639;0,37201736740983;9,67709592253868e-05
"suspensao";-0,321092080604688;1,50151774120313;-0,20911703238989;0,977890621063749;0,0815305710675396;0,918469428932379;6,94808517933487e-05;0,00151938166530873;0,000673916276185444;0,645687813997782;0,000280964290093857
"ordinario";1,3338008002797;0,186797067680079;0,990335123283744;0,138695146240128;0,989996903200641;0,0100030967993607;0,00119891361670965;2,35150580017137e-05;0,000673916276185444;0,769710291805914;0,000399264348549005
"codigo";0,0327430370168792;1,95444848306629;0,0167507321592446;0,999859696643549;0,000544515748431105;0,999455484251467;7,05549673332387e-07;0,00251384289073921;0,000658096645289072;0,80568814713824;0,00042719250659306
"conhecer";1,22880572476916;1,36721716951665;0,668456733911834;0,743751030176042;0,610593494897492;0,389406505102454;0,000984147093777017;0,00121834018678539;0,000651768792930523;0,902943087013396;0,000531391149825724
"alegar";-0,412715857786293;0,591619015718839;-0,572142810989799;0,820154012263972;0,485771327847428;0,514228672152542;0,000118024662993619;0,000242523990746997;0,00069289983326109;0,340007467398243;8,01027391917376e-05
"maior";-0,989997951813992;-0,423678416433832;-0,919348803908539;-0,393443486096718;0,913783593363882;0,0862164066361035;0,000663603560503831;0,000121538198770822;0,000677080202364718;0,594656069450396;0,000239426285139094
"autorizar";-0,333328315824394;-0,293880986675668;-0,75009706439075;-0,66132775081073;0,714059610208518;0,285940389791441;7,59319423157745e-05;5,90232435152619e-05;0,000683408054723267;0,226494787490025;3,50587571850953e-05
"educacao";-1,44653291256703;-0,447581681051446;-0,955314743718102;-0,29559049449334;0,952997371660337;0,047002628339656;0,00131083542994166;0,000125497807462886;0,000626457383496328;0,850816112771332;0,000453485018603131
"tese";0,850198941962979;0,759978303420666;0,745557598879705;0,666441195269867;0,708402485724308;0,29159751427565;0,000487132455601852;0,000389231816491468;0,000673916276185444;0,580007700988305;0,000226711455541529
"subjetivo";1,84523004411527;-1,62060697446446;0,751358458958347;-0,659894284072637;0,715629246964658;0,284370753035335;0,00231614548959135;0,00178657070780765;0,000680244128543993;1,25244803133673;0,00106704867481433
"pretensao";0,852629053462793;0,225678097657622;0,966710227986007;0,255873670210991;0,965166022368392;0,0348339776316035;0,000494521361576346;3,46452441725481e-05;0,000680244128543993;0,498324629842217;0,000168923280776577
"ms";-1,02640505327166;-0,41216775132789;-0,927975245936409;-0,372641842697867;0,923299934755008;0,0767000652449801;0,000573313742328703;9,24491253337677e-05;0,000544195302835194;0,613339051197005;0,000204717996653824
"mecanismo";1,48601157836588;-2,0925051893612;0,579008152444803;-0,815321752072429;0,494686308755858;0,505313691244113;0,0013344554994041;0,00264601801474129;0,000604309900241408;1,21313877987235;0,000889366324286503
"b";-0,675635798691363;0,32916694498338;-0,898984083440707;0,437981298368174;0,891044536251154;0,108955463748853;0,000278746200495946;6,61631364324532e-05;0,000610637752599956;0,410975738811593;0,000103137362402764
"ativo";0,73079502548066;0,875185602541427;0,640946874559186;0,767585242167156;0,575095344218787;0,424904655781155;0,000314289919046879;0,000450754026996577;0,000588490269345036;0,553323218642909;0,000180176055652888
"prestar";-0,19470776907517;0,0792108611516123;-0,926282613760938;0,376829562858603;0,921438171771675;0,0785618282283334;2,49491778232561e-05;4,12913561242867e-06;0,000658096645289072;0,11646714214138;8,92681459489e-06
"pressuposto";1,75712006441321;-1,20206749808748;0,825345030539301;-0,564628710361136;0,805736811401722;0,194263188598278;0,0019146318944946;0,000896066255499139;0,000620129531137779;1,12397867908181;0,000783427044361336
"internacional";-1,33281694083671;-0,570810251869069;-0,919244141489419;-0,393687958080229;0,913667708132642;0,0863322918673447;0,00108473751300151;0,000198960644941971;0,000610637752599956;0,800625842741626;0,000391419861966404
"contar";-1,15530771814851;-0,263960794181154;-0,974878581343955;-0,222736956154108;0,973812072414029;0,0261879275859681;0,000857270204021179;4,47508442163221e-05;0,0006422770143927;0,672222950200336;0,000290234510333499
"assentar";0,798481948147642;-0,232247747444654;0,960207523038029;-0,279287509031774;0,958237318980781;0,041762681019229;0,000425636635544892;3,60090628031355e-05;0,000667588423826895;0,468362159544526;0,000146444274515105
"manifestar";0,173830581559026;1,8700092919158;0,09255803077769;0,995707291797422;0,0164967414022978;0,983503258597599;1,98857531115981e-05;0,0023013210289882;0,000658096645289072;0,777106135325293;0,000397420579683558
"atender";0,445821389132875;-1,06770067529478;0,385312010712799;-0,922786353605459;0,252860934113805;0,747139065886138;0,000131429976304561;0,000753826955363997;0,000661260571468346;0,509065036230857;0,000171363832914828
"liberdade";-1,15655092644939;0,0485936069157236;-0,999118496154258;0,0419789309351034;0,999091392239263;0,000908607760744089;0,000791402595378352;1,39709590931534e-06;0,00059165419552431;0,664378225185716;0,000261155230700438
"justica";-0,1105039807802;0,278028838892992;-0,369351033367753;0,929289951602928;0,234680274605825;0,765319725394116;7,72702263046977e-06;4,89143210411756e-05;0,000632785235854877;0,130976345126452;1,08553060514413e-05
"determinado";-0,987109120812588;-0,17044616253462;-0,985417472514191;-0,17015406214294;0,984872518886102;0,0151274811138984;0,000631990474558038;1,88432000460969e-05;0,000648604866751249;0,571121346696246;0,000211561671229114
"impedir";0,341598797220144;-0,240577172790558;0,817589144315293;-0,575802041588762;0,796485067632811;0,203514932367189;7,64239275723054e-05;3,79057872830887e-05;0,000654932719109798;0,219776246407164;3,16342972330146e-05
"inobservancia";1,33149225197765;-0,811559417517685;0,853889118913231;-0,5204549669295;0,839359874696769;0,160640125303234;0,00116672086372626;0,000433441330170321;0,000658096645289072;0,834483549151486;0,000458274018506842
"inelegibilidade";0,733332194269259;3,74134752143355;0,192347435528505;0,981326889494835;0,069400967578811;0,930599032421086;0,000297759683201005;0,00775033529177403;0,000553687081373017;1,59834757612581;0,00141451267775339
"funcao";-0,0339274538525361;-0,274631157581339;-0,122606207638854;-0,992455398417691;0,0287727458122718;0,971227254187625;6,95604280978632e-07;4,55784261000594e-05;0,000604309900241408;0,114845465358985;7,97053389508638e-06
"ajuizado";0,9544143756891;1,20175147389625;0,621915040422221;0,783084722425758;0,550428501673174;0,449571498326765;0,000582172458356236;0,000923011343347329;0,000639113088213426;0,738651787527002;0,000348704231655717
"tribunal_de_justica";1,37652833129887;0,429641822835187;0,954583231892134;0,297944379692534;0,95221199357212;0,0477880064278735;0,00111508916234273;0,000108630652252306;0,000588490269345036;0,809974914393428;0,000386084550618311
"destacar";0,0581964169245072;-0,553300997745344;0,104603376305865;-0,994514018838052;0,0210232327261593;0,978976767273747;2,17527852801109e-06;0,000196627965954625;0,0006422770143927;0,230462217059773;3,41131521212463e-05
"prefeito";0,673740951884973;1,43092550917588;0,425985571958446;0,904729955557588;0,300864390472531;0,699135609527384;0,000222609621778775;0,00100413496988129;0,00049040855778753;0,705278734666308;0,000243938089886316
"arguente";0,746636429919596;0,774974411927966;0,693817544247389;0,720150828156521;0,643083717200017;0,356916282799932;0,000359811352580177;0,000387642366190258;0,000645440940571975;0,53459963443329;0,000184464935483705
"justificar";0,607824893618278;-0,502549572512876;0,770691884532462;-0,637207987328943;0,739555985732926;0,260444014267069;0,000223262958171933;0,000152622135178996;0,000604309900241408;0,405831910414306;9,95295622914114e-05
"exigencia";-0,697139038870169;-0,583914526193569;-0,766615173213553;-0,642106826158042;0,734531654836115;0,265468345163846;0,000309073098536942;0,000216830793081987;0,000635949162034151;0,467054308784986;0,00013872577681753
"cabivel";1,69305891167743;-0,982706817078635;0,86486871432204;-0,501998114525286;0,852109093423143;0,147890906576861;0,00179570781371199;0,000604977843942184;0,000626457383496328;1,05311963000876;0,000694779424076018
"diretor";-1,171891406514;-0,318110971919219;-0,965075827833466;-0,261970697849111;0,963428358215829;0,0365716417841665;0,00085164215949866;6,27537539327805e-05;0,000620129531137779;0,685536992353364;0,000291436674667518
"programa";-1,6515312871494;-0,663237235456447;-0,927967273628693;-0,37266169520643;0,923291172125834;0,0767088278741537;0,00148432294162409;0,000239382605509967;0,000544195302835194;0,986894439198598;0,000530024802235098
"limite";-0,833212205824672;-0,283048658292349;-0,946857042572123;-0,32165469207144;0,943885787184081;0,0561142128159108;0,00040416193831002;4,66408402908349e-05;0,000582162416986487;0,492435255099038;0,000141170008528236
"grifar";0,117936808814199;-0,82570705658723;0,141396280531206;-0,989953075580828;0,0380923408078534;0,961907659192058;8,84547468551738e-06;0,000433585142211798;0,000635949162034151;0,346963491583773;7,65578905562898e-05
"existir";0,725046983272273;-1,19554361569459;0,518550201009029;-0,855047185267279;0,41654747173835;0,583452528261613;0,000324334578709572;0,000881844077669566;0,000616965604958505;0,645040727231574;0,000256705531044603
"constituir";0,0700129273942057;-0,126296813184445;0,484838547012439;-0,874603672145771;0,373639928537603;0,626360071462355;3,07077506844095e-06;9,99254969442234e-06;0,000626457383496328;0,0657665158502;2,70957515495573e-06
"afastar";0,900900197059696;0,296134490322474;0,94999283182978;0,312271707767508;0,947271943001276;0,0527280569987154;0,000508446071455106;5,49375788972238e-05;0,000626457383496328;0,531486922224177;0,000176960647092747
"regional";0,338029248360148;2,35050855440198;0,14234666384993;0,989816865531597;0,0385965161005033;0,961403483899393;6,43509412647256e-05;0,00311150151282625;0,000563178859910841;0,987946586805136;0,000549684226219537
"mencionar";-0,384319140428179;-0,0566642948717554;-0,989304680277119;-0,14586380490645;0,988925074552791;0,0110749254472108;9,01919298620677e-05;1,96066153415444e-06;0,000610637752599956;0,221903196344466;3,00684310081943e-05
"instituicao";-1,38961389983106;-0,724898727120947;-0,886615516011815;-0,462507218070273;0,877048840746142;0,122951159253838;0,0011669386071932;0,000317551657217326;0,000604309900241408;0,851991963129232;0,000438662697943857
"empresa";-1,29118957199444;-0,651952830328567;-0,892662028425242;-0,450726638892947;0,883908100282174;0,116091899717807;0,000938915187564624;0,000239374946606437;0,000563178859910841;0,788568983122584;0,000350207728596677
"lei_complementar";-0,216414427797631;1,4566702534861;-0,146954918007637;0,9891431908846;0,0410853869217002;0,958914613078212;2,62284139773994e-05;0,0011882890950483;0,000560014933731566;0,613049804109674;0,000210470447443855
"proposta";0,313510621691907;1,30508231593272;0,233577851427437;0,972338103399503;0,100733651443022;0,899266348556877;5,93969613447523e-05;0,00102928470466274;0,000604309900241408;0,567176474557688;0,000194399940134443
"alteracao";-0,419730865046049;1,46561349539774;-0,275317898540882;0,961353241396227;0,137340831033779;0,862659168966148;0,000108135896387831;0,00131846007305836;0,000613801678779231;0,650315804700806;0,000259583264392445
