"";"classe 1";"classe 2";"classe 3"
"quatro";5,57;-1,458;-2,138
"principalmente";11,854;-8,82;-0,797
"integralmente";-0,838;-1,458;5,233
"depois";4,514;-3,078;-0,399
"totalmente";1,281;-6,642;1,823
"documentalmente";-14,298;49,152;-8,228
"necessariamente";1,828;-1,219;-0,171
"exatamente";-1,34;4,667;-0,797
"bastante";3,133;-0,407;-1,881
"amplamente";0,266;-2,467;1,045
"sete";16,101;-8,052;-2,825
"seis";8,858;-7,668;-0,319
"previamente";10,842;-8,436;-0,621
"precedentemente";-19,395;37,891;-1,632
"meu";0,262;0,335;-1,392
"duzentos";18,676;-7,668;-4,43
"vossa";-0,132;-5,52;8
"substancialmente";0,262;-0,784;0,105
"senao";-3,211;0,144;2,762
"nunca";17,547;-7,284;-4,101
"muita";5,117;-3,465;-0,461
"bilhao";13,644;-4,598;-4,11
"absolutamente";3,329;-0,784;-1,392
"vario";2,66;-0,072;-2,532
"u";7,467;-4,982;-0,701
"indevidamente";-2,274;2,999;-0,003
"claramente";-0,374;0,535;-0,003
"adequadamente";2,66;-1,61;-0,319
"caminho";-1,774;11,957;-4,101
"ai";-1,774;8,672;-2,245
"2";3,567;-0,418;-2,245
"simplesmente";6,939;-2,473;-1,964
"potencialmente";1,479;0;-1,964
"originariamente";-6,579;2,528;1,701
"noventa";19,336;-6,516;-5,825
"historicamente";16,42;-4,409;-6,168
"ei";-15,864;-4,409;45,097
"altamente";16,42;-4,409;-6,168
"tentar";-0,28;-0,008;0,485
"oitenta";10,648;-6,133;-1,425
"legalmente";3,863;-0,857;-1,69
"extremamente";0,257;1,547;-3,448
"concretamente";0,573;0,771;-3,124
"ali";-0,217;0,492;-0,035
"setimo";0,258;-0,138;-0,04
"originalmente";3,095;-3,676;-0,002
"novamente";0,573;-3,676;1,214
"jamais";-0,06;0,102;-0,002
"formalmente";0,256;-0,008;-0,239
"essencialmente";-3,062;6,528;-0,384
"eficazmente";-3,062;13,491;-3,124
"afinal";5,11;-3,676;-0,384
"10";0,041;0,758;-1,265
"sic";0,256;-5,749;3,542
"perfeitamente";-0,28;-0,443;1,662
"oitavo";2,16;-0,295;-1,265
"finalmente";1,048;-0,008;-1,17
"definitivamente";-9,721;1,137;6,124
"comprovadamente";-5,956;23,569;-4,796
"sessenta";13,644;-4,598;-4,11
"quinze";7,467;-4,982;-0,701
"minimamente";1,718;-0,274;-0,927
"indiretamente";-0,088;6,073;-4,796
"eu";1,251;-0,497;-0,31
"usar";6,403;-3,448;-0,981
"sexto";-0,187;-0,295;1,108
"priori";-1,346;7,448;-2,172
"mim";-5,163;-2,598;18,113
"juntamente";0,64;-2,247;0,388
"frontalmente";10,815;-2,598;-4,453
"excessivamente";-4,384;2,987;0,388
"enfaticamente";-5,163;21,063;-4,453
"aparentemente";-0,008;0,414;-0,31
"acaso";-1,346;2,217;-0,04
"verdadeiramente";0,049;-4,598;3,795
"setenta";9,703;-4,598;-1,863
"particularmente";13,644;-4,598;-4,11
"mensalmente";13,644;-4,598;-4,11
"maxime";-0,877;-0,043;1,653
"manifestamente";-7,143;1,172;3,795
"evidentemente";-0,128;-0,043;0,388
"ecologicamente";6,433;-2,247;-1,863
"constantemente";13,644;-4,598;-4,11
"acentuadamente";-4,384;18,576;-4,11
"tipicamente";-1,689;7,106;-1,56
"reiteradamente";-3,625;3,967;0,018
"provavelmente";-0,008;0,414;-0,31
"privativamente";2,969;-0,497;-1,56
"oportunamente";0,699;-1,563;0,107
"nove";2,969;-1,901;-0,31
"ninguem";0,699;-0,295;-0,159
"nacionalmente";2,969;-1,901;-0,31
"longe";5,417;-4,215;-0,31
"livremente";12,506;-4,215;-3,768
"incidentalmente";-9,69;3,967;2,308
"exceto";-0,008;0,414;-0,31
"6";-2,89;0,027;3,162
"voce";10,231;-3,448;-3,082
"tradicionalmente";0,699;-0,295;-0,159
"praticamente";7,495;-1,563;-3,425
"mormente";0,041;-0,295;0,107
"destarte";0,041;0,027;-0,159
"basicamente";-1,136;8,949;-3,425
"analogicamente";-8,808;2,489;3,162
"4";-2,89;-3,831;15,647
"unicamente";6,403;-1,236;-3,082
"temporariamente";10,231;-3,448;-3,082
"talvez";-0,657;6,835;-3,082
"tacitamente";0,276;-3,448;1,702
"realmente";-2,188;11,286;-3,082
"quinhentos";6,819;-2,298;-2,054
"provisoriamente";-0,02;-3,448;4,283
"processualmente";-7,927;6,835;0,291
"per";0,276;-0,134;-0,051
"infelizmente";6,403;-3,448;-0,981
"gravemente";0,276;0,143;-0,981
"concomitantemente";1,425;-3,448;0,291
"completamente";0,276;-1,236;0,291
"certamente";0,276;-0,134;-0,051
"automaticamente";-0,02;-3,448;4,283
"1";0,276;-1,236;0,291
"simultaneamente";2,554;-0,029;-2,74
"prioritariamente";2,554;-0,029;-2,74
"possivelmente";6,819;-2,298;-2,054
"porventura";0,791;-0,922;-0,001
"ontem";9,093;-3,065;-2,74
"oficialmente";9,093;-3,065;-2,74
"materialmente";0,033;1,991;-2,74
"idem";6,819;-2,298;-2,054
"flagrantemente";5,321;-3,065;-0,712
"cem";1,704;0,003;-2,397
"3";0,033;0,385;-0,712
"18";-0,438;0,096;0,194
"w";6,819;-2,298;-2,054
"tempestivamente";-0,044;0,003;0,035
"suficientemente";-2,976;-0,628;7,777
"quatrocentos";5,682;-1,915;-1,712
"primeiramente";-0,044;-2,681;3,692
"preferencialmente";7,956;-2,681;-2,397
"obrigatoriamente";1,704;-0,628;-0,464
"isoladamente";1,704;-0,628;-0,464
"inegavelmente";-0,044;3,035;-2,397
"fundamentalmente";-0,044;3,035;-2,397
"doze";4,256;-0,628;-2,397
"diariamente";7,956;-2,681;-2,397
"des";-0,438;0,096;0,194
"algo";1,704;-2,681;0,035
"administrativamente";0,3;0,003;-0,464
"adiante";-0,438;-2,298;5,355
"zero";6,819;-2,298;-2,054
"virtualmente";3,215;-2,298;-0,246
"unilateralmente";6,819;-2,298;-2,054
"trezentos";3,215;-2,298;-0,246
"tecnicamente";6,819;-2,298;-2,054
"significativamente";6,819;-2,298;-2,054
"publicamente";6,819;-2,298;-2,054
"propriamente";-0,438;0,096;0,194
"notoriamente";3,215;-2,298;-0,246
"marcadamente";-5,284;15,678;-2,054
"inteiramente";0,95;-0,364;-0,246
"gratuitamente";6,819;-2,298;-2,054
"genericamente";0,95;-2,298;0,194
"financeiramente";5,682;-1,915;-1,712
"diversamente";-2,191;-0,364;5,355
"dificilmente";-5,284;9,284;-0,246
"dezessete";0,95;-2,298;0,194
"decretado";3,215;-2,298;-0,246
"contratualmente";0,95;-0,364;-0,246
"alternativamente";0,024;-2,298;1,897
"2014";-4,403;13,064;-1,712
"12";-0,438;-0,364;1,897
"tu";3,409;-1,149;-1,027
"te";0,475;-1,149;0,097
"satisfatoriamente";-4,403;13,064;-1,712
"rotineiramente";2,212;-0,148;-1,712
"recem";2,212;-1,915;-0,08
"quinto";0,349;-1,915;0,554
"onze";5,682;-1,915;-1,712
"novecentos";-0,093;-1,915;3,134
"mundialmente";5,682;-1,915;-1,712
"judicialmente";-0,093;-0,148;0,554
"geralmente";2,212;-0,148;-1,712
"fortemente";5,682;-1,915;-1,712
"facilmente";-0,093;2,609;-1,712
"diferentemente";-0,093;-1,915;3,134
"corretamente";0,349;-0,148;-0,08
"cientificamente";5,682;-1,915;-1,712
"aquem";2,212;-1,915;-0,08
"aproximadamente";0,349;-0,148;-0,08
"anualmente";5,682;-1,915;-1,712
"862";0,349;0,379;-1,712
"146";0,349;0,379;-1,712
"verticalmente";4,545;-1,532;-1,369
"socialmente";1,277;-1,532;-0,001
"sobremaneira";-0,765;-1,532;5,161
"setecentos";3,409;-1,149;-1,027
"sabidamente";1,277;-0,014;-1,369
"racionalmente";-3,522;-1,532;11,69
"quatorze";4,545;-1,532;-1,369
"preventivamente";-0,765;-0,014;1,264
"periodicamente";1,277;-0,014;-1,369
"outrora";-0,765;-1,532;5,161
"ordinariamente";1,277;-0,014;-1,369
"oitocentos";4,545;-1,532;-1,369
"obviamente";0,016;-0,014;-0,001
"objetivamente";-0,765;4,474;-1,369
"normalmente";1,277;-0,014;-1,369
"nomeadamente";0,016;-1,532;1,264
"indistintamente";1,277;-1,532;-0,001
"impreterivelmente";4,545;-1,532;-1,369
"implicitamente";-3,522;-0,014;5,161
"hierarquicamente";0,016;-0,014;-0,001
"fisicamente";1,277;-1,532;-0,001
"extrajudicialmente";4,545;-1,532;-1,369
"extensivamente";-3,522;4,474;-0,001
"exponencialmente";4,545;-1,532;-1,369
"exemplificativamente";1,277;-0,014;-1,369
"eletronicamente";0,016;-1,532;1,264
"diuturnamente";-0,765;0,995;-0,001
"dezenove";4,545;-1,532;-1,369
"detalhadamente";4,545;-1,532;-1,369
"demasiadamente";-3,522;10,451;-1,369
"cumulativamente";-0,765;4,474;-1,369
"continuamente";4,545;-1,532;-1,369
"centesimo";4,545;-1,532;-1,369
"atras";4,545;-1,532;-1,369
"aleatoriamente";0,016;-1,532;1,264
"acertadamente";-3,522;4,474;-0,001
"universalmente";3,409;-1,149;-1,027
"uf";-0,219;2,277;-1,027
"ue";3,409;-1,149;-1,027
"tras";3,409;-1,149;-1,027
"terco";-0,219;-1,149;2,677
"tarde";3,409;-1,149;-1,027
"sistematicamente";-0,219;0,048;0,097
"recorrentemente";-0,219;-1,149;2,677
"raramente";3,409;-1,149;-1,027
"rapidamente";0,475;-1,149;0,097
"proporcionalmente";3,409;-1,149;-1,027
"profundamente";3,409;-1,149;-1,027
"outrem";3,409;-1,149;-1,027
"mutuamente";3,409;-1,149;-1,027
"interinamente";-0,219;-1,149;2,677
"inevitavelmente";0,475;0,048;-1,027
"inequivocamente";-0,219;0,048;0,097
"indubitavelmente";-2,641;7,837;-1,027
"individualmente";0,475;0,048;-1,027
"indefinidamente";-0,219;0,048;0,097
"ilegalmente";0,475;-1,149;0,097
"fatalmente";3,409;-1,149;-1,027
"doravante";-2,641;-1,149;8,767
"dezoito";3,409;-1,149;-1,027
"detidamente";-0,219;-1,149;2,677
"decimo";3,409;-1,149;-1,027
"decerto";-2,641;0,048;2,677
"cristalinamente";-2,641;-1,149;8,767
"conjuntamente";0,475;-1,149;0,097
"comparativamente";3,409;-1,149;-1,027
"coletivamente";-2,641;7,837;-1,027
"cedo";3,409;-1,149;-1,027
"antecipadamente";3,409;-1,149;-1,027
"anonimamente";3,409;-1,149;-1,027
"alguem";3,409;-1,149;-1,027
"abstratamente";-2,641;2,277;0,097
"7";-2,641;0,048;2,677
"5";-0,219;0,048;0,097
"17";-0,219;-1,149;2,677
"13";0,475;-1,149;0,097
"*id_despacho1254493";-2,838;6,665;-0,521
"*adpf_891";-50,167;40,847;2,395
"*id_despacho1502878";-5,816;-6,516;28,96
"*adpf_894";-29,873;7,372;12,04
"*adpf_895";-2,838;6,665;-0,521
"*adpf_546";-0,711;7,275;-3,254
"*adpf_545";-67,573;40,251;8,397
"*id_sjur429282";-45,782;83,27;-2,63
"*id_despacho1130828";1,901;-2,247;-0,002
"*uf_PI";-80,962;48,49;9,938
"*adpf_799";1,901;-0,728;-0,493
"*adpf_797";1,133;-0,983;-0,04
"*uf_PE";-25,117;13,826;3,688
"*uf_PB";-56,122;-1,896;99,805
"*adpf_790";-2,513;6,207;-0,552
"*id_despacho937769";-7,96;-0,93;17,809
"*id_sjur432807";-37,819;27,252;2,827
"*id_despacho1179049";-70,541;18,758;26,72
"*uf_PR";-55,755;33,36;6,859
"*adpf_906";1,503;-3,147;0,174
"*id_sjur414374";-8,398;-4,041;28,96
"*id_sjur359553";-9,227;-1,093;20,711
"*id_despacho1006127";15,983;-5,493;-4,713
"*id_sjur474291";-14,099;0,771;11,544
"*adpf_864";0,064;15,534;-18,792
"*id_despacho1613716";-41,345;-0,866;69,172
"*adpf_940";10,015;-10,425;-0,095
"*adpf_869";-4,052;37,017;-15,536
"*dt_2018";-46,399;12,6;17,257
"*id_despacho1512930";-10,586;-6,133;39,277
"*id_sjur473090";-6,761;0,239;6,124
"*id_despacho1220799";34,078;-7,17;-15,478
"*id_despacho634130";-2,191;-2,298;10,569
"*id_sjur463907";2,7;11,342;-28,501
"*dt_2020";-4,07;0,068;4,169
"*id_despacho1280136";-0,435;0,051;0,275
"*dt_2025";-57,87;2,443;50,474
"*id_sjur446549";-37,819;38,438;0,457
"*id_despacho1182241";0,024;-2,298;1,897
"*id_despacho1274508";0,064;15,534;-18,792
"*id_despacho1494648";1,503;-3,147;0,174
"*id_despacho1287928";-26,891;10,637;6,701
"*id_despacho1183863";-2,415;0,113;2,055
"*adpf_1112";-5,816;-6,516;28,96
"*id_despacho1595526";0,945;3,972;-9,98
"*id_despacho1190953";158,26;-57,646;-43,664
"*id_sjur406918";-41,866;-8,336;107,569
"*id_sjur465971";-26,932;0,174;30,392
"*id_sjur427857";46,463;-14,261;-15,42
"*id_despacho637794";-6,165;-2,681;20,462
"*uf_GO";-81,04;-8,396;176,383
"*adpf_999";-22,828;1,211;18,837
"*adpf_998";-1,646;0,341;0,755
"*id_despacho1479496";-1,105;5,077;-1,231
"*adpf_996";-10,146;0,203;10,135
"*id_despacho1533110";-6,381;0,008;7,853
"*id_despacho1412892";-25,578;1,523;20,457
"*adpf_993";-61,772;72,35;0,071
"*id_despacho1065842";-31,952;-17,467;115,819
"*id_despacho1518986";-0,105;20,83;-18,611
"*id_sjur467839";-88,352;6,821;65,285
"*adpf_344";4,087;-1,634;-1,005
"*adpf_617";-32,081;20,557;3,348
"*id_despacho1092622";116,393;-29,761;-45,573
"*id_despacho1200743";1,059;5,303;-12,547
"*id_despacho1060406";4,087;-5,604;0,013
"*id_despacho1099260";1,704;-2,681;0,035
"*id_sjur443270";91,921;-35,114;-23,941
"*id_despacho1261837";42,923;-17,087;-10,607
"*adpf_350";-52,819;-0,05;73,118
"*id_despacho1340113";-1,646;0,341;0,755
"*id_despacho1029435";-0,765;-1,532;5,161
"*adpf_533";-2,285;-0,205;4,822
"*id_despacho625899";-6,518;1,156;3,308
"*adpf_908";0,786;-1,948;0,174
"*id_sjur461269";72,924;-13,809;-35,54
"*id_sjur417525";-26,462;22,816;0,971
"*id_despacho1171296";-24,675;23,626;0,486
"*adpf_830";1,059;5,303;-12,547
"*adpf_831";13,111;-19,993;0,198
"*id_sjur531654";-13,217;39,219;-5,139
"*id_sjur453364";218,662;-74,35;-65,239
"*id_despacho1090492";-3,007;11,278;-2,138
"*id_sjur453426";-24,694;18,77;1,541
"*id_despacho1298311";-16,816;4,596;6,219
"*id_despacho842180";1,202;-8,149;2,807
"*adpf_409";-6,571;-10,357;38,918
"*id_sjur522803";-3,522;-0,014;5,161
"*id_despacho929113";2,504;-3,805;0,037
"*id_despacho742807";0,024;-2,298;1,897
"*id_despacho1006349";-3,75;-0,101;6,469
"*id_despacho1090576";24,767;-5,243;-11,201
"*adpf_1016";-93,286;-7,166;190,597
"*id_despacho1213620";27,724;-11,804;-6,254
"*id_despacho1173424";1,238;-0,276;-0,539
"*uf_BA";-5,816;-6,516;28,96
"*id_sjur477666";-10,426;-1,243;23,439
"*id_despacho1181613";-20,192;7,89;5,111
"*id_despacho1177000";-17,902;18,256;0,209
"*adpf_658";29,864;-15,002;-5,199
"*adpf_656";187,932;-62,389;-57,543
"*id_sjur371363";-22,044;13,061;2,772
"*id_despacho1165722";22,067;-8,82;-5,425
"*uf_CE";-51,199;26,002;8,743
"*adpf_712";0,014;-3,078;2,772
"*adpf_711";-58,553;14,144;24,004
"*adpf_710";27,724;-11,804;-6,254
"*id_despacho1231815";47,109;-20,679;-10,172
"*id_despacho1180831";-5,253;0,575;3,406
"*adpf_719";-41,866;41,186;0,671
"*id_despacho1383717";-16,046;25,38;-0,343
"*id_despacho1082185";15,295;-6,516;-3,448
"*id_despacho1134099";-15,167;23,057;-0,222
"*id_despacho1340868";3,059;-2,868;-0,07
"*adpf_390";-22,044;13,061;2,772
"*adpf_397";-6,518;1,156;3,308
"*id_despacho1151594";-44,605;52,112;0,055
"*id_despacho1502632";-35,168;21,741;4,01
"*adpf_579";0,178;-0,348;0,015
"*id_despacho1406952";2,969;-1,901;-0,31
"*id_despacho1352597";-10,146;0,203;10,135
"*adpf_571";-40,558;37,92;0,939
"*adpf_570";-67,652;-13,932;175,519
"*adpf_576";-10,062;8,672;0,37
"*id_despacho1164672";80,241;-28,561;-22,741
"*id_despacho1170203";92,682;-32,72;-26,516
"*id_despacho1130830";4,087;-1,634;-1,005
"*adpf_375";68,454;-40,913;-8,443
"*adpf_780";-24,675;23,626;0,486
"*adpf_782";-7,755;18,281;-1,443
"*adpf_784";-4,384;1,172;1,653
"*id_despacho1539593";-13,102;0,347;12,524
"*adpf_786";2,964;1,48;-10,367
"*id_despacho1028776";0,815;-1,583;0,067
"*adpf_355";27,079;-18,097;-2,529
"*id_sjur361243";-36,051;0,033;44,737
"*id_despacho639937";-11,453;2,217;5,504
"*id_despacho1403450";-5,956;6,073;0,07
"*adpf_407";-2,191;-2,298;10,569
"*id_sjur447659";-7,755;18,281;-1,443
"*adpf_874";171,761;-48,194;-62,05
"*adpf_978";-44,757;2,061;38,256
"*adpf_1124";-12,513;1,844;7,053
"*id_despacho1217392";0,237;1,344;-3,054
"*id_despacho1217396";-2,522;20,305;-7,885
"*id_despacho1299617";29,864;-15,002;-5,199
"*id_despacho1157391";-32,409;41,373;-0,007
"*id_despacho1299618";37,58;-16,534;-8,087
"*id_despacho1076683";-0,642;-1,886;5,417
"*id_despacho703310";-6,842;28,265;-6,068
"*id_sjur463520";-1,398;1,072;0,085
"*adpf_458";-12,287;0,006;15,463
"*adpf_752";-32,409;41,373;-0,007
"*adpf_757";-2,415;0,113;2,055
"*adpf_756";986,432;-322,032;-307,446
"*adpf_755";8,073;-19,621;1,676
"*adpf_754";459,113;-145,058;-148,015
"*adpf_450";-3,086;5,303;-0,125
"*id_despacho1097227";-2,448;2,702;0,011
"*adpf_456";-31,768;23,626;2,14
"*id_despacho1238837";0,209;15,511;-20,849
"*adpf_1129";-45,937;40,921;1,422
"*id_despacho874707";5,726;-4,365;-0,354
"*id_despacho1319790";85,924;-35,836;-19,95
"*id_despacho940383";-46,7;27,877;5,776
"*id_despacho1339692";16,101;-8,052;-2,825
"*id_despacho1339697";2,431;1,862;-10,149
"*adpf_1127";0,945;3,972;-9,98
"*id_despacho1495721";6,893;-12,709;0,428
"*adpf_1041";-2,298;-2,214;10,647
"*id_despacho1215714";-13,85;16,814;0,003
"*adpf_1045";-6,635;0,004;8,308
"*adpf_1048";-16,046;25,38;-0,343
"*adpf_558";-7,96;-0,93;17,809
"*id_despacho1440137";-7,36;23,543;-3,517
"*adpf_986";36,063;-42,728;-0,027
"*id_despacho1327929";-0,285;-6,593;10,544
"*id_despacho1402127";-0,24;-1,972;4,011
"*adpf_980";22,977;-9,34;-5,524
"*id_sjur456002";-2,466;-7,28;20,864
"*id_despacho920979";2,554;-3,065;-0,001
"*adpf_621";-97,275;8,764;68,1
"*id_despacho1144535";0,178;-0,348;0,015
"*id_despacho1604667";13,111;-19,993;0,198
"*id_despacho1415942";3,405;-7,808;0,572
"*id_despacho1450562";0,64;-0,728;-0,002
"*id_sjur471260";-7,536;1,909;2,973
"*id_despacho1368487";1,291;-1,894;0,013
"*id_despacho612084";-12,636;27,769;-1,796
"*id_despacho612085";-5,284;4,556;0,194
"*id_despacho959595";-25,626;-5,547;67,46
"*id_sjur418117";-39,354;103,421;-10,616
"*adpf_939";2,7;11,342;-28,501
"*id_despacho1250265";-29,873;7,372;12,04
"*adpf_930";11,298;-15,193;0,024
"*id_despacho1043423";-0,911;8,975;-3,933
"*id_sjur437521";-57,758;25,762;12,18
"*id_sjur455149";-19,264;7,997;4,502
"*uf_RR";-10,062;8,672;0,37
"*uf_RS";-48,986;11,065;21,141
"*id_sjur485260";-41,356;13,871;12,524
"*id_despacho1378781";-22,828;1,211;18,837
"*adpf_1093";-0,477;4,93;-2,217
"*id_despacho1281871";0,041;-1,563;1,108
"*id_despacho1472183";-0,483;-0,001;0,684
"*id_sjur519331";-42,392;49,211;0,064
"*id_sjur465138";-26,462;36,023;-0,074
"*adpf_807";2,8;-1,184;-0,638
"*adpf_806";4,082;-2,801;-0,354
"*adpf_805";-0,188;-3,05;5,242
"*uf_MS";51,592;-34,952;-4,639
"*id_sjur425836";-97,275;8,764;68,1
"*uf_MG";-111,276;55,074;19,874
"*id_despacho1416021";0,014;-3,078;2,772
"*id_despacho1453942";10,015;-10,425;-0,095
"*uf_MA";-13,102;0,347;12,524
"*id_despacho1098945";-3,75;15,286;-3,228
"*adpf_417";-22,064;-0,196;34,012
"*adpf_410";-11,453;2,217;5,504
"*adpf_412";-20,633;9,118;4,411
"*id_despacho1214596";-21,465;0;27,999
"*dt_2021";360,407;-45,965;-218,274
"*id_despacho1014577";-5,491;1,695;1,812
"*dt_2023";-13,044;-12,682;60,695
"*dt_2022";-11,235;6,454;1,511
"*adpf_1003";1,291;-1,894;0,013
"*dt_2024";2,033;-0,013;-2,295
"*id_despacho1288956";2,408;0,2;-5
"*adpf_340";-41,356;28,004;3,724
"*id_sjur470582";-44,757;2,061;38,256
"*adpf_629";-39,583;100,929;-9,677
"*id_despacho1380735";12,422;-19,369;0,233
"*id_despacho925948";-0,099;0,262;-0,027
"*adpf_669";109,35;-41,04;-29,107
"*adpf_704";-45,373;4,487;30,659
"*adpf_705";-21,465;0;27,999
"*adpf_753";-17,429;1,574;12,192
"*adpf_1177";-13,102;0,347;12,524
"*id_despacho1004536";-0,639;-5,914;11,638
"*id_sjur460122";-78,825;55,531;6,321
"*adpf_1072";-0,105;20,83;-18,611
"*adpf_1074";-13,193;1,976;7,373
"*id_despacho1310966";-90,982;0,758;100,527
"*adpf_382";0,307;2,683;-5,366
"*adpf_383";-5,284;4,556;0,194
"*id_despacho1114547";0,05;8,546;-10,607
"*adpf_563";-17,902;18,256;0,209
"*id_despacho954968";-67,573;40,251;8,397
"*id_despacho1379226";22,977;-9,34;-5,524
"*adpf_360";-0,297;-0,404;1,631
"*adpf_365";-0,401;0,431;0,003
"*id_despacho1239024";42,259;-16,918;-10,367
"*adpf_612";-49,338;54,493;0,215
"*id_despacho987573";-0,093;-1,915;3,134
"*id_despacho742131";-2,208;0,865;0,557
"*adpf_518";-2,535;-5,919;18,667
"*adpf_843";5,244;7,349;-29,209
"*id_despacho1367425";-2,65;13,853;-3,831
"*adpf_845";2,969;-1,901;-0,31
"*adpf_960";-57,477;3,714;44,903
"*adpf_963";-35,834;58,209;-0,959
"*adpf_685";-1,83;6,258;-1,039
"*adpf_684";56,735;-24,16;-12,797
"*adpf_686";-19,264;7,997;4,502
"*id_sjur486582";-45,051;21,761;8,382
"*id_despacho598040";-0,061;-0,042;0,243
"*adpf_841";-27,346;14,32;4,418
"*id_despacho1196364";-5,956;1,611;2,223
"*id_despacho1572545";-21,196;16,086;1,33
"*id_despacho1164886";4,854;-3,722;-0,294
"*adpf_689";0,05;8,546;-10,607
"*adpf_426";-2,466;-7,28;20,864
"*id_despacho1274520";19,423;-9,204;-3,729
"*id_despacho543411";39,231;-17,282;-8,427
"*id_despacho520571";-3,828;-1,61;12,549
"*adpf_1134";-66,999;60,266;1,963
"*id_despacho1212996";-0,936;-2,681;7,777
"*adpf_1131";-35,168;21,741;4,01
"*adpf_1035";-1,53;-0,029;2,529
"*dt_2015";1,337;-12,414;5,26
"*dt_2016";-38,383;6,876;19,367
"*dt_2017";-67,153;16,761;26,819
"*id_despacho1172034";9,28;-7,762;-0,394
"*dt_2019";-75,411;42,788;10,41
"*id_despacho1165113";-4,384;1,172;1,653
"*id_despacho842219";-0,68;-0,047;1,361
"*id_despacho758528";-22,064;-0,196;34,012
"*adpf_639";0,237;1,344;-3,054
"*id_despacho764513";-31,768;23,626;2,14
"*id_despacho1230839";-45,331;41,892;1,131
"*id_despacho1230838";-41,866;41,186;0,671
"*id_sjur478146";-93,286;-7,166;190,597
"*id_despacho1497936";-45,937;40,921;1,422
"*adpf_730";-7,36;23,543;-3,517
"*adpf_737";47,109;-20,679;-10,172
"*adpf_736";-15,167;23,057;-0,222
"*res_Sem_mérito";0;0;0
"*id_despacho1165629";26,6;-10,357;-6,764
"*adpf_1140";-51,729;-3,271;101,821
"*id_despacho1295515";-23,804;9,878;5,565
"*id_despacho668088";-6,571;-10,357;38,918
"*adpf_551";-46,7;27,877;5,776
"*adpf_550";9,329;-16,235;0,409
"*adpf_924";17,051;-3,535;-7,824
"*adpf_921";23,006;-11,502;-4,038
"*adpf_922";2,269;-0,015;-2,555
"*adpf_923";5,198;-9,073;0,233
"*id_sjur445770";-12,409;0,999;9,041
"*id_despacho1444382";2,554;-3,065;-0,001
"*uf_RJ";-128,589;156,466;0,02
"*id_sjur404309";-41,356;28,004;3,724
"*id_despacho1025740";-11,746;29,804;-2,825
"*id_despacho1450614";1,133;-0,983;-0,04
"*id_despacho1025748";-3,466;7,818;-0,546
"*id_sjur471116";5,198;-9,073;0,233
"*id_despacho1268213";9,703;-4,598;-1,863
"*id_despacho1569073";34,22;-27,023;-1,851
"*id_sjur441917";92,312;-36,593;-22,939
"*adpf_958";-46,7;19,77;10,62
"*adpf_813";-2,522;20,305;-7,885
"*adpf_815";0,64;-0,728;-0,002
"*adpf_816";-5,956;1,611;2,223
"*adpf_952";3,059;-2,868;-0,07
"*adpf_954";-26,891;10,637;6,701
"*id_despacho1418034";-13,193;1,976;7,373
"*id_despacho1116470";-11,453;-0,983;23,937
"*adpf_997";34,22;-27,023;-1,851
"*id_despacho864466";-0,401;0,431;0,003
"*id_despacho1129428";-0,859;3,848;-0,908
"*id_sjur437168";-3,946;3,151;0,204
"*id_despacho598801";22,156;-11,177;-3,829
"*id_sjur468009";-28,11;45,23;-0,696
"*id_despacho1162291";-105,116;-6,541;206,302
"*id_despacho1591622";17,051;-3,535;-7,824
"*id_despacho1237459";105,163;-33,432;-33,691
"*uf_SC";-138,371;35,742;53,721
"*id_despacho1480211";8,66;-18,097;0,996
"*id_despacho1480214";1,959;-9,749;2,57
"*id_sjur456722";7,027;0,007;-9,735
"*uf_SP";-28,533;41,843;-0,276
"*adpf_343";-17,716;-4,645;49,437
"*id_despacho1232424";-2,641;-1,149;8,767
"*adpf_671";71,1;-19,597;-26,101
"*adpf_673";-32,194;68,969;-4,12
"*adpf_776";-187,905;-6,65;336,382
"*adpf_678";-2,448;2,702;0,011
"*adpf_679";-3,75;15,286;-3,228
"*adpf_773";9,28;-7,762;-0,394
"*adpf_470";-0,285;-6,593;10,544
"*id_despacho1494658";0,786;-1,948;0,174
"*uf_AM";-5,852;36,803;-11,961
"*uf_AL";-70,81;20,006;25,421
"*id_despacho1595519";43,877;-16,511;-11,642
"*id_despacho1180194";-1,83;6,258;-1,039
"*adpf_1061";-1,105;5,077;-1,231
"*id_despacho1230885";-35,18;6,825;16,88
"*adpf_1065";-70,81;20,006;25,421
"*id_despacho1494623";56,735;-24,16;-12,797
"*adpf_1067";0,27;0,227;-1,175
"*id_despacho1135644";-23,707;-5,032;62,051
"*adpf_592";1,959;-9,749;2,57
"*adpf_601";19,023;-12,26;-1,956
"*adpf_603";-212,725;0,067;270,013
"*adpf_602";-3,75;-0,101;6,469
"*uf_DF";846,678;-349,311;-199,526
"*id_despacho1591673";23,006;-11,502;-4,038
"*id_sjur458049";172,931;-60,178;-50,287
"*id_despacho1552867";2,8;-1,184;-0,638
"*id_despacho1180841";1,878;0,03;-3,054
