resolver;17;25;9
pertencer;8;33;3
papel;36;5;9
obrigatoriedade;40;2;7
limitado;25;14;12
imovel;41;1;4
habitante;17;1;0
difuso;6;43;2
alves;3;20;7
acordar;4;3;44
absoluto;31;6;14
solucionar;1;38;8
simples;23;13;14
setor;46;1;1
saraiva;7;42;0
professor;30;10;8
prioritario;46;2;0
previdenciario;41;3;4
pb;3;25;20
opcao;42;3;1
oferecer;35;14;1
nunes_marques;5;6;13
nomeacao;10;10;28
generico;14;24;11
esclarecer;38;2;9
direcao;27;12;7
diferente;40;5;4
decidido;12;14;24
contrariedade;26;13;10
ausente;17;13;20
assunto;44;4;2
transmissao;44;4;0
questionamento;6;25;16
posse;16;11;17
perder;14;21;14
osicao;0;0;5
magno;22;16;11
leitura;13;28;8
jogo;33;7;8
importar;26;9;13
genero;9;4;31
emitir;41;2;4
eminente;11;6;30
despesa;45;0;0
departamento;31;3;13
cofins;39;2;4
atacar;13;14;21
armar;40;1;3
regulamentacao;38;5;2
psol;6;0;38
preenchimento;2;24;20
precaucao;42;3;0
perspectiva;25;21;2
parana;16;3;15
oposto;5;11;32
monetario;37;8;2
legislar;40;3;5
junto;35;3;7
integridade;28;18;2
integracao;35;11;2
infracao;31;2;9
incidente;25;1;21
hospitalar;43;2;1
gab;43;0;2
faixa;44;0;0
externo;41;1;6
emanar;16;9;18
elaborar;38;3;6
custo;45;0;1
cultural;38;6;2
concernente;24;17;7
banco;44;0;3
auxiliar;36;3;6
viola;35;3;9
qualificar;7;38;2
premissa;14;10;23
ponderar;29;8;10
moralidade;32;5;10
leito;42;0;0
joaquim;2;44;1
isonomia;17;11;19
fossar;14;19;14
faculdade;33;2;8
depreender;11;29;7
demorar;39;4;4
continuar;38;1;5
comprometer;39;4;4
compor;26;4;15
complementar;31;1;12
comorbidades;42;0;0
comite;41;1;0
capital;41;1;4
ampla_defesa;30;6;11
virus;42;0;0
preciso;22;20;4
possibilitar;27;6;13
porto;14;2;16
medio;44;1;1
liv;27;5;14
liberacao;41;1;3
judiciar;23;7;14
interesse_publico;34;10;2
inexistente;2;35;9
imunizantes;44;1;0
igualdade;32;5;8
goiania;4;2;25
fumus_boni_iuris;22;5;19
deficiencia;43;0;0
conduzir;14;7;23
categoria;22;13;7
audiencia;35;2;6
atinente;16;18;12
transformar;12;27;6
significado;5;33;7
rejeitar;3;17;22
regimental;12;2;28
reforcar;27;5;11
proibir;38;1;2
modificar;21;2;21
mesa;2;0;38
menor;38;3;4
jornalistico;36;2;3
incompatibilidade;21;5;19
imposicao;33;5;7
guarda;12;13;16
global;15;28;0
garantido;42;0;3
especifico;27;6;12
embargo;7;8;25
consulta;26;6;12
comprovante;38;0;2
comportamento;23;14;6
associar;31;7;5
alternativo;35;5;3
verbis;17;8;19
sus;42;1;0
sujeito;17;17;9
residuo;35;1;2
proximo;34;0;8
pertinencia;8;25;11
pautar;28;4;12
mouro;1;0;4
inviavel;7;18;19
independencia;35;2;7
inadequado;8;24;10
hospital;38;0;0
habilitar;37;0;2
fator;38;3;2
faltar;16;23;5
exposicao;13;30;0
exportacao;39;0;0
estatuto;24;2;17
entrada;39;1;3
camara_dos_deputados;23;1;16
avaliar;34;4;3
atacado;6;16;21
abusivo;7;32;4
abster;37;2;4
xii;39;0;4
the;14;0;0
tecnologia;41;0;0
secundario;6;25;11
ressalva;8;5;26
politico;34;2;7
partido_comunista_do_brasil;2;0;14
messias;23;0;0
grifou;8;27;8
fonte;26;7;4
falar;18;12;7
expedir;35;4;4
etapa;33;7;2
efetuar;31;8;2
consular;37;0;1
confianca;27;1;4
condicionante;32;6;4
bom;26;5;11
bernardo;19;1;11
atrair;5;5;33
are;9;16;15
tematica;16;10;14
subsistir;8;3;31
sol;4;1;2
sigilo;35;2;2
rio_grande_do_sul;7;4;14
reforma;11;2;28
precisar;24;9;9
plausibilidade;21;2;18
patrimonio;35;1;2
original;16;9;15
oms;41;0;0
obtencao;28;6;7
jurar;36;0;0
extradicao;12;3;21
etario;40;0;0
escolha;31;5;5
equipamento;39;0;0
entrar;36;2;3
coordenacao;38;4;0
certificado;36;0;0
calendario;34;0;6
argumentacao;12;12;18
arguido;4;24;14
adc;2;39;1
urbano;36;3;2
santa_catarina;6;4;8
presidencia_da_republica;20;2;17
orcamento;38;1;0
obscuridade;0;2;38
obito;38;0;0
nucleo;26;10;4
mercado;37;1;1
mato_grosso_do_sul;24;1;10
familiar;38;0;3
disseminacao;37;1;1
descabimento;0;36;4
condenar;11;13;13
compativel;28;2;11
ciencia;30;1;5
chamado;22;9;8
apreciar;7;6;28
trecho;12;8;19
tramitacao;10;10;19
tipico;19;18;3
tarifa;33;2;0
sepulveda;0;33;1
reverter;11;25;4
resguardar;15;19;5
reproducao;3;29;8
rep;28;0;0
remuneracao;20;18;2
reconducao;0;0;37
procuracao;4;5;29
processo_penal;17;4;18
pp;4;13;14
poder_executivo_federal;31;5;4
permanecer;22;3;15
improbidade;9;28;2
homologar;23;17;0
go;8;7;14
estados_unidos;26;1;1
correspondente;33;4;3
contratual;37;1;1
concorrente;26;10;4
atencao;36;0;4
viabilidade;8;26;5
veto;21;5;7
to;5;15;4
reuniao;32;0;5
residencial;28;0;1
prevenir;28;11;0
paraiba;2;22;9
palavra;19;11;9
obrigar;33;3;3
luis;1;32;5
informativo;32;1;6
improcedente;4;10;25
gestor;38;0;0
extensao;19;8;12
exercitar;34;0;0
executar;33;2;1
entrega;29;3;6
elevado;31;7;1
disputa;5;25;7
denunciar;31;0;2
conversao;13;8;17
contato;33;0;2
conseguinte;19;6;14
cautela;30;0;9
assumir;23;9;7
vislumbrar;9;14;15
viciar;10;12;16
venda;32;0;1
vaga;10;2;24
solicitacao;34;1;2
sequencia;24;3;8
senado_federal;20;6;11
processo_legislativo;17;6;11
prisional;31;1;2
pensao;26;1;7
paulo;8;17;6
parente;14;0;22
oportuno;23;8;7
lancar;19;2;14
impetrar;5;22;10
igp;24;4;2
historico;22;8;4
fornecer;33;2;3
fls;8;3;19
firme;1;16;21
estipular;32;2;4
enunciado;7;18;12
enquadrar;18;5;15
elaboracao;33;2;2
colher;15;9;9
cedula;32;1;0
capitular;32;0;3
aumentar;36;1;1
apreco;7;28;3
americano;35;1;0
ambiente;33;0;4
alagoas;6;5;14
afrontar;12;23;3
admissao;5;17;15
academico;35;1;1
acabar;31;6;1
vitimar;32;0;0
tributo;30;0;3
transferencia;33;1;1
tarefa;32;2;2
soberania;18;0;18
sitiar;30;0;7
regularizacao;22;5;9
pluralismo;16;1;18
perfil;11;21;2
pensionista;17;3;15
mensagem;27;0;0
lesivo;9;13;15
justo;29;4;4
indispensavel;16;11;10
habeas;0;35;2
excecao;26;6;5
espaco;25;11;1
escopo;15;13;9
empregado;26;2;5
emergencial;36;0;0
dignidade;32;1;1
configuracao;12;5;19
completo;30;2;5
cgu;34;0;2
cassar;4;13;20
carvalho;10;1;12
anterioridade;14;1;19
afastado;18;2;17
admissivel;5;25;7
abrangencia;12;19;6
trabalhista;6;6;22
terreno;26;1;1
suprir;20;3;13
suporte;13;13;10
ressalvar;18;9;6
regulamento;28;6;1
referendum;20;1;15
reclamacao;5;4;23
pdt;5;1;26
oriundo;17;10;8
originario;10;10;16
obstaculo;11;17;8
motivar;17;3;16
mineracao;31;0;3
logistico;36;0;0
legitimacao;3;23;10
invocacao;0;36;0
funcionario;32;1;1
exploracao;27;4;3
dl;23;0;10
dispensar;20;9;5
destaque;20;6;10
contagem;11;0;10
aplicavel;9;8;19
ampliacao;22;5;8
utilidade;13;3;19
telecomunicacao;22;2;3
secao;18;5;11
requisitar;22;2;11
remeter;21;4;8
procurador;11;1;19
primario;2;29;2
pni;32;0;2
perceber;25;2;8
pendente;4;12;18
pauta;16;3;15
locacao;24;5;4
jurisdicionar;11;18;6
ipca;26;4;1
inumero;16;11;8
interpretativo;7;18;10
injuncao;0;35;0
inepcia;6;6;23
imunidade;32;0;1
ideia;26;6;3
gabinete;22;2;6
financiamento;31;0;2
extinguir;8;1;24
expresso;14;11;8
estado_de_coisas_inconstitucional;23;8;4
esportivo;32;0;1
escolar;31;2;0
erario;4;26;4
enviar;26;1;2
deputado;8;2;23
debate;13;7;15
clareza;10;19;6
circulacao;34;0;0
celebrar;26;7;1
celebracao;31;1;1
beneficiario;33;0;2
araujo;4;0;2
alegre;9;0;13
vinculacao;17;6;7
transparencia;28;2;3
somar;27;1;6
rn;4;8;15
procurador_geral;6;3;8
menezes;4;6;17
medida_provisoria;11;5;11
magistrado;6;3;21
infeccao;31;0;0
incorporacao;30;1;0
impedimento;8;5;18
habil;9;19;5
futuro;26;5;3
fungibilidade;2;28;4
fundamentacao;9;6;19
fundacao;19;3;8
explicar;17;14;1
encerrar;5;15;13
detrimento;25;3;6
continuidade;23;10;1
civel;11;1;18
cercar;31;0;3
automatico;13;0;21
acolhimento;11;10;13
vacinal;31;1;0
terminar;20;0;13
servicos_publicos;27;3;2
respeitado;29;1;3
proporcional;9;4;19
processar;4;9;20
prerrogativa;13;2;18
marcelo;1;2;8
junior;5;1;15
inferior;22;7;4
incerteza;21;11;0
imunizante;32;1;0
impessoalidade;16;11;6
iminente;31;1;1
ilegalidade;7;15;10
fixo;16;16;1
finalizar;13;0;3
expectativa;10;17;6
educacional;29;0;0
corpo;31;1;0
consumo;33;0;0
confronto;4;29;0
basear;27;3;3
autarquia;28;1;4
aula;27;0;0
arquivar;1;2;30
aliar;24;3;6
adverso;31;0;0
aditivo;28;0;2
acreditar;21;3;5
usuario;32;0;0
soja;29;0;3
sobrevir;9;1;22
sindical;6;8;15
semeadura;29;0;2
secretariar;22;3;4
salario;15;5;4
quantidade;31;0;0
procuradoria;18;4;7
probatorio;8;12;12
prescrito;7;25;0
pontuar;16;11;5
operar;14;4;12
moreira;0;20;6
monitoramento;26;1;0
lewandowski;5;0;2
jovem;30;0;0
intimacao;14;1;15
insuficiente;16;9;7
instalacao;31;0;1
inepto;0;28;4
incumbir;25;5;2
gracie;0;27;4
ferir;19;8;5
favor;24;1;6
estrutural;23;7;1
estrategia;28;0;4
equipa;26;0;1
epidemia;30;0;0
ellen;0;27;4
decisorio;10;12;10
correcao;22;7;3
conveniencia;21;3;8
construcao;28;2;1
concretizacao;25;5;2
colegiado;8;8;16
branco;10;2;0
anm;24;2;2
analogo;9;7;16
aije;0;0;25
abrigar;8;23;0
abrangente;7;19;6
1o;4;21;4
verde;8;0;15
triplice;0;0;27
tradicional;23;4;2
tentativa;11;5;13
restrito;10;5;16
repercussao;9;14;8
rediscutir;0;24;7
parcela;23;3;5
ministerio_publico_federal;19;2;9
lavra;16;3;12
inteligencia;22;0;2
inovacao;21;2;8
indicio;24;0;1
inafastavel;2;28;1
inafastabilidade;3;13;15
fraude;4;3;22
exaustivo;4;18;3
epoca;24;2;5
dito;18;8;5
disponibilizacao;30;1;0
digital;23;3;4
detalhado;30;0;0
desvio;19;0;5
criminoso;27;0;2
contratar;28;1;0
condenatorio;2;0;28
cartao;27;0;0
atestar;25;1;5
anulacao;3;2;26
aluguel;19;4;4
ajuste;26;1;1
afetar;15;7;8
adpfs;6;14;11
surgir;5;15;10
sofrer;18;9;3
rodrigues;4;0;16
ro;0;3;26
respeitar;25;3;2
reputar;7;13;10
reproduzir;6;3;21
qualificado;16;14;0
pugnar;5;0;25
preco;26;1;0
pgr;5;6;19
pequeno;22;3;3
ofender;16;2;12
of;12;6;1
notorio;19;1;10
normatividade;0;27;3
nacao;29;0;1
marcacao;19;0;0
interrupcao;26;0;3
intencao;26;2;1
instalar;25;1;3
inseguranca;6;19;5
guardar;12;14;4
gravidade;23;1;6
fila;25;3;1
exaurido;0;24;6
eugenio_jose_guilherme_de_aragao;2;1;6
envio;16;12;1
entregar;19;0;0
dirimir;4;26;0
desbordar;0;30;0
derivar;8;15;7
cota;4;0;24
concorrencia;25;1;4
claudia;0;0;10
arguicoes_de_descumprimento_de_preceito_fundamental;7;5;14
aldeia;9;20;1
afim;24;0;2
aditamento;14;0;14
aberto;17;1;10
xxxv;8;5;15
venia;3;7;18
solido;23;2;4
seara;24;2;2
restritivo;17;1;11
relogio;5;0;0
razoabilidade;24;1;3
provisorio;9;6;13
po;7;18;4
planta;28;0;0
pesar;16;12;1
operador;28;0;1
operacional;26;1;2
notificar;19;1;3
notificacao;24;1;4
non;25;2;0
multa;20;4;4
maranhao;10;0;9
lopes;5;2;10
legislatura;3;0;25
kit;6;0;1
isentar;26;0;0
ineficaz;5;15;2
igual;11;14;3
frisar;17;8;4
feminino;19;0;3
exordial;16;4;9
exclusao;16;3;10
etc;22;1;6
encerramento;9;4;16
dotar;11;18;0
dotacao;27;0;0
documentacao;22;0;3
distrital;21;3;3
distanciamento;29;0;0
digno;20;5;4
despeito;16;3;10
descumprir;20;4;5
del;22;3;1
correa;1;13;4
contribuir;26;2;1
conceito;16;8;4
compatibilidade;3;11;15
coadunar;3;23;3
calamidade;29;0;0
cair;5;1;2
abertura;19;1;9
sucessivo;4;1;22
sublinhar;18;3;7
sousa;5;1;1
sindroma;8;0;0
significativo;24;0;3
saida;25;1;1
ricardo;12;1;6
reabertura;24;0;3
postura;17;5;5
politica_publica;21;4;3
patente;6;2;20
onus;6;14;8
norte;25;0;1
mendes;6;10;1
mato_grosso;18;0;3
logicar;14;4;10
lide;0;26;2
lembrar;20;5;3
insurgir;3;12;13
inelegivel;1;1;26
futebol;25;0;0
frente;21;1;5
formalizar;7;3;18
esforco;27;0;1
emergente;4;24;0
direcionar;18;3;7
consolidar;12;11;5
conjur;26;0;1
comunicar;23;0;4
comprobatorio;4;24;0
comissivo;8;16;4
breve;12;1;14
assistir;10;12;6
apropriado;18;10;0
aluno;24;0;0
aguar;19;1;6
acompanhamento;20;1;6
vicio;7;5;15
vedado;19;0;7
tutelar;4;17;5
seriar;21;1;4
refinanciamento;26;0;1
recusar;16;7;3
prestador;18;4;1
preocupacao;21;3;3
preferencia;23;1;1
pi;3;8;14
pensamento;22;1;3
patrimonial;22;1;0
padrao;24;0;0
pacto;22;2;2
outorgar;13;2;12
objetivar;11;4;12
multiplo;6;11;9
modelo;9;16;2
mercadoria;22;0;1
massa;24;3;0
iptu;22;5;0
intermedio;23;1;3
interferencia;23;2;1
incorrer;15;3;9
imbuhy;6;20;1
igualitario;25;2;0
higidez;9;6;12
frequencia;26;1;0
flagrante;10;14;3
exarar;2;9;13
esvaziar;6;14;7
embasar;11;8;8
efetivar;18;5;4
doutrinar;0;23;4
dominio;21;5;0
dificil;11;14;1
designar;13;0;14
desatender;1;24;0
costa;11;0;2
contagiar;26;0;0
constituinte;16;7;3
consenso;21;2;0
confundir;15;0;12
conflitante;1;24;2
compromisso;23;2;1
andamento;13;2;12
administrador;26;0;1
abrir;15;3;9
xvi;13;12;1
vocacionar;1;23;2
tre;0;2;23
stj;5;7;14
resp;0;5;17
reservar;9;7;10
regulacao;19;4;2
rediscussao;0;9;17
rcl;0;9;9
piaui;9;1;9
pensar;13;10;3
nepotismo;1;0;24
missao;19;3;0
mineral;21;1;0
medicinal;24;0;0
marcar;15;1;10
lv;15;0;8
intuito;12;10;4
instruir;10;1;14
infantil;22;3;0
industrial;25;1;0
inconformismo;3;1;22
imagem;19;1;4
horario;16;1;3
forte;14;2;4
fortaleza;13;2;9
fechamento;17;0;9
fabricante;26;0;0
excelso;6;6;14
elegibilidade;5;0;19
eduardo;13;1;9
delinear;3;15;8
condao;14;8;4
compra;24;0;1
composicao;12;0;12
comerciar;25;0;0
comercial;24;0;0
celso;3;5;5
assembleia;8;0;17
antecipado;18;2;6
antecipacao;15;1;10
afetado;12;11;3
afericao;6;17;2
advocacia;6;6;11
adquirir;24;1;0
adin;1;22;2
xxxvi;12;2;10
vulnerabilidade;23;2;0
violencia;21;0;1
variar;22;2;1
torno;4;13;8
temporal;6;1;18
telebras;17;1;7
tanger;11;6;8
suma;15;5;5
sujeitar;22;3;0
subsequente;5;4;16
responsabilizacao;21;1;3
republica_federativa_do_brasil;23;0;2
representativo;7;15;1
reparacao;5;15;5
relato;14;1;9
publicitar;23;0;1
outorga;18;2;4
justificacao;8;6;10
justica_eleitoral;2;3;20
inteiro;21;0;4
identidade;11;2;11
formalizacao;4;7;14
formalidade;2;13;3
expedicao;9;0;15
europeu;22;0;1
domiciliar;16;0;8
destinacao;20;1;0
cultura;19;1;0
conmebol;22;0;1
concretizar;10;9;4
conciliacao;22;3;0
coletividade;24;1;0
coleta;25;0;0
colapso;24;0;0
caracterizacao;6;11;7
caracteristica;25;0;0
assistencial;22;1;0
ar;22;2;0
apurar;14;2;8
aplicabilidade;0;3;22
validar;19;3;2
tocantins;10;0;9
thiago;0;0;10
sugerir;19;1;4
substitutivo;2;20;2
singular;0;23;1
servico_publico;14;5;5
recuperacao;18;0;0
ratificar;15;0;9
promulgacao;12;2;10
pericia;21;0;3
pedro;1;0;13
passivar;7;15;2
oitiva;16;0;8
nomear;15;1;8
motivacao;18;1;4
mensal;19;4;0
liquidacao;21;0;1
libra;16;1;6
investigativo;13;0;4
ineficiencia;2;21;0
evolucao;17;3;3
endereco;19;0;0
emissao;22;2;0
duracao;11;2;11
divergencia;12;3;9
distincao;10;3;8
disponibilidade;21;1;1
desacreditacao;17;3;4
delimitar;11;11;2
decretacao;9;0;15
debater;4;4;16
cpf;11;0;0
controlar;22;0;2
consultoria;19;2;2
conexao;8;2;14
conducao;10;3;11
cobrar;22;0;0
cmn;22;0;2
celeridade;10;14;0
bienio;4;1;17
atentar;17;3;4
writ;0;23;0
vulneravel;23;0;0
votacao;12;0;9
viver;23;0;0
venezuela;20;0;1
variante;21;0;1
urgente;17;2;4
ulterior;3;6;14
transferir;20;2;0
suscetivel;3;16;4
sul;19;0;1
separacao_de_poderes;8;9;6
repetir;13;10;0
regulamentador;7;14;1
refletir;17;6;0
reclamar;11;6;6
realcar;17;1;5
prosseguir;10;2;11
passaporte;18;1;2
orientar;13;5;5
opiniao;20;1;1
ocupacao;17;0;4
nunes;10;1;3
nitido;6;7;10
mao;23;0;0
latino;16;7;0
isolamento;23;0;0
internet;21;0;1
interferir;17;2;4
indefiro;2;3;18
federalismo;16;1;0
estimular;22;1;0
especificacao;13;8;2
down;4;0;0
demarcacao;18;2;1
comportar;9;6;8
centro;23;0;0
arrastamento;8;1;14
apreensao;16;0;0
anualidade;2;1;20
antonio;7;2;5
aliquota;20;0;0
achar;0;20;2
acervo;6;1;1
xv;20;1;1
velloso;1;16;5
turno;12;4;4
tortura;18;0;0
terapia;21;0;0
terapeutico;22;0;0
seguida;16;0;6
revista;13;5;4
reafirmar;11;5;6
prosperar;7;2;13
pronunciar;6;0;16
prevalecer;6;0;15
pretexto;10;4;8
pagar;20;0;0
omnes;1;7;14
oliveira;3;1;6
ocasionar;13;3;6
moeda;18;0;0
modulacao;6;2;14
metodologia;21;0;1
internacao;21;0;0
inspecao;18;1;1
infectado;22;0;0
inerente;11;10;1
incentivar;20;0;1
hc;0;12;2
funcionar;16;3;3
feicao;5;17;0
exmo;6;0;14
excesso;7;5;8
escassez;22;0;0
erguer;1;7;14
equilibrado;18;2;2
emergir;3;18;1
desistencia;12;3;6
desconsiderar;19;2;1
denotar;12;3;7
custodiar;12;0;10
contorno;9;12;1
contestado;3;14;5
conformacao;7;11;4
concurso;12;4;5
cogitar;6;13;2
cliente;20;0;0
chamamento;16;0;5
barreira;14;2;3
avanco;22;0;0
assuncao;4;2;15
aposentado;9;1;10
amapa;3;1;9
alimento;17;0;1
aguardar;8;1;13
absorver;2;20;0
vontade;16;3;1
tratativas;16;0;0
superveniencia;8;1;12
subsistencia;3;5;13
subnacionais;18;1;1
sistemico;6;5;10
separacao;14;2;3
representatividade;8;5;8
reportar;14;0;7
renovacao;2;1;18
proveniente;16;1;3
proguaru;15;0;3
progressista;3;0;13
ponderacao;13;1;7
planejar;21;0;0
percentual;21;0;0
penitenciario;19;1;1
panorama;4;0;17
ocupado;8;2;10
obra;9;3;9
miocardite;20;0;0
ministerial;12;5;4
maria;13;0;2
julgador;5;3;13
intimem;3;0;17
infringente;1;1;19
inequivoco;9;3;9
inaugurar;10;2;9
gustavo;5;2;1
gasto;20;0;1
francisco;2;7;8
figura;10;4;7
fernando;7;0;8
fazenda;9;2;10
esteira;7;7;7
eleito;4;0;17
dpu;15;1;2
discurso;6;5;9
desconstituir;0;17;3
cunho;16;3;2
convocar;19;0;1
convir;7;10;4
converter;5;6;9
contribuinte;19;1;1
contaminacao;20;0;0
comentar;13;1;7
combinar;3;10;6
carencia;3;9;9
assinatura;18;0;2
anunciar;17;1;1
albergar;3;2;16
adicional;17;0;1
aceitar;15;5;1
vulnerar;19;1;0
volta;13;2;2
verba;14;1;5
uti;20;0;0
ultrapassar;16;0;4
teste;14;1;0
tela;11;2;7
surto;17;0;2
substituicao;9;0;11
subordinar;14;5;1
submissao;3;14;3
sintoma;17;0;0
sindicato;7;0;3
similar;12;4;4
silveira;2;15;2
sexual;18;0;0
sars;15;0;0
regularidade;14;1;4
raciocinio;8;6;6
propagacao;19;1;0
procedimental;3;3;13
prescrever;5;8;7
pilar;17;3;0
petropolis;2;1;10
perdurar;13;0;5
pandemico;17;0;2
on;17;1;0
movimento;14;0;5
milhar;16;1;2
mascara;19;0;0
licenciamento;14;2;2
intinar;9;0;10
insuficiencia;7;13;0
insistir;8;4;8
inep;19;0;0
incorporar;14;2;4
incentivo;17;0;3
implicito;4;9;7
hostilidade;10;7;2
gerador;19;0;1
fornecimento;18;0;0
favoravel;19;0;1
especialista;20;0;0
esclarecimento;17;0;3
equivocar;13;0;7
energia;1;15;0
embargante;0;2;18
dr;5;0;9
discricionariedade;17;1;2
dinamica;12;4;0
diferenciado;18;2;0
desvirtuamento;6;12;2
desigualdade;19;0;1
deliberado;16;1;3
defeito;0;19;0
crer;19;1;0
corrigir;15;0;5
consonancia;7;2;11
conitec;19;1;0
compreensivo;14;6;0
complexidade;20;0;0
chapa;0;0;19
certidao;9;1;9
celular;14;1;0
canal;20;0;0
bahia;9;1;3
autuacao;4;1;7
armazenamento;18;0;0
argumentativo;3;6;10
arguir;6;10;4
arguentes;11;2;7
ap;2;16;0
anjo;1;0;16
and;6;0;1
amparar;11;1;8
alimentacao;18;0;1
afigurar;12;5;3
acrescer;9;8;2
walber;0;0;4
violador;9;8;2
video;18;0;1
territorial;15;1;1
teresina;8;0;3
tcu;11;0;7
sustentacao;9;4;5
supor;6;13;0
supervisao;18;1;0
substrato;5;2;12
site;15;0;2
selecao;18;0;0
rio_grande_do_norte;2;0;11
respe;0;0;17
respaldo;15;1;3
red;0;18;1
raro;17;1;0
ptb;0;0;15
primar;10;4;5
precisao;1;17;1
posicionamento;15;1;3
pno;18;0;0
pernambuco;6;1;6
paragrafo;10;1;8
paradigma;3;10;6
pactuar;17;0;1
orcamentario;14;0;4
oferta;18;1;0
nobre;1;18;0
materializar;11;2;4
martins;3;1;15
lxxviii;5;6;8
lancamento;16;1;2
ius;0;2;17
irresignacao;4;1;14
introduzir;11;3;5
intensivo;18;0;0
ingerencia;18;0;1
indenizacao;19;0;0
imputar;11;3;5
importacao;17;1;1
honorum;0;0;19
greenwald;11;0;7
gratuito;19;0;0
formar;11;5;3
fabio;2;0;3
exigivel;9;9;1
estado_de_direito;9;0;10
equilibrio;14;5;0
enfoque;2;12;5
ec;11;5;1
diplomacao;0;0;18
desempenhar;6;6;7
desconformidade;2;8;8
descabe;2;16;1
correto;12;2;5
coordenar;18;0;1
computador;17;1;0
compartilhamento;16;0;3
comentario;13;3;3
colegiada;7;1;11
codefat;17;0;2
cnj;15;0;2
baliza;11;6;2
ayres;1;15;2
anomalo;2;5;12
amici_curiae;5;1;12
agro;0;0;4
4o;4;14;1
volume;17;1;0
vigorar;13;1;4
vidar;3;4;11
teixeira;9;0;2
soares;2;0;5
segurado;16;1;0
satisfazer;3;11;3
sala;17;0;1
recolher;17;0;1
qualificacao;11;2;3
proveito;3;13;1
promulgar;9;3;6
prolatar;0;11;6
procurar;16;1;1
prestigiar;15;2;1
presidio;15;0;3
potencializar;2;13;3
perfeito;8;2;8
peluso;1;14;2
par;11;2;3
neto;5;1;2
multiplicidade;3;12;3
movimentacao;16;0;1
moral;11;6;1
mmfdh;15;0;0
misto;17;0;0
matricular;16;1;0
marca;6;0;0
lograr;6;8;4
irrestrito;0;14;4
imprescindivel;11;0;7
imperio;2;4;9
guerra;16;2;0
glenn;11;0;6
fronteira;16;0;0
falha;16;0;2
extrapolar;8;8;2
etica;8;0;9
estranho;5;13;0
estimar;17;0;0
esquema;14;1;1
escolher;13;1;4
eros;1;16;0
embargado;1;1;15
egregio;3;5;10
efetivacao;9;5;4
discriminacao;16;2;0
dificuldade;14;2;2
desembargador;4;0;13
delegacao;12;0;5
defensoria_publica;3;13;2
credor;6;1;9
cov;13;0;0
correlato;7;11;0
consentimento;18;0;0
componente;15;1;1
competicao;16;0;0
comirnaty;18;0;0
codigo_penal;17;0;1
cezar;1;13;3
cabeca;14;1;1
basilar;10;3;4
assessor;4;0;11
articular;11;1;6
apelacao;4;0;13
antigo;14;0;4
alemao;2;14;1
aferido;2;10;6
acionamento;3;15;0
abstencao;14;0;2
votar;3;0;14
vol;2;10;2
vieira;4;0;6
tradicao;15;2;0
totalidade;15;1;1
tendente;12;3;2
taxativo;11;0;6
supressao;14;1;2
substancia;17;0;0
sub;4;3;10
sinalizar;9;5;3
semanal;13;0;1
remanescente;8;0;9
rejeicao;2;4;9
regencia;4;12;1
reconsideracao;3;0;14
quimico;16;1;0
produtor;16;0;0
pobreza;15;0;0
neri;0;15;2
necessitar;15;0;2
mt;3;8;0
monocraticamente;1;5;11
mineiro;10;0;5
mauricio;0;12;2
marinho;10;1;1
margem;10;7;0
manejar;0;5;12
ligar;12;5;0
ler;16;1;0
laudo;12;0;0
jornal;15;1;1
invasao;13;1;3
infirmar;0;9;8
idoso;12;0;5
horticola;14;1;2
harmonia;10;3;4
gas;15;0;0
forum;9;0;3
fertilizante;15;0;0
fe;12;2;3
facil;9;7;1
excessivo;12;4;1
estender;10;2;5
escrutinio;1;6;10
eleitor;11;1;4
discricionario;11;1;5
dependencia;8;0;8
datar;5;5;4
daniel;1;2;1
cotejo;2;11;4
corroborar;3;10;4
contestar;4;7;6
conservacao;17;0;0
comandante;15;0;0
clinicar;16;1;0
cilindro;14;0;0
cerne;11;4;2
carecer;5;6;6
cadeia;5;7;5
banda;14;2;1
arrecadacao;16;0;0
anatel;10;1;1
alvo;10;2;5
alusivo;11;1;5
alienacao;12;0;0
agricola;15;0;0
advir;7;2;8
adequar;14;0;3
acusar;12;0;5
absorvente;16;0;0
abreviar;8;0;9
xvii;15;0;1
vivenciar;15;0;1
viragem;0;2;13
verso;2;5;9
usurpacao;5;8;3
transmudar;6;10;0
titularidade;10;4;2
teoria;13;0;3
socioeconomico;16;0;0
snpg;15;0;0
sintetizar;4;5;7
satisfacao;5;7;3
sancionador;12;1;3
rondonia;6;2;2
rodrigo;0;0;4
richa;0;0;13
ribeiro;1;1;5
reportagem;15;0;1
reparticao;13;1;0
remessa;4;0;10
regulador;13;1;2
recordar;12;3;1
recepcionar;5;0;11
protocolar;5;1;10
proferir;5;0;11
precario;6;0;10
portador;14;0;0
permanencia;11;0;5
pedido_cautelar;6;1;9
pcdob;2;0;12
patamar;16;0;0
pasep;15;1;0
optar;14;1;1
opor;5;5;6
obedecer;13;0;3
midia;12;1;1
melhoria;15;0;1
loa;7;0;7
lastro;4;9;3
interamericano;14;0;1
integralidade;3;0;13
insatisfatorio;2;14;0
inovar;5;5;5
inflacao;11;1;0
indiscriminado;14;0;2
imunizar;16;0;0
impropriedade;3;5;8
impresso;16;0;0
imesf;9;0;4
ifes;16;0;0
horizonte;13;0;3
hierarquia;12;0;3
fome;11;0;4
exito;4;6;6
estoque;15;1;0
