"V1";"V2";"V3";"V4";"V5";"V6"
"***";"nb classes";"3";"***";"";""
"**";"classe";"1";"**";"";""
"****";"6784";"14491";"46.82";"****";""
"1081";" 1135";" 95.24";"1159.90";"saude";"3.171140e-254"
" 548";"  582";" 94.16";" 545.83";"covid";"1.015537e-120"
" 456";"  472";" 96.61";" 485.87";"vacinacao";"1.129303e-107"
" 512";"  557";" 91.92";" 473.33";"ministerio";"6.032005e-105"
" 290";"  290";"100.00";" 336.18";"vacina";" 4.324709e-75"
" 255";"  259";" 98.46";" 282.45";"populacao";" 2.200536e-63"
" 591";"  777";" 76.06";" 282.05";"nacional";" 2.682118e-63"
" 332";"  371";" 89.49";" 278.46";"pessoa";" 1.627002e-62"
" 394";"  476";" 82.77";" 255.58";"uniao";" 1.578476e-57"
" 242";"  252";" 96.03";" 249.50";"sanitario";" 3.342018e-56"
" 278";"  306";" 90.85";" 243.44";"servico";" 6.976423e-55"
" 309";"  361";" 85.60";" 223.62";"ano";" 1.467989e-50"
" 342";"  413";" 82.81";" 221.20";"social";" 4.956890e-50"
" 278";"  318";" 87.42";" 215.31";"atividade";" 9.518740e-49"
" 269";"  307";" 87.62";" 209.76";"pandemia";" 1.546719e-47"
" 327";"  396";" 82.58";" 209.10";"plano";" 2.155230e-47"
" 279";"  323";" 86.38";" 207.67";"brasil";" 4.417157e-47"
" 251";"  282";" 89.01";" 205.62";"risco";" 1.240005e-46"
" 171";"  173";" 98.84";" 190.36";"imunizacao";" 2.654663e-43"
" 204";"  223";" 91.48";" 181.46";"pai";" 2.320960e-41"
" 169";"  178";" 94.94";" 167.66";"vida";" 2.405250e-38"
" 487";"  689";" 70.68";" 165.50";"medida";" 7.121072e-38"
" 163";"  172";" 94.77";" 160.75";"programa";" 7.750958e-37"
" 138";"  138";"100.00";" 158.28";"adolescente";" 2.684133e-36"
" 142";"  144";" 98.61";" 156.72";"crianca";" 5.902913e-36"
" 193";"  221";" 87.33";" 147.95";"tecnica";" 4.856415e-34"
" 154";"  166";" 92.77";" 142.44";"evento";" 7.809970e-33"
" 170";"  191";" 89.01";" 138.37";"governo_federal";" 6.051052e-32"
" 299";"  395";" 75.70";" 136.03";"portaria";" 1.961370e-31"
" 174";"  198";" 87.88";" 135.95";"educacao";" 2.046550e-31"
" 208";"  250";" 83.20";" 135.26";"economico";" 2.899882e-31"
" 158";"  175";" 90.29";" 134.44";"financeiro";" 4.377528e-31"
" 118";"  119";" 99.16";" 132.04";"oxigenio";" 1.468920e-30"
" 115";"  115";"100.00";" 131.69";"doenca";" 1.747769e-30"
" 168";"  191";" 87.96";" 131.59";"instituicao";" 1.843064e-30"
" 130";"  136";" 95.59";" 131.17";"taxa";" 2.278561e-30"
" 143";"  156";" 91.67";" 127.41";"cientificar";" 1.511154e-29"
" 297";"  398";" 74.62";" 127.10";"dia";" 1.768326e-29"
" 131";"  139";" 94.24";" 126.80";"tratamento";" 2.054362e-29"
" 118";"  121";" 97.52";" 126.00";"enem";" 3.079199e-29"
" 110";"  111";" 99.10";" 122.81";"anvisa";" 1.537016e-28"
" 110";"  111";" 99.10";" 122.81";"emergencia";" 1.537016e-28"
" 199";"  243";" 81.89";" 122.13";"ente";" 2.156746e-28"
" 292";"  394";" 74.11";" 121.20";"autoridade";" 3.453963e-28"
" 143";"  159";" 89.94";" 120.06";"governo";" 6.128646e-28"
" 134";"  146";" 91.78";" 119.77";"tecnico";" 7.115527e-28"
" 142";"  158";" 89.87";" 118.95";"area";" 1.075483e-27"
" 273";"  365";" 74.79";" 117.73";"protecao";" 1.991427e-27"
" 165";"  193";" 85.49";" 117.52";"internacional";" 2.208966e-27"
" 111";"  115";" 96.52";" 115.03";"manaus";" 7.753192e-27"
" 146";"  166";" 87.95";" 114.13";"ensino";" 1.221513e-26"
" 109";"  113";" 96.46";" 112.73";"coronavirus";" 2.468057e-26"
" 326";"  459";" 71.02";" 111.57";"informacao";" 4.431350e-26"
" 139";"  157";" 88.54";" 110.95";"organizacao";" 6.058383e-26"
" 106";"  110";" 96.36";" 109.29";"produto";" 1.400943e-25"
" 117";"  126";" 92.86";" 108.22";"saude_publica";" 2.409239e-25"
" 601";"  953";" 63.06";" 108.17";"direito";" 2.468401e-25"
" 116";"  125";" 92.80";" 107.08";"grupo";" 4.266515e-25"
" 125";"  139";" 89.93";" 104.77";"garantir";" 1.371415e-24"
" 333";"  477";" 69.81";" 104.76";"prazo";" 1.380075e-24"
" 151";"  178";" 84.83";" 104.60";"empresa";" 1.491150e-24"
" 128";"  144";" 88.89";" 103.41";"secretaria";" 2.730671e-24"
"  93";"   94";" 98.94";" 103.23";"isencao";" 2.984954e-24"
"  90";"   90";"100.00";" 102.88";"paciente";" 3.553625e-24"
" 123";"  137";" 89.78";" 102.55";"privado";" 4.215816e-24"
"  92";"   93";" 98.92";" 102.08";"agrotoxico";" 5.334165e-24"
" 343";"  497";" 69.01";" 101.86";"iii";" 5.962656e-24"
" 131";"  150";" 87.33";"  99.94";"territorio";" 1.571973e-23"
"  94";"   97";" 96.91";"  98.41";"direitos_humanos";" 3.397178e-23"
"  91";"   93";" 97.85";"  97.91";"dose";" 4.378278e-23"
" 133";"  154";" 86.36";"  97.78";"assegurar";" 4.678924e-23"
" 131";"  151";" 86.75";"  97.76";"contrato";" 4.722860e-23"
" 114";"  126";" 90.48";"  97.31";"aprovar";" 5.916495e-23"
"  96";"  101";" 95.05";"  95.04";"medicar";" 1.868058e-22"
"  88";"   91";" 96.70";"  91.54";"avaliacao";" 1.095385e-21"
" 102";"  111";" 91.89";"  91.28";"agenciar";" 1.245142e-21"
" 188";"  244";" 77.05";"  91.11";"defesa";" 1.357156e-21"
" 194";"  254";" 76.38";"  90.75";"realizacao";" 1.633605e-21"
" 112";"  126";" 88.89";"  90.37";"item";" 1.978641e-21"
" 336";"  496";" 67.74";"  90.33";"estabelecer";" 2.015534e-21"
" 101";"  110";" 91.82";"  90.16";"meio_ambiente";" 2.197759e-21"
"  97";"  105";" 92.38";"  88.20";"sociedade";" 5.927915e-21"
" 146";"  179";" 81.56";"  87.89";"promover";" 6.904726e-21"
"2335";" 4439";" 52.60";"  86.06";"parar";" 1.743303e-20"
" 156";"  196";" 79.59";"  85.73";"diretor";" 2.064654e-20"
" 160";"  203";" 78.82";"  84.69";"contar";" 3.495860e-20"
"  90";"   97";" 92.78";"  82.88";"estudo";" 8.735635e-20"
" 126";"  151";" 83.44";"  82.22";"publico";" 1.216219e-19"
" 180";"  237";" 75.95";"  82.14";"politica";" 1.269743e-19"
" 133";"  162";" 82.10";"  81.92";"pagamento";" 1.420276e-19"
"  89";"   96";" 92.71";"  81.75";"comunicacao";" 1.545857e-19"
"  79";"   82";" 96.34";"  81.24";"https";" 1.998297e-19"
"  79";"   82";" 96.34";"  81.24";"nivel";" 1.998297e-19"
"  99";"  111";" 89.19";"  80.67";"restricao";" 2.674118e-19"
"  69";"   69";"100.00";"  78.76";"operacionalizacao";" 7.003138e-19"
"  69";"   69";"100.00";"  78.76";"mundial";" 7.003138e-19"
" 128";"  156";" 82.05";"  78.64";"nota";" 7.465562e-19"
"  80";"   85";" 94.12";"  76.84";"inscricao";" 1.857493e-18"
" 357";"  549";" 65.03";"  76.01";"brasileiro";" 2.817709e-18"
"  69";"   70";" 98.57";"  75.67";"milhao";" 3.344662e-18"
"  69";"   70";" 98.57";"  75.67";"assistencia";" 3.344662e-18"
" 109";"  129";" 84.50";"  74.22";"responsavel";" 6.976203e-18"
"  65";"   65";"100.00";"  74.18";"vacinar";" 7.144204e-18"
" 101";"  117";" 86.32";"  73.95";"unidade";" 8.013853e-18"
"  67";"   68";" 98.53";"  73.38";"protocolo";" 1.067777e-17"
" 181";"  245";" 73.88";"  73.30";"atuacao";" 1.111585e-17"
" 102";"  119";" 85.71";"  72.92";"ambiental";" 1.351934e-17"
"  94";"  107";" 87.85";"  72.90";"numerar";" 1.362304e-17"
"  66";"   67";" 98.51";"  72.24";"baixo";" 1.907914e-17"
"  71";"   74";" 95.95";"  72.11";"implementar";" 2.036879e-17"
" 101";"  118";" 85.59";"  71.85";"reducao";" 2.321643e-17"
"  73";"   77";" 94.81";"  71.60";"recomendacao";" 2.631762e-17"
"  75";"   80";" 93.75";"  71.17";"pesquisa";" 3.274202e-17"
"  65";"   66";" 98.48";"  71.09";"aquisicao";" 3.409164e-17"
"  86";"   96";" 89.58";"  70.99";"vistoria";" 3.582813e-17"
"  70";"   73";" 95.89";"  70.97";"franco";" 3.629955e-17"
"  88";"   99";" 88.89";"  70.87";"politicas_publicas";" 3.817034e-17"
"  62";"   62";"100.00";"  70.74";"vigilancia";" 4.079397e-17"
" 207";"  291";" 71.13";"  70.54";"acesso";" 4.519287e-17"
" 161";"  214";" 75.23";"  70.45";"maior";" 4.713702e-17"
" 119";"  147";" 80.95";"  69.51";"relacionar";" 7.616822e-17"
" 144";"  187";" 77.01";"  69.35";"liberdade";" 8.251858e-17"
"  63";"   64";" 98.44";"  68.80";"indigena";" 1.088591e-16"
" 123";"  154";" 79.87";"  68.31";"grave";" 1.400141e-16"
"  65";"   67";" 97.01";"  68.13";"humano";" 1.533550e-16"
"  81";"   90";" 90.00";"  67.83";"desenvolvimento";" 1.780417e-16"
" 117";"  145";" 80.69";"  67.50";"militar";" 2.106829e-16"
"  74";"   80";" 92.50";"  67.43";"rede";" 2.181504e-16"
" 411";"  659";" 62.37";"  67.06";"ii";" 2.627310e-16"
"  64";"   66";" 96.97";"  66.98";"justificativo";" 2.737294e-16"
" 100";"  119";" 84.03";"  66.75";"profissional";" 3.078198e-16"
"  71";"   76";" 93.42";"  66.65";"forcar";" 3.241963e-16"
"  61";"   62";" 98.39";"  66.51";"pais";" 3.476501e-16"
"  66";"   69";" 95.65";"  66.41";"zona";" 3.659460e-16"
"  66";"   69";" 95.65";"  66.41";"mundo";" 3.659460e-16"
"  58";"   58";"100.00";"  66.16";"epidemiologico";" 4.166089e-16"
" 184";"  256";" 71.88";"  65.73";"procedimento";" 5.172979e-16"
"  70";"   75";" 93.33";"  65.52";"familia";" 5.748395e-16"
"  72";"   78";" 92.31";"  65.18";"campanha";" 6.821440e-16"
"  69";"   74";" 93.24";"  64.39";"dividir";" 1.019075e-15"
"  84";"   96";" 87.50";"  64.25";"identificacao";" 1.098119e-15"
"  88";"  102";" 86.27";"  64.24";"estrangeiro";" 1.102700e-15"
"  71";"   77";" 92.21";"  64.06";"abastecimento";" 1.205799e-15"
" 337";"  528";" 63.83";"  63.68";"administrativo";" 1.462563e-15"
"  61";"   63";" 96.83";"  63.56";"estudante";" 1.556669e-15"
"  63";"   66";" 95.45";"  63.00";"creditar";" 2.069240e-15"
"  63";"   66";" 95.45";"  63.00";"apresentacao";" 2.069240e-15"
" 187";"  264";" 70.83";"  62.30";"realizar";" 2.948696e-15"
" 103";"  126";" 81.75";"  62.29";"periodo";" 2.967137e-15"
"  57";"   58";" 98.28";"  61.94";"receita";" 3.547585e-15"
"  57";"   58";" 98.28";"  61.94";"atualizar";" 3.547585e-15"
"  62";"   65";" 95.38";"  61.86";"cronograma";" 3.686054e-15"
"  62";"   65";" 95.38";"  61.86";"recomendar";" 3.686054e-15"
"  54";"   54";"100.00";"  61.58";"participante";" 4.258810e-15"
"  93";"  111";" 83.78";"  61.40";"aprovacao";" 4.663560e-15"
" 102";"  125";" 81.60";"  61.27";"autorizacao";" 4.966237e-15"
