"";"classe 1";"classe 2";"classe 3"
"exordial";0,367;0,094;0,494
"exclusao";0,367;0,037;0,267
"etc";0,002;0,004;0,552
"encerramento";0,088;0,094;0
"dotar";0,337;0;0,002
"dotacao";0;0,001;0,002
"documentacao";0;0,002;0,121
"distrital";0,001;0,054;0,086
"distanciamento";0;0,001;0,002
"digno";0,017;0,208;0,148
"despeito";0,367;0,037;0,267
"descumprir";0,017;0,094;0,307
"del";0;0,066;0,011
"correa";0;0;0,75
"contribuir";0;0,012;0,006
"conceito";0,273;0,917;0,173
"compatibilidade";0;0,217;0,001
"coadunar";0;0;0,061
"calamidade";0;0,001;0,002
"cair";0,374;0,337;0,974
"abertura";0,043;0,004;0,494
"sucessivo";0,001;0,005;0
"sublinhar";0,064;0,045;0,952
"sousa";0,192;0,428;0,496
"sindroma";0,003;0,08;0,098
"significativo";0;0,001;0,086
"saida";0;0,005;0,009
"ricardo";0,153;0,029;0,543
"reabertura";0;0,001;0,086
"postura";0,092;0,287;0,405
"politica_publica";0,003;0,113;0,072
"patente";0,007;0,015;0
"onus";0,007;0,008;0,709
"norte";0;0,002;0,011
"mendes";0,341;0,004;0,063
"mato_grosso";0;0,005;0,238
"logicar";0,735;0,113;0,214
"lide";0;0;0,026
"lembrar";0,009;0,245;0,072
"insurgir";0;0,073;0,011
"inelegivel";0;0,004;0
"futebol";0;0,002;0,003
"frente";0,001;0,005;0,405
"formalizar";0,021;0,045;0
"esforco";0;0,001;0,008
"emergente";0,001;0;0,002
"direcionar";0,064;0,045;0,952
"consolidar";0,674;0,17;0,353
"conjur";0;0,001;0,009
"comunicar";0;0,001;0,202
"comprobatorio";0,001;0;0,002
"comissivo";0,053;0;0,173
"breve";0,805;0,005;0,002
"assistir";0,239;0,073;0,621
"apropriado";0,064;0,342;0,002
"aluno";0;0,002;0,004
"aguar";0,007;0,007;0,777
"acompanhamento";0,004;0,005;0,696
"vicio";0,029;0,287;0
"vedado";0,007;0,002;0,868
"tutelar";0,001;0;0,463
"seriar";0,001;0,007;0,236
"refinanciamento";0;0,001;0,009
"recusar";0,132;0,931;0,102
"prestador";0,002;0,269;0,02
"preocupacao";0,001;0,054;0,086
"preferencia";0;0,008;0,014
"pi";0;0,629;0
"pensamento";0;0,007;0,102
"patrimonial";0;0,012;0,005
"padrao";0;0,002;0,004
"pacto";0;0,023;0,037
"outorgar";0,89;0,018;0,024
"objetivar";0,527;0,135;0,024
"multiplo";0,015;0,095;0,286
"modelo";0,16;0;0,031
"mercadoria";0;0,003;0,02
"massa";0;0,054;0,002
"iptu";0;0,287;0,002
"intermedio";0;0,005;0,086
"interferencia";0;0,023;0,011
"incorrer";0,362;0,054;0,35
"imbuhy";0,01;0;0,009
"igualitario";0;0,018;0,002
"higidez";0,16;0,525;0,024
"frequencia";0;0,005;0,002
"flagrante";0,308;0,005;0,086
"exarar";0;0,282;0,001
"esvaziar";0,01;0,005;0,959
"embasar";0,527;0,821;0,622
"efetivar";0,039;0,287;0,202
"doutrinar";0;0;0,202
"dominio";0,001;0,335;0,003
"dificil";0,645;0,003;0,011
"designar";0,89;0,001;0,002
"desatender";0;0;0,003
"costa";0,006;0,026;0,403
"contagiar";0;0,002;0,003
"constituinte";0,132;0,931;0,102
"consenso";0;0,042;0,005
"confundir";0,362;0,001;0,024
"conflitante";0;0;0,031
"compromisso";0;0,023;0,011
"andamento";0,89;0,018;0,024
"administrador";0;0,001;0,009
"abrir";0,362;0,054;0,35
"xvi";0,745;0,035;0,011
"vocacionar";0;0;0,037
"tre";0;0,028;0
"stj";0,005;0,931;0,001
"resp";0;0,603;0
"reservar";0,212;0,931;0,129
"regulacao";0,003;0,191;0,045
"rediscussao";0;0,429;0
"rcl";0;0,034;0,017
"piaui";0,961;0,029;0,029
"pensar";0,745;0,219;0,102
"nepotismo";0;0,002;0
"missao";0;0,141;0,006
"mineral";0;0,015;0,006
"medicinal";0;0,002;0,004
"marcar";0,266;0,007;0,129
"lv";0,077;0,003;0,307
"intuito";0,946;0,219;0,236
"instruir";0,494;0,008;0
"infantil";0;0,079;0,003
"industrial";0;0,007;0,003
"inconformismo";0;0,007;0
"imagem";0,001;0,01;0,32
"horario";0,003;0,023;0,281
"forte";0,038;0,077;0,572
"fortaleza";0,47;0,034;0,177
"fechamento";0,058;0,002;0,286
"fabricante";0;0,002;0,003
"excelso";0,015;0,599;0,001
"elegibilidade";0,011;0,002;0
"eduardo";0,35;0,012;0,133
"delinear";0;0,001;0,537
"condao";0,472;0,725;0,236
"compra";0;0,002;0,014
"composicao";0,754;0,002;0,006
"comerciar";0;0,002;0,003
"comercial";0;0,002;0,004
"celso";0,086;0,385;0,283
"assembleia";0,137;0,002;0
"antecipado";0,022;0,023;0,777
"antecipacao";0,266;0,007;0,129
"afetado";0,946;0,095;0,102
"afericao";0,022;0;0,045
"advocacia";0,046;0,864;0,014
"adquirir";0;0,008;0,003
"adin";0;0;0,045
"xxxvi";0,754;0,034;0,069
"vulnerabilidade";0;0,028;0,003
"violencia";0;0,004;0,024
"variar";0;0,028;0,014
"torno";0,002;0,007;0,455
"temporal";0,022;0,008;0
"telebras";0,034;0,008;0,774
"tanger";0,778;0,68;0,455
"suma";0,186;0,39;0,528
"sujeitar";0;0,079;0,003
"subsequente";0,007;0,191;0
"responsabilizacao";0;0,008;0,121
"republica_federativa_do_brasil";0;0,002;0,045
"representativo";0,115;0;0,02
"reparacao";0,007;0;0,528
"relato";0,258;0,01;0,177
"publicitar";0;0,002;0,016
"outorga";0,006;0,034;0,32
"justificacao";0,185;0,768;0,069
"justica_eleitoral";0;0,079;0
"inteiro";0;0,002;0,275
"identidade";0,923;0,034;0,022
"formalizacao";0,002;0,972;0
"formalidade";0,002;0;0,39
"expedicao";0,36;0,002;0
"europeu";0;0,003;0,02
"domiciliar";0,051;0,002;0,378
"destinacao";0;0,019;0,007
"cultura";0;0,023;0,009
"conmebol";0;0,003;0,02
"concretizar";0,748;0,22;0,372
"conciliacao";0;0,079;0,003
"coletividade";0;0,008;0,003
"coleta";0;0,002;0,003
"colapso";0;0,002;0,004
"caracterizacao";0,032;0,047;0,68
"caracteristica";0;0,002;0,003
"assistencial";0;0,012;0,005
"ar";0;0,034;0,004
"apurar";0,258;0,034;0,378
"aplicabilidade";0;0,079;0
"validar";0,001;0,096;0,053
"tocantins";0,611;0,007;0,029
"thiago";0,003;0,05;0
"sugerir";0,001;0,01;0,32
"substitutivo";0;0;0,053
"singular";0;0;0,016
"servico_publico";0,258;0,453;0,6
"recuperacao";0;0,009;0,013
"ratificar";0,123;0,002;0,177
"promulgacao";0,754;0,034;0,069
"pericia";0;0,002;0,144
"pedro";0,003;0,021;0
"passivar";0,083;0;0,053
"oitiva";0,051;0,002;0,378
"nomear";0,123;0,01;0,378
"motivacao";0,002;0,012;0,372
"mensal";0,001;0,269;0,005
"liquidacao";0;0,004;0,024
"libra";0,029;0,012;0,948
"investigativo";0,014;0,011;0,852
"ineficiencia";0;0;0,005
"evolucao";0,009;0,116;0,17
"endereco";0;0,007;0,011
"emissao";0;0,034;0,004
"duracao";0,923;0,034;0,022
"divergencia";0,754;0,096;0,177
"distincao";0,941;0,17;0,185
"disponibilidade";0;0,012;0,02
"desacreditacao";0,018;0,096;0,32
"delimitar";0,923;0,047;0,053
"decretacao";0,36;0,002;0
"debater";0,003;0,227;0
"cpf";0;0,04;0,052
"controlar";0;0,002;0,053
"consultoria";0,001;0,042;0,064
"conexao";0,185;0,034;0
"conducao";0,613;0,096;0,022
"cobrar";0;0,004;0,006
"cmn";0;0,002;0,053
"celeridade";0,613;0,001;0,004
"bienio";0,007;0,015;0
"atentar";0,018;0,096;0,32
"writ";0;0;0,005
"vulneravel";0;0,003;0,005
"votacao";0,343;0,005;0,068
"viver";0;0,003;0,005
"venezuela";0;0,005;0,029
"variante";0;0,004;0,024
"urgente";0,009;0,042;0,372
"ulterior";0,001;0,864;0
"transferir";0;0,051;0,006
"suscetivel";0,001;0;0,372
"sul";0;0,006;0,035
"separacao_de_poderes";0,247;0,22;0,948
"repetir";0,35;0,09;0,005
"regulamentador";0,158;0;0,024
"refletir";0,009;0,864;0,005
"reclamar";0,923;0,864;0,948
"realcar";0,009;0,012;0,679
"prosseguir";0,748;0,042;0,014
"passaporte";0;0,019;0,093
"orientar";0,35;0,524;0,679
"opiniao";0;0,015;0,024
"ocupacao";0,002;0,005;0,497
"nunes";0,065;0,086;0,727
"nitido";0,046;0,768;0,048
"mao";0;0,003;0,005
"latino";0,029;0,768;0,005
"isolamento";0;0,003;0,005
"internet";0;0,004;0,024
"interferir";0,009;0,042;0,372
"indefiro";0;0,116;0
"federalismo";0;0,044;0,016
"estimular";0;0,012;0,005
"especificacao";0,35;0,447;0,064
"down";0,033;0,216;0,242
"demarcacao";0;0,063;0,029
"comportar";0,46;0,864;0,307
"centro";0;0,003;0,005
"arrastamento";0,247;0,012;0
"apreensao";0;0,013;0,019
"anualidade";0;0,012;0
"antonio";0,811;0,262;0,38
"aliquota";0;0,006;0,009
"achar";0;0;0,077
"acervo";0,11;0,337;0,399
"xv";0;0,015;0,024
"velloso";0;0;0,765
"turno";0,237;0,442;0,572
"tortura";0;0,009;0,013
"terapia";0;0,005;0,007
"terapeutico";0;0,004;0,006
"seguida";0,015;0,004;0,848
"revista";0,248;0,603;0,431
"reafirmar";0,764;0,603;0,848
"prosperar";0,158;0,051;0
"pronunciar";0,066;0,004;0
"prevalecer";0,094;0,005;0
"pretexto";0,898;0,319;0,242
"pagar";0;0,006;0,009
"omnes";0;0,665;0
"oliveira";0,286;0,211;0,012
"ocasionar";0,248;0,141;0,848
"moeda";0;0,009;0,013
"modulacao";0,066;0,051;0
"metodologia";0;0,004;0,024
"internacao";0;0,005;0,007
"inspecao";0;0,023;0,035
"infectado";0;0,004;0,006
"inerente";0,764;0,062;0,024
"incentivar";0;0,005;0,029
"hc";0;0;0,336
"funcionar";0,015;0,141;0,201
"feicao";0,023;0;0,006
"exmo";0,132;0,006;0
"excesso";0,289;0,788;0,136
"escassez";0;0,004;0,006
"erguer";0;0,665;0
"equilibrado";0,001;0,051;0,077
"emergir";0,002;0;0,024
"desistencia";0,343;0,17;0,746
"desconsiderar";0;0,051;0,024
"denotar";0,467;0,141;0,496
"custodiar";0,467;0,004;0,032
"contorno";0,578;0,005;0,024
"contestado";0,002;0;0,765
"conformacao";0,158;0,019;0,431
"concurso";0,343;0,376;0,859
"cogitar";0,094;0;0,093
"cliente";0;0,006;0,009
"chamamento";0,007;0,005;0,859
"barreira";0,019;0,094;0,331
"avanco";0;0,004;0,006
"assuncao";0,011;0,063;0
"aposentado";0,871;0,023;0,012
"amapa";0,086;0,107;0
"alimento";0;0,009;0,052
"aguardar";0,326;0,015;0
"absorver";0;0;0,006
"vontade";0,003;0,205;0,035
"tratativas";0;0,013;0,019
"superveniencia";0,423;0,019;0,001
"subsistencia";0,003;0,691;0
"subnacionais";0;0,023;0,035
"sistemico";0,094;0,691;0,02
"separacao";0,019;0,094;0,331
"representatividade";0,423;0,691;0,185
"reportar";0,068;0,005;0,41
"renovacao";0,001;0,019;0
"proveniente";0,003;0,023;0,281
"proguaru";0,002;0,009;0,39
"progressista";0,024;0,013;0
"ponderacao";0,166;0,019;0,41
"planejar";0;0,005;0,007
"percentual";0;0,005;0,007
"penitenciario";0;0,019;0,029
"panorama";0,011;0,005;0
"ocupado";0,541;0,077;0,012
"obra";0,716;0,17;0,068
"miocardite";0;0,006;0,009
"ministerial";0,343;0,691;0,497
"maria";0,002;0,016;0,279
"julgador";0,034;0,17;0
"intimem";0,004;0,006;0
"infringente";0;0,019;0
"inequivoco";0,716;0,17;0,068
"inaugurar";0,941;0,063;0,068
"gustavo";0,374;0,865;0,399
"gasto";0;0,005;0,029
"francisco";0,004;0,214;0,041
"figura";0,941;0,376;0,41
"fernando";0,991;0,016;0,013
"fazenda";0,716;0,063;0,02
"esteira";0,215;0,563;0,41
"eleito";0,011;0,005;0
"dpu";0,002;0,036;0,161
"discurso";0,132;0,788;0,045
"desconstituir";0;0;0,281
"cunho";0,007;0,17;0,093
"convocar";0;0,006;0,035
"convir";0,215;0,041;0,497
"converter";0,05;0,817;0,045
"contribuinte";0;0,019;0,029
"contaminacao";0;0,006;0,009
"comentar";0,166;0,019;0,41
"combinar";0,007;0,015;0,543
"carencia";0,003;0,12;0,068
"assinatura";0;0,006;0,112
"anunciar";0;0,029;0,043
"albergar";0,003;0,063;0
"adicional";0;0,009;0,052
"aceitar";0,024;0,691;0,029
"vulnerar";0;0,023;0,009
"volta";0,014;0,142;0,194
"verba";0,038;0,023;0,959
"uti";0;0,006;0,009
"ultrapassar";0,003;0,006;0,572
"teste";0;0,069;0,023
"tela";0,463;0,077;0,329
"surto";0;0,007;0,134
"substituicao";0,871;0,006;0,002
"subordinar";0,038;0,788;0,035
"submissao";0,004;0;0,281
"sintoma";0;0,011;0,016
"sindicato";0,142;0,05;0,744
"similar";0,237;0,442;0,572
"silveira";0,002;0;0,134
"sexual";0;0,009;0,013
"sars";0;0,016;0,023
"regularidade";0,019;0,029;0,656
"raciocinio";0,541;0,817;0,644
"propagacao";0;0,023;0,009
"procedimental";0,007;0,246;0
"prescrever";0,05;0,218;0,329
"pilar";0,001;0,205;0,009
"petropolis";0,023;0,107;0
"perdurar";0,031;0,009;0,824
"pandemico";0;0,007;0,134
"on";0;0,036;0,013
"movimento";0,019;0,007;0,935
"milhar";0,001;0,029;0,134
"mascara";0;0,007;0,011
"licenciamento";0,008;0,116;0,161
"intinar";0,961;0,007;0,007
"insuficiencia";0,289;0;0,009
"insistir";0,541;0,442;0,136
"inep";0;0,007;0,011
"incorporar";0,038;0,077;0,572
"incentivo";0,001;0,006;0,281
"implicito";0,016;0,083;0,329
"hostilidade";0,611;0,372;0,134
"gerador";0;0,006;0,035
"fornecimento";0;0,009;0,013
"favoravel";0;0,006;0,035
"especialista";0;0,006;0,009
"esclarecimento";0,001;0,006;0,281
"equivocar";0,103;0,006;0,329
"energia";0,001;0;0,019
"embargante";0;0,077;0
"dr";0,405;0,021;0,001
"discricionariedade";0,001;0,023;0,112
"dinamica";0,024;0,81;0,019
"diferenciado";0;0,077;0,009
"desvirtuamento";0,132;0,001;0,112
"desigualdade";0;0,006;0,035
"deliberado";0,003;0,023;0,281
"defeito";0;0;0,011
"crer";0;0,023;0,009
"corrigir";0,011;0,006;0,959
"consonancia";0,289;0,077;0,002
"conitec";0;0,023;0,009
"compreensivo";0,038;0,817;0,009
"complexidade";0;0,006;0,009
"chapa";0;0,007;0
"certidao";0,961;0,029;0,029
"celular";0;0,069;0,023
"canal";0;0,006;0,009
"bahia";0,105;0,107;0,841
"autuacao";0,349;0,134;0,009
"armazenamento";0;0,009;0,013
"argumentativo";0,007;0,704;0,007
"arguir";0,132;0,026;0,572
"arguentes";0,463;0,077;0,329
"ap";0,002;0;0,013
"anjo";0,001;0,011;0
"and";0,039;0,102;0,496
"amparar";0,463;0,023;0,136
"alimentacao";0;0,007;0,043
"afigurar";0,237;0,788;0,281
"acrescer";0,961;0,16;0,134
"walber";0,061;0,216;0,001
"violador";0,961;0,16;0,134
"video";0;0,007;0,043
"territorial";0,001;0,044;0,063
"teresina";0,085;0,04;0,893
"tcu";0,224;0,009;0,192
"sustentacao";0,786;0,604;0,824
"supor";0,183;0;0,011
"supervisao";0;0,029;0,011
"substrato";0,073;0,094;0
"site";0,001;0,011;0,194
"selecao";0;0,009;0,013
"rio_grande_do_norte";0,023;0,026;0
"respe";0;0,011;0
"respaldo";0,005;0,029;0,331
"red";0;0;0,043
"raro";0;0,036;0,013
"ptb";0;0,016;0
"primar";0,611;0,518;0,935
"precisao";0;0;0,043
"posicionamento";0,005;0,029;0,331
"pno";0;0,009;0,013
"pernambuco";0,962;0,107;0,087
"paragrafo";0,611;0,029;0,097
"paradigma";0,007;0,015;0,543
"pactuar";0;0,009;0,052
"orcamentario";0,008;0,009;0,75
"oferta";0;0,029;0,011
"nobre";0;0;0,011
"materializar";0,139;0,142;0,852
"martins";0,007;0,029;0
"lxxviii";0,073;0,704;0,097
"lancamento";0,001;0,029;0,134
"ius";0;0,094;0
"irresignacao";0,024;0,029;0
"introduzir";0,333;0,246;0,935
"intensivo";0;0,009;0,013
"ingerencia";0;0,007;0,043
"indenizacao";0;0,007;0,011
"imputar";0,333;0,246;0,935
"importacao";0;0,029;0,043
"honorum";0;0,007;0
"greenwald";0,224;0,009;0,192
"gratuito";0;0,007;0,011
"formar";0,333;0,894;0,331
"fabio";0,76;0,166;0,077
"exigivel";0,961;0,055;0,043
"estado_de_direito";0,961;0,007;0,007
"equilibrio";0,019;0,894;0,011
"enfoque";0,002;0,001;0,935
"ec";0,139;0,874;0,063
"diplomacao";0;0,009;0
"desempenhar";0,183;0,704;0,256
"desconformidade";0,002;0,112;0,065
"descabe";0,002;0;0,043
"correto";0,153;0,094;0,935
"coordenar";0;0,007;0,043
"computador";0;0,036;0,013
"compartilhamento";0,001;0,007;0,331
"comentario";0,059;0,246;0,331
"colegiada";0,383;0,029;0,001
"codefat";0;0,007;0,134
"cnj";0,001;0,011;0,194
"baliza";0,333;0,704;0,134
"ayres";0;0;0,161
"anomalo";0,002;0,894;0
"amici_curiae";0,105;0,036;0
"agro";0,061;0,216;0,001
"4o";0,024;0;0,043
"volume";0;0,036;0,013
"vigorar";0,031;0,036;0,75
"vidar";0,01;0,604;0,001
"teixeira";0,02;0,04;0,578
"soares";0,333;0,102;0,005
"segurado";0;0,044;0,016
"satisfazer";0,016;0,001;0,457
"sala";0;0,009;0,052
"recolher";0;0,009;0,052
"qualificacao";0,079;0,174;0,535
"proveito";0,016;0;0,063
"promulgar";0,786;0,296;0,445
"prolatar";0;0,001;0,354
"procurar";0;0,036;0,052
"prestigiar";0,002;0,116;0,052
"presidio";0,002;0,009;0,39
"potencializar";0,002;0;0,39
"perfeito";0,84;0,116;0,065
"peluso";0,001;0;0,194
"par";0,079;0,174;0,535
"neto";0,374;0,337;0,974
"multiplicidade";0,01;0;0,39
"movimentacao";0;0,011;0,063
"moral";0,224;0,592;0,052
"mmfdh";0;0,016;0,023
"misto";0;0,011;0,016
"matricular";0;0,044;0,016
"marca";0,009;0,13;0,152
"lograr";0,251;0,112;0,75
"irrestrito";0;0;0,75
"imprescindivel";0,224;0,009;0,192
"imperio";0,009;0,93;0,002
"guerra";0;0,116;0,013
"glenn";0,139;0,011;0,354
"fronteira";0;0,013;0,019
"falha";0;0,009;0,161
"extrapolar";0,84;0,112;0,161
"etica";0,984;0,011;0,009
"estranho";0,105;0;0,013
"estimar";0;0,011;0,016
"esquema";0,001;0,055;0,077
"escolher";0,031;0,036;0,75
"eros";0,001;0;0,016
"embargado";0,001;0,044;0
"egregio";0,01;0,993;0,003
"efetivacao";0,786;0,993;0,75
"discriminacao";0;0,116;0,013
"dificuldade";0,008;0,116;0,161
"desembargador";0,054;0,011;0
"delegacao";0,049;0,011;0,711
"defensoria_publica";0,01;0;0,161
"credor";0,455;0,055;0,005
"cov";0;0,026;0,035
"correlato";0,5;0,002;0,013
"consentimento";0;0,009;0,013
"componente";0,001;0,044;0,063
"competicao";0;0,013;0,019
"comirnaty";0;0,009;0,013
"codigo_penal";0;0,009;0,052
"cezar";0,001;0;0,457
"cabeca";0,001;0,055;0,077
"basilar";0,321;0,355;0,852
"assessor";0,118;0,016;0
"articular";0,224;0,036;0,445
"apelacao";0,054;0,011;0
"antigo";0,008;0,009;0,75
"alemao";0,004;0;0,063
"aferido";0,002;0,008;0,445
"acionamento";0,01;0;0,013
"abstencao";0,001;0,013;0,233
"votar";0,016;0,011;0
"vol";0,015;0;0,336
"vieira";0,666;0,05;0,012
"tradicao";0,001;0,142;0,016
"totalidade";0,001;0,044;0,063
"tendente";0,049;0,355;0,194
"taxativo";0,139;0,011;0,354
"supressao";0,003;0,044;0,194
"substancia";0;0,011;0,016
"sub";0,054;0,355;0,002
"sinalizar";0,613;0,874;0,457
"semanal";0,001;0,021;0,115
"remanescente";0,984;0,011;0,009
"rejeicao";0,009;0,93;0,002
"regencia";0,054;0;0,063
"reconsideracao";0,016;0,011;0
"quimico";0;0,044;0,016
"produtor";0;0,013;0,019
"pobreza";0;0,016;0,023
"neri";0;0;0,194
"necessitar";0,001;0,011;0,194
"mt";0,194;0,001;0,052
"monocraticamente";0,001;0,874;0
"mineiro";0,123;0,016;0,486
"mauricio";0;0;0,336
"marinho";0,011;0,134;0,172
"margem";0,321;0,214;0,016
"manejar";0;0,874;0
"ligar";0,049;0,874;0,016
"ler";0;0,044;0,016
"laudo";0;0,032;0,043
"jornal";0,001;0,044;0,063
"invasao";0,014;0,044;0,457
"infirmar";0;0,02;0,041
"idoso";0,049;0,011;0,711
"horticola";0,003;0,044;0,194
"harmonia";0,321;0,355;0,852
"gas";0;0,016;0,023
"forum";0,05;0,032;0,968
"fertilizante";0;0,016;0,023
"fe";0,049;0,142;0,457
"facil";0,613;0,214;0,063
"excessivo";0,049;0,702;0,063
"estender";0,321;0,142;0,711
"escrutinio";0,001;0,483;0,002
"eleitor";0,079;0,055;0,963
"discricionario";0,139;0,044;0,711
"dependencia";0,798;0,013;0,024
"datar";0,405;0,502;0,792
"daniel";0,382;0,319;0,982
"cotejo";0,004;0,001;0,852
"corroborar";0,016;0,004;0,852
"contestar";0,054;0,214;0,354
"conservacao";0;0,011;0,016
"comandante";0;0,016;0,023
"clinicar";0;0,044;0,016
"cilindro";0;0,021;0,029
"cerne";0,139;0,702;0,194
"carecer";0,15;0,483;0,354
"cadeia";0,15;0,214;0,711
"banda";0,003;0,142;0,063
"arrecadacao";0;0,013;0,019
"anatel";0,011;0,134;0,172
"alvo";0,321;0,142;0,711
"alusivo";0,139;0,044;0,711
"alienacao";0;0,032;0,043
"agricola";0;0,016;0,023
"advir";0,641;0,142;0,041
"adequar";0,003;0,011;0,457
"acusar";0,049;0,011;0,711
"absorvente";0;0,013;0,019
"abreviar";0,984;0,011;0,009
"xvii";0;0,013;0,077
"vivenciar";0;0,013;0,077
"viragem";0;0,214;0
"verso";0,006;0,75;0,005
"usurpacao";0,212;0,046;0,535
"transmudar";0,455;0,002;0,019
"titularidade";0,208;0,81;0,233
"teoria";0,006;0,013;0,535
"socioeconomico";0;0,013;0,019
"snpg";0;0,016;0,023
"sintetizar";0,08;0,75;0,094
"satisfacao";0,295;0,1;0,625
"sancionador";0,024;0,055;0,535
"rondonia";0,403;0,587;0,69
"rodrigo";0,061;0,216;0,001
"richa";0,001;0,026;0
"ribeiro";0,084;0,428;0,005
"reportagem";0;0,013;0,077
"reparticao";0,001;0,086;0,029
"remessa";0,171;0,021;0
"regulador";0,006;0,055;0,233
"recordar";0,024;0,424;0,077
"recepcionar";0,212;0,013;0
"protocolar";0,212;0,055;0,001
"proferir";0,212;0,013;0
"precario";0,455;0,013;0,001
"portador";0;0,021;0,029
"permanencia";0,079;0,013;0,597
"pedido_cautelar";0,455;0,055;0,005
"pcdob";0,015;0,021;0
"patamar";0;0,013;0,019
"pasep";0;0,055;0,019
"optar";0,001;0,055;0,077
"opor";0,212;0,75;0,27
"obedecer";0,006;0,013;0,535
"midia";0,004;0,086;0,115
"melhoria";0;0,013;0,077
"loa";0,811;0,021;0,035
"lastro";0,08;0,011;0,535
"interamericano";0;0,016;0,094
"integralidade";0,024;0,013;0
"insatisfatorio";0,006;0;0,019
"inovar";0,295;0,625;0,486
"inflacao";0,002;0,134;0,043
"indiscriminado";0,001;0,013;0,233
"imunizar";0;0,013;0,019
"impropriedade";0,024;0,75;0,024
"impresso";0;0,013;0,019
"imesf";0,105;0,026;0,663
"ifes";0;0,013;0,019
"horizonte";0,006;0,013;0,535
"hierarquia";0,01;0,016;0,625
"fome";0,039;0,016;0,917
"exito";0,08;0,38;0,27
"estoque";0;0,055;0,019
"empregador";0,004;0,086;0,115
"eletrico";0,001;0;0,077
"discriminar";0,006;0,055;0,233
"destituir";0,455;0,046;0,233
"desrespeito";0,455;0,002;0,019
"desnecessario";0,212;0,75;0,27
"deslinde";0,024;0,011;0,963
"defensoria_publica_da_uniao";0,287;0,71;0,403
"decretar";0,798;0,013;0,024
"decisum";0,006;0,055;0
"cuidado";0,001;0,013;0,233
"consecutivo";0;0,013;0
"conjuge";0,295;0,016;0
"concernir";0,08;0,38;0,27
"comissionar";0,024;0;0,019
"brossard";0;0;0,233
"bancar";0,03;0,321;0,141
"banalizar";0;0;0,077
"assentada";0,024;0,151;0,27
"armazenar";0,001;0,107;0,035
"arguicoes";0,001;0,046;0,094
"andre_mendonca";0,057;0,481;0,004
"alerta";0;0,013;0,019
"agravamento";0;0,013;0,077
"adulto";0;0,016;0,023
"adicionar";0,002;0,069;0,094
"acontecer";0,006;0,055;0,233
"ac";0,009;0;0,279
"abstracto";0;0;0,077
"xxxiii";0,01;0,069;0,279
"vertente";0,295;0,026;0,279
"tpi";0,405;0,062;0,336
"suprimir";0,004;0,086;0,115
"superacao";0,039;0,506;0,094
"suceder";0,118;0,93;0,06
"subsidiario";0,015;0,014;0,792
"subscrever";0,306;0,016;0,197
"subjacente";0,295;0,286;0,917
"salvar";0;0,016;0,023
"rever";0,597;0,005;0,023
"retomada";0;0,016;0,094
"repouso";0;0,016;0,023
"rechacar";0,295;0,214;0,013
"quantitativo";0;0,016;0,094
"quadra";0,002;0,069;0,094
"prudenciar";0,991;0,026;0,023
"proposicao";0,037;0,1;0,486
"proporcionar";0,065;0,262;0,336
"profundo";0,039;0,214;0,279
"postulacao";0;0,93;0
"plantio";0,004;0,021;0,336
"pl";0,287;0,026;0,283
"periodico";0;0,016;0,023
"pasta";0,002;0,016;0,279
"parentesco";0;0,021;0
"parceria";0;0,016;0,023
"pacificado";0;0;0,917
"oposicao";0,037;0,214;0
"oponibilidade";0;0;0,094
"obviar";0,123;0,016;0,486
"numero";0,039;0,016;0,917
"normalidade";0,039;0,016;0,917
"nacoes_unidas";0,01;0,016;0,625
"molde";0,991;0,069;0,06
"mitigar";0,306;0,93;0,279
"meta";0;0,069;0,023
"magistratura";0,037;0,016;0
"lucia";0,033;0,216;0,242
"localizar";0;0,021;0,029
"lecionar";0;0;0,094
"justificado";0,597;0,069;0,013
"inviolabilidade";0;0,016;0,023
"investir";0,002;0,016;0,279
"intervir";0,01;0,016;0,625
"insuscetivel";0;0;0,023
"insercao";0,01;0,069;0,279
"inq";0,13;0,393;0,009
"ingressar";0,039;0,214;0,279
"industriar";0,039;0,214;0,279
"inaceitavel";0,01;0,506;0,023
"impreciso";0;0;0,917
"imparcialidade";0,767;0,086;0,035
"guilherme";0,061;0,319;0,261
"globo";0;0,021;0,029
"generalidade";0,009;0;0,094
"funcional";0,767;0,941;0,792
"funai";0;0,069;0,023
"ferreira";0,194;0,046;0,578
"extremo";0,01;0,506;0,023
"extraditar";0,405;0,601;0,136
"exigibilidade";0,001;0,086;0,029
"entendido";0,037;0,1;0,486
"doutrinario";0,009;0,001;0,625
"dissolucao";0,002;0,016;0,279
"dirigente";0,01;0,069;0,279
"diligenciar";0,006;0,026;0,403
"desconto";0;0,021;0,029
"descompasso";0,613;0,625;0,279
"desafio";0;0,069;0,023
"densidade";0,246;0,006;0,141
"defensor_publico";0,008;0;0,043
"credenciar";0;0,016;0,023
"cpp";0,023;0,804;0,019
"coronavac";0;0,016;0,023
"consideravel";0,01;0,016;0,625
"comunitario";0;0,021;0,029
"composto";0;0,032;0,043
"cometer";0,597;0,016;0,002
"comercializacao";0;0,016;0,023
"cadastro";0,065;0,021;0,792
"biontech";0;0,016;0,023
"belo";0,01;0,016;0,625
"automotor";0,001;0,026;0,141
"articulacao";0,01;0,016;0,625
"arguiçao";0;0;0,029
"arcabouco";0,002;0,069;0,094
"aproveitamento";0,306;0,625;0,094
"aprofundado";0,039;0,214;0,279
