apreciado;147;224
ampliar;50;309
prorrogação;15;302
coronavírus;7;351
capital;24;315
assinalar;84;286
federalismo;11;324
autarquia;27;300
relacionar;31;331
enfatizar;45;318
pertencer;169;187
juntar;113;251
índice;5;352
vinculação;31;328
justamente;33;332
global;105;222
dívida;40;301
coercitivo;23;321
jornada;15;318
preencher;196;166
evento;11;321
emergência;15;344
ristf;174;171
fevereiro;110;233
concretização;12;343
soberania;15;338
previdenciário;25;314
modificação;27;333
inscrever;53;289
indeferir;196;160
incluído;33;294
arguições;304;46
índole;148;213
passível;135;225
júri;20;300
surgir;47;309
aplicável;48;310
territorial;15;332
posteriormente;81;276
par;90;253
cronograma;2;344
zavascki;302;40
resolver;95;252
relativamente;68;285
diligência;8;339
prevalecer;55;300
impedimento;46;304
substituição;22;318
contradição;243;96
português;5;297
esforço;16;334
daniel;31;112
mencionado;36;316
erro;129;216
elevado;26;317
dirigir;86;262
apuração;11;333
agricultura;26;246
periculum;176;163
demonstração;165;178
percentual;8;325
nulidade;70;275
reforma;86;246
habeas;167;110
sc;160;121
discricionário;19;323
respeitado;24;321
pequeno;37;294
língua;4;287
inviabilizar;78;268
graça;12;308
razoabilidade;18;324
pressupor;90;256
intuito;28;317
citado;81;254
alocação;5;327
acrescentar;62;277
enunciado;91;240
convocação;30;299
cidade;4;295
através;19;315
restritivo;22;314
converter;188;155
coletividade;13;331
suplementar;8;319
superação;28;309
pluralismo;10;327
gestor;4;329
deliberativo;13;321
reforçar;29;307
gomes;5;190
lógica;19;316
inúmero;61;277
destaque;90;241
desempenhar;38;295
compensação;12;309
trecho;103;233
secreto;11;301
direcionar;14;314
série;20;303
réu;20;307
investimento;2;318
aliás;28;306
adct;32;294
abertura;28;307
responder;10;317
preventivo;16;308
imprescindível;12;322
emissão;13;305
dotar;45;290
declaratório;271;57
listar;25;286
lançar;135;185
junior;9;29
socialismo;112;30
limitado;28;303
mão;9;306
sequer;42;288
idêntico;114;217
requerido;138;191
passado;29;299
montante;2;324
mensalidade;20;298
condicionar;105;220
acarretar;26;302
válido;39;286
recuperação;0;316
noticiar;30;193
ler;39;253
fundação;13;244
absolutamente;22;307
revestir;109;198
observação;87;220
infra-estrutura;6;288
construir;12;310
britto;197;34
sigilo;7;305
ref;271;22
quase;19;295
investigar;11;309
incidir;90;235
gasto;1;311
frente;12;269
concorrente;22;302
necessariamente;15;307
anexo;13;289
agte;189;1
vereador;17;287
licença;98;204
