"";"classe 1";"classe 2"
"atenuado";1;0,102
"assomaram";1;0,401
"assentimento";1;0,401
"assegurei";1;0,401
"arrastar";1;0,963
"arraigado";1;0,102
"arquipélago";1;0,15
"arnaldo";1;0,401
"aresp";0,008;1
"arcaico";1;0,102
"apressar";1;0,401
"apple";1;0,102
"aplacar";1;0,963
"apes";1;0,102
"apego";1;0,102
"antiguidade";1;0,102
"antifas";1;0,123
"anel";1;0,15
"anafisc";0,002;1
"amortizar";1;0,102
"alvitre";1;0,102
"alojar";1;0,102
"alocativa";1;0,102
"alijamento";1;0,102
"algoritmo";1;0,401
"afetá";1;0,102
"afazeres";1;0,102
"aeroportuário";1;0,102
"adstrição";1;0,102
"administration";1;0,878
"administratif";1;0,102
"adendo";0,455;1
"acos";1;0,963
"aconselhamento";1;0,102
"acessá";1;0,102
"abraçar";0,008;1
"abrandar";1;0,102
"abimo";0,92;1
"abatido";1;0,102
"3d";1;0,15
"10h";1;0,102
"ômicron";1;0,15
"ímpeto";1;0,123
"zornig";0,001;1
"zerar";1;0,123
"worship";1;0,345
"vislumbre";1;0,123
"vigília";1;0,485
"vigorante";1;0,123
"viabilizá";0,886;1
"vexação";1;0,123
"vestir";1;0,123
"veemência";1;0,123
"vaccine";1;0,223
"ulysses";1;0,123
"ulloa";1;0,15
"uhe";0,325;1
"ufrgs";1;0,182
"ufpb";1;0,276
"tímido";1;0,123
"tutor";1;0,123
"tríade";1;0,123
"trump";1;0,15
"trilha";1;0,123
"treinador";1;0,123
"transregional";1;0,485
"transigir";1;0,123
"tranquilo";1;0,123
"trancar";0,886;1
"trancamento";1;0,717
"toxicidade";1;0,182
"torto";1;0,15
"torneio";1;0,123
"torcedor";1;0,123
"tolhido";1;0,123
"toa";1;0,123
"tjpr";0,92;1
"tirano";1;0,123
"tir";1;0,15
"ticipou";0;1
"thompson";0,008;1
"terceirizam";1;0,123
"teratogênicas";1;0,15
"teoría";1;0,15
"sv";0,068;1
"supreme";1;0,345
"superpopulação";1;0,15
"superlotar";1;0,123
"superfaturado";1;0,15
"sumulares";0;1
"sujo";1;0,485
"sufragadas";0;1
"sucateamento";1;0,123
"subestimar";1;0,15
"sta";0,008;1
"sponte";1;0,123
"sorriso";1;0,485
"solapar";1;0,123
"sobremodo";1;0,485
"sino";1;0,345
"singuli";1;0,123
"silencioso";1;0,15
"sfb";1;0,123
"severamente";1;0,123
"serao";1;0,123
"semi";1;0,182
"semestralidade";1;0,123
"semente";1;0,123
"seleto";1;0,123
"sanguessuga";1;0,123
"salamanca";1;0,123
"sacerdote";1;0,15
"sabor";1;0,123
"rotulado";1;0,123
"romance";1;0,123
"roman";0,071;1
"ribamar";0;1
"reynaldo";0,001;1
"reviver";1;0,123
"revitalização";1;0,485
"revezar";1;0,123
"retroagirão";1;0,123
"retro";1;0,123
"retardamento";0,886;1
"restaurativo";1;0,15
"responsavel";1;0,15
"resolvê";1;0,123
"represália";1;0,123
"representá";1;0,123
"repositório";1;0,123
"reportado";1;0,123
"repor";1;0,123
"repatriação";1;0,485
"regressivo";1;0,485
"regrado";1;0,123
"regionalizado";1;0,485
"regents";1;0,123
"reenviar";0,325;1
"reeditar";0,886;1
"redimensionamento";1;0,123
"reativar";1;0,123
"reapreciar";0,325;1
"raymundo";1;0,485
"rastreamento";1;0,123
"rapar";0,92;1
"ramal";0,114;1
"quente";1;0,485
"quartier";1;0,182
"pólo";1;0,123
"publius";1;0,123
"publishing";1;0,123
"publicista";1;0,123
"psess";0,008;1
"província";1;0,123
"provado";1;0,485
"protelatórios";0,325;1
"prosperidade";1;0,123
"propalado";1;0,485
"proeminente";1;0,123
"processador";1;0,123
"priorizados";1;0,123
"principios";1;0,15
"principiológicas";1;0,123
"prevento";0,325;1
"pretoriano";0,542;1
"prestigioso";1;0,15
"premiação";1;0,123
"prelo";1;0,485
"preenchíveis";1;0,123
"preclusivos";0;1
"postergação";1;0,123
"populacao";1;0,345
"polissemia";0;1
"pluralizar";1;0,123
"pirotécnico";1;0,123
"pirotecnia";0,002;1
"peão";1;0,15
"persuadir";1;0,15
"personalizar";1;0,123
"perseu";0,666;1
"perna";1;0,123
"perigosamente";1;0,123
"perfectibilizadas";1;0,123
"perecimento";1;0,123
"percentagem";1;0,123
"penetrar";1;0,123
"penalmente";1;0,123
"pelotas";1;0,123
"pch";0,325;1
"pca";0,325;1
"patrulha";1;0,123
"património";0;1
"patologizantes";1;0,123
"paternidade";1;0,123
"passu";1;0,485
"passivamente";1;0,123
"parir";1;0,485
"panfleto";1;0,123
"palácio";1;0,15
"palco";1;0,123
"ovo";1;0,15
"ortodoxo";1;0,123
"orientation";1;0,182
"orgánica";0;1
"orgulho";1;0,123
"opm";1;0,123
"opinion";1;0,276
"oiticica";0,886;1
"og";0,325;1
"ocular";1;0,123
"ocasionado";1;0,123
"obstativa";0;1
"obstados";0;1
"objurgada";0,325;1
"nóbrega";0,666;1
"nutrição";1;0,15
"ncpc";0,886;1
"nazismo";1;0,123
"nayara";0,071;1
"natalino";1;0,485
"mutável";1;0,123
"muro";1;0,123
"mpt";1;0,123
"mposição";0;1
"moralista";1;0,123
"monitorado";1;0,123
"monitoradas";1;0,123
"monetariamente";1;0,485
"modus";1;0,123
"modernamente";1;0,123
"moderadamente";1;0,123
"misericórdia";1;0,123
"milton";1;0,182
"meurer";1;0,123
"mesclagem";1;0,123
"mensuração";1;0,123
"melero";0,071;1
"medicinar";1;0,15
"mayer";0;1
"maturação";1;0,123
"massificar";1;0,123
"marshall";1;0,123
"mariz";0,666;1
"marabá";1;0,15
"manuela";0,197;1
"manobra";1;0,123
"manguezal";0,886;1
"mandatória";1;0,123
"malogro";0,068;1
"luther";0,72;1
"londrino";1;0,15
"lockdowns";1;0,182
"locatício";0,886;1
"live";1;0,123
"litigiosidade";0,325;1
"litigation";1;0,276
"liquidez";1;0,123
"ligeiramente";1;0,485
"libertador";1;0,123
"liberalização";1;0,123
"leste";1;0,123
"legitimá";0,068;1
"legenda";1;0,123
"lef";1;0,485
"least";1;0,182
"lavá";1;0,123
"latitude";1;0,123
"lastimável";1;0,123
"largura";1;0,123
"lacração";1;0,123
"kátia";1;0,717
"kyoto";1;0,123
"kawahiva";1;0,223
"kandir";1;0,123
"juramento";1;0,182
"judicioso";0,008;1
"judicializada";1;0,123
"josaphat";1;0,123
"itaituba";0,325;1
"irreversibilidade";1;0,485
"irrazoáveis";1;0,123
"irrazoabilidade";1;0,485
"ipso";1;0,485
"ipc";1;0,123
"invocável";0,008;1
"inverdade";1;0,485
"intuitu";1;0,123
"intocável";1;0,123
"interdenominacional";0,068;1
"intensamente";1;0,485
"intacto";1;0,123
"insular";1;0,123
"insucesso";1;0,485
"instituidoras";1;0,123
"insolúvel";1;0,123
"inoperância";1;0,123
"injustamente";1;0,123
"injurioso";1;0,123
"ingenuidade";1;0,123
"infracionais";1;0,15
"informacao";0;1
"infligir";1;0,123
"infinito";1;0,123
"infiltração";1;0,123
"indivisível";1;0,123
"individualista";1;0,123
"indissociavelmente";1;0,485
"indissociabilidade";1;0,123
"indelével";1;0,123
"indefinição";1;0,123
"indeferia";0;1
"incutir";1;0,123
"incontrastável";1;0,123
"incontido";1;0,123
"incompreensível";1;0,485
"inclinar";1;0,485
"inamovibilidade";1;0,123
"inalterabilidade";1;0,123
"imundo";1;0,123
"improvisar";1;0,123
"impressionei";1;0,123
"implementá";1;0,123
"impertinência";0,068;1
"impensável";1;0,485
"imissões";1;0,123
"imensamente";1;0,15
"ilidade";1;0,588
"igualização";1;0,123
"igpm";0,068;1
"identity";1;0,182
"ibid";1;0,123
"hígidas";1;0,123
"hígida";0,325;1
"hélio";1;0,123
"humanização";1;0,123
"honorum";1;0,123
"honduras";1;0,123
"homologava";0,008;1
"holocausto";1;0,123
"historiador";1;0,485
"heterodoxia";1;0,123
"herdeiro";1;0,123
"hepatite";1;0,123
"helder";1;0,485
"haure";1;0,123
"hanseníase";1;0,485
"gripe";1;0,123
"grimm";1;0,15
"gradativamente";1;0,123
"governance";1;0,15
"girolamo";1;0,123
"gigante";1;0,123
"gentilmente";0,325;1
"ganhador";1;0,15
"funerário";1;0,485
"frigorífico";1;0,276
"frequentador";1;0,182
"fraqueza";1;0,123
"fracionamento";1;0,123
"fpes";1;0,123
"formulador";1;0,485
"forjar";1;0,123
"fluido";0,886;1
"fluidez";1;0,123
"fixadoras";1;0,123
"fisioterapeuta";0,886;1
"fischer";0,886;1
"fincar";1;0,123
"fidedignidade";1;0,123
"festejo";0,886;1
"ferrar";1;0,123
"fearnside";1;0,15
"fazendeiro";1;0,15
"faturar";1;0,123
"faltante";1;0,123
"falsamente";1;0,123
"facilitador";1;0,123
"fachada";1;0,15
"extremidade";1;0,15
"extraordinariamente";1;0,123
"expirar";1;0,485
"exequendo";1;0,123
"excepcionalíssimas";1;0,123
"evaristo";1;0,717
"eterno";1;0,123
"estéril";1;0,123
"estância";0,011;1
"estigmatizante";0,325;1
"estereotipado";1;0,123
"estadista";1;0,345
"esquivar";1;0,123
"espraiar";1;0,485
"espiritar";1;0,345
"escritura";1;0,485
"eresp";0;1
"epitácio";1;0,123
"enérgico";1;0,123
"entrever";1;0,123
"entabulada";1;0,123
"ensejadora";1;0,123
"endosso";0,068;1
"encobrir";1;0,123
"empate";0,886;1
"embarace";1;0,123
"eletrobras";1;0,485
"eletividade";1;0,123
"elasticidade";1;0,123
"efectivar";1;0,123
"edmundo";0,886;1
"ecossistêmico";1;0,123
"dúbio";1;0,123
"débora";1;0,223
"durabilidade";1;0,15
"drama";1;0,123
"dominus";0,886;1
"dominialidade";1;0,123
"doloroso";1;0,123
"dobra";1;0,182
"doador";1;0,485
"distribuicao";1;0,15
"distanciação";1;0,223
"dissuasório";1;0,123
"dissidente";0,325;1
"disruptiva";1;0,123
"dispersar";1;0,15
"disfuncionalidade";1;0,123
"disfarçado";1;0,485
"disciplinarem";0,886;1
"diretorio";0,001;1
"dinamarca";1;0,15
"dimensionamento";1;0,123
"dimanar";1;0,123
"diligenciem";1;0,123
"digitalizar";1;0,15
"diana";1;0,15
"deutschland";1;0,15
"deturpar";1;0,123
"detração";1;0,485
"desvalorizar";1;0,123
"desproporção";1;0,123
"desmatadores";1;0,123
"desinfetante";1;0,15
"desestruturante";1;0,123
"desestabilizar";1;0,123
"desenfreado";1;0,123
"descura";0;1
"descumpridores";0;1
"descuidar";1;0,123
"desativar";1;0,15
"desaprêço";1;0,123
"desapropriar";1;0,15
"desagradar";1;0,485
"demolição";1;0,123
"delinquência";1;0,123
"delegatários";1;0,123
"defasagem";1;0,123
"dec";1;0,123
"dc";0,886;1
"dança";1;0,15
"cyrillo";0,197;1
"cuomo";1;0,276
"cultivo";1;0,123
"cultivar";1;0,123
"ctfa";1;0,123
"criticamente";1;0,123
"crisotila";1;0,485
"criminológico";1;0,123
"corresponsável";1;0,123
"coroa";1;0,123
"corajoso";1;0,123
"controlável";1;0,123
"contrabando";1;0,123
"contingenciados";0,886;1
"contatar";1;0,123
"consumido";1;0,123
"consumação";1;0,123
"constrangido";0,886;1
"constrangedor";1;0,123
"consagradoras";1;0,123
"conpeg";1;0,485
"conivência";1;0,123
"conformador";1;0,123
"configuradora";1;0,123
"confessional";1;0,123
"concomitância";0,886;1
"compromissariamente";1;0,123
"competidor";1;0,123
"comorbidade";1;0,123
"comentarios";0;1
"coexistir";0,886;1
"cobre";1;0,123
"cnen";1;0,123
"clemerson";1;0,485
"clarar";0;1
"chão";1;0,123
"chapada";0,114;1
"cerceio";1;0,223
"center";1;0,15
"celeuma";1;0,123
"ccai";1;0,123
"carvão";1;0,123
"carrear";0,325;1
"carnal";1;0,15
"capitalismo";1;0,15
"capilaridade";1;0,123
"cancerígeno";1;0,123
"campbell";0;1
"cambiar";1;0,182
"cambial";1;0,123
"calcado";1;0,485
"bundesrepublik";1;0,15
"buarque";1;0,15
"brocardo";1;0,123
"bonito";1;0,588
"body";1;0,345
"biografado";1;0,123
"bico";1;0,182
"bianual";1;0,276
"betar";0,92;1
"berço";1;0,123
"bebedouro";1;0,485
"basileia";1;0,123
"barzotto";1;0,15
"barraca";1;0,123
"barbeá";1;0,123
"baratear";0,031;1
"balsa";1;0,182
"aço";0,72;1
"aviar";1;0,878
"averbação";1;0,123
"autorizativos";0,886;1
"austríaco";1;0,123
"ausentar";1;0,485
"audacioso";1;0,123
"atômico";1;0,123
"atrasar";1;0,123
"atenuação";0,886;1
"atentamente";0,008;1
"assinalado";1;0,15
"asseverei";1;0,123
"asa";1;0,182
"artista";1;0,123
"artificialmente";1;0,123
"arremesso";1;0,123
"arremate";0,068;1
"arquitetônico";1;0,123
"arenhart";1;0,123
"arara";1;0,345
"aquiescer";0,886;1
"aquaviário";1;0,123
"aprêço";1;0,123
"aposentação";1;0,123
"apensamento";0;1
"aparelhado";0;1
"anpr";0,011;1
"anistiar";1;0,485
"anencéfalos";0;1
"andc";0;1
"amesquinhar";1;0,123
"ambição";1;0,15
"amazonino";0,068;1
"amazonense";1;0,123
"amarra";1;0,485
"alívio";1;0,123
"altivo";1;0,123
"altivez";1;0,123
"almonacid";1;0,123
"almagrar";0;1
"alistar";1;0,123
"alentar";0,008;1
"alcoólico";1;0,485
"agrupar";1;0,123
"aglomerado";1;0,123
"agint";0;1
"agenciabrasil";1;0,345
"african";1;0,182
"advocaticios";1;0,123
"aduzida";0,068;1
"adufcg";1;0,182
"adm";1;0,345
"adjacência";1;0,123
"acostamento";1;0,123
"acostadas";1;0,485
"acoplar";1;0,588
"acertar";0,886;1
"aceleração";1;0,485
"acampamento";1;0,15
"abramo";0,666;1
"7o";1;0,485
"14h";0,008;1
"übermassverbote";1;0,15
"útero";1;0,15
"édis";0,002;1
"álvaro";1;0,15
"ziblatt";1;0,223
"wyeth";1;0,223
"williams";1;0,15
"volumoso";1;0,15
"vingar";1;0,15
"vindicar";0,72;1
"vilhena";0,666;1
"vigilante";1;0,15
"viena";1;0,15
"videomonitoramento";1;0,15
"viaduto";1;0,15
"viabilizadoras";0,72;1
"vexata";1;0,588
"vero";1;0,15
"verfassungsgerichtsbarkeit";1;0,276
"vercilene";0,001;1
"variabilidade";1;0,182
"valoroso";1;0,15
"vagueza";1;0,15
"urso";1;0,15
"untermassverbote";1;0,15
"ulgamento";0;1
"tumultuar";1;0,15
"truculência";1;0,223
"trilateral";1;0,15
"triangulação";1;0,15
"triangular";1;0,15
"triagem";1;0,15
"trazê";0,542;1
"traumático";1;0,15
"transmissibilidade";1;0,15
"transindividuais";0,72;1
"transcendência";1;0,588
"tranferegov";1;0,15
"trafegabilidade";1;0,15
"trabalhado";1;0,15
"tornaghi";1;0,15
"tormentoso";0,72;1
"tor";0,208;1
"tiroteio";1;0,15
"tira";1;0,588
"thayse";0;1
"terrível";1;0,15
"temperança";1;0,15
"televisionar";1;0,15
"teleologicamente";1;0,15
"tcmrio";0,011;1
"tarcisio";0,72;1
"tantes";1;0,182
"tabelião";0,72;1
"suíço";1;0,15
"suscitação";1;0,15
"supratranscrito";1;0,15
"supralegalidade";1;0,588
"supervenientemente";0,72;1
"superpor";0,72;1
"sufocar";1;0,15
"subterfúgio";1;0,15
"subprograma";1;0,15
"subordinante";1;0,15
"subjetivamente";1;0,588
"subcontratação";1;0,15
"start";1;0,223
"sossego";1;0,182
"sonho";1;0,15
"solidificar";0,208;1
"socialização";1;0,15
"sociabilidade";1;0,15
"sobrestar";0,002;1
"sni";1;0,15
"sinduscon";0,071;1
"sindifaz";0;1
"sindicável";0,72;1
"sinceramente";1;0,15
"simplificação";1;0,15
"simplicidade";1;0,588
"silenciador";1;0,15
"show";1;0,182
"setorialmente";1;0,15
"seq";1;0,588
"seguidamente";1;0,588
"sedimento";1;0,182
"schutzgebote";1;0,15
"schambra";1;0,15
"sarney";1;0,588
"sarar";1;0,345
"sanguíneo";1;0,15
"sancionadora";1;0,15
"salomão";1;0,15
"royalties";1;0,15
"rosário";1;0,15
"rosto";1;0,182
"roda";1;0,15
"rise";1;0,345
"rigidamente";1;0,588
"revolvimento";0,208;1
"revolucionário";1;0,15
"revisitado";1;0,588
"revendedor";1;0,15
"retrospectivo";1;0,15
"retribuir";1;0,588
"retração";1;0,15
"resvalaria";0,002;1
"resumidamente";1;0,588
"restraint";1;0,15
"restinga";1;0,182
"ressalvei";1;0,588
"resquício";1;0,15
"respeitá";1;0,15
"reprovável";1;0,15
"repristinada";1;0,15
"repreensão";1;0,15
"reparatório";1;0,588
"renovado";1;0,15
"remoldados";1;0,15
"remedial";1;0,182
"remarcar";0,72;1
"religiosidade";1;0,15
"relevantíssimas";1;0,15
"relatorias";0,72;1
"relatorgeral";1;0,15
"reinserir";1;0,15
"reducionista";1;0,15
"redobrado";1;0,15
"redenção";1;0,15
"recrutamento";1;0,15
"recolha";1;0,15
"recipiente";1;0,15
"recado";1;0,15
"recadastrar";1;0,15
"reapresentar";1;0,588
"reajustável";1;0,15
"rdc";1;0,182
"ramalhar";1;0,588
"rainha";1;0,15
"radcom";1;0,15
"radar";1;0,15
"quoted";1;0,15
"questao";0,031;1
"quebrado";1;0,182
"quaresma";0,72;1
"pão";1;0,15
"pátio";1;0,182
"pulverizar";1;0,588
"publicacoes";0,666;1
"prótese";1;0,15
"príncipe";1;0,15
"prélio";0,72;1
"protestar";1;0,15
"promocional";1;0,15
"processualista";1;0,588
"prn";1;0,15
"preterir";1;0,15
"pregar";1;0,15
"preferido";0,72;1
"precursor";1;0,15
"preclaro";0,72;1
"posseiro";1;0,15
"pormenorizar";1;0,588
"pontifício";1;0,182
"poena";1;0,15
"pnud";1;0,15
"plá";1;0,717
"plv";0,72;1
"pluvial";1;0,182
"pls";1;0,15
"pidesc";1;0,15
"pictures";1;0,15
"pico";1;0,15
"persuasivo";1;0,15
"perscrutar";1;0,15
"perpassaria";1;0,15
"pernambucano";1;0,588
"pericardite";1;0,15
"perfeição";1;0,15
"perfectibilizada";0,72;1
"peremptoriamente";1;0,15
"perelman";1;0,223
"penúria";1;0,15
"pelegrina";1;0,15
"pefb";1;0,15
"passeio";1;0,15
"partição";1;0,15
"parcelar";1;0,15
"papeleta";1;0,588
"outorgante";1;0,588
"ousado";1;0,15
"osório";1;0,276
"operacionalmente";1;0,15
"omissas";1;0,15
"om";1;0,15
"ohio";1;0,15
"officium";1;0,15
"ofertem";1;0,15
"ofertassem";1;0,15
"ocultamento";1;0,15
"obtê";1;0,588
"obstam";1;0,588
"nup";1;0,15
"normatizado";1;0,15
"nike";1;0,276
"negrito";0,031;1
"ndo";0,208;1
"naturalidade";1;0,15
"nalidade";1;0,15
"n2";1;0,717
"muñoz";0,048;1
"mutagênicos";1;0,15
"museu";1;0,15
"multinível";1;0,15
"moço";1;0,15
"motofrete";1;0,15
"motoboy";1;0,15
"motim";1;0,15
"mortal";1;0,223
"morosidade";1;0,588
"morbimortalidade";1;0,15
"morada";1;0,588
"montchrestien";1;0,15
"monofasia";1;0,15
"momentaneamente";1;0,588
"molestar";1;0,15
"modernizar";1;0,15
"modelar";1;0,15
"miséria";1;0,15
"misterioso";1;0,588
"misoc";0,031;1
"minimum";1;0,345
"miller";1;0,15
"militância";1;0,223
"milaré";0,002;1
"migradores";1;0,15
"metódico";1;0,15
"metadados";1;0,182
"mentalidade";1;0,15
"meeting";1;0,223
"maurice";1;0,15
"maturidade";1;0,588
"materno";1;0,15
"mass";1;0,15
"marx";1;0,15
"marks";1;0,15
"manusear";1;0,15
"manu";1;0,15
"mandatório";1;0,15
"mandamus";0,031;1
"mancha";1;0,182
"lxxiii";1;0,15
"luso";1;0,15
"lmente";1;0,15
"livrar";1;0,15
"litoral";1;0,15
"litisconsorcial";0;1
"liquefeito";1;0,15
"limpar";1;0,15
"libertatis";1;0,588
"lhaka";1;0,15
"levá";1;0,15
"letrado";1;0,15
"letargia";1;0,15
"lasa";1;0,182
"largamente";1;0,15
"lacônico";1;0,15
"kingsley";1;0,15
"justrabalhistas";1;0,15
"jurar";1;0,182
"jcvi";1;0,276
"jack";1;0,15
"ivas";1;0,588
"ius";1;0,15
"isonômicas";1;0,15
"irritação";1;0,15
"irreparabilidade";1;0,588
"irremediável";1;0,15
"irrelevância";0,208;1
"irredutível";1;0,15
"irreal";1;0,15
"ipu";0,001;1
"inária";0,011;1
"involuntário";1;0,588
"invencível";1;0,15
"intransigência";1;0,15
"intimei";0,208;1
"intervencionista";1;0,15
"interrogado";0,72;1
"interpelação";1;0,15
"internalização";1;0,15
"interinamente";1;0,15
"interdependente";1;0,15
"interativo";1;0,276
"intencionalidade";1;0,15
"insurreição";1;0,15
"instigar";1;0,15
"instigante";0,208;1
"inspirador";0,72;1
"insensível";1;0,15
"inquisitivo";1;0,15
"inorganizados";1;0,15
"ingestão";1;0,15
"informante";1;0,182
"informalmente";1;0,15
"inflexível";1;0,15
"infeliz";1;0,15
"infectologista";1;0,15
"inexistirem";1;0,588
"inexigível";1;0,15
"inexigência";0,208;1
"inexauribilidade";0;1
"individualidade";1;0,15
"indigenistas";1;0,15
"inde";1;0,182
"incurso";1;0,15
"inconvencionalidade";1;0,15
"incoar";0;1
"incitamento";0,031;1
"inaptidão";0,72;1
"inabilitar";1;0,15
"imunocomprometidos";1;0,223
"imputabilidade";1;0,182
"impugnem";0;1
"impostergável";1;0,15
"impopularidade";1;0,15
"implurb";1;0,15
"impingir";1;0,15
"imoral";1;0,15
"imigração";1;0,15
"ilusão";1;0,588
"iluminar";1;0,15
"igualdad";1;0,15
"honhat";1;0,15
"homologatório";1;0,588
"hodierno";1;0,588
"hidrovia";1;0,182
"hialino";0,208;1
"herói";1;0,15
"hermes";1;0,588
"herdar";1;0,588
"helio";1;0,345
"haven";1;0,276
"guatemala";1;0,15
"guarnieri";1;0,276
"guarnecer";0,72;1
"gratae";1;0,15
"goldwin";1;0,15
"glifosato";1;0,15
"gizar";1;0,15
"georreferenciamento";1;0,15
"genebra";1;0,15
"gc";1;0,15
"funcionarios";0;1
"frazão";1;0,15
"fornecê";1;0,15
"formativo";1;0,15
"forcar";1;0,717
"foli";0;1
"focal";1;0,182
"fisiológico";1;0,15
"filtrar";1;0,15
"ferida";1;0,15
"feixe";1;0,15
"federalização";1;0,15
"febrero";1;0,223
"febre";1;0,15
"favoritismo";1;0,15
"fatia";1;0,15
"farsa";1;0,15
"fao";1;0,15
"extrapenal";1;0,15
"extrajudicialmente";1;0,15
"extraditar";1;0,223
"expulsar";1;0,15
"explanação";0,72;1
"experimentalista";1;0,15
"experimentalismo";1;0,15
"expensas";1;0,182
"exitoso";1;0,15
"exercente";1;0,15
"exemplar";1;0,588
"excipiente";1;0,15
"excepcionalíssimo";1;0,223
"exação";1;0,15
"evusheld";1;0,276
"estético";1;0,15
"esterilizar";1;0,15
"estatisticamente";1;0,588
"estampado";1;0,15
"estagnação";1;0,15
"esquizofrenia";1;0,15
"esquecido";1;0,182
"especular";1;0,15
"espectador";1;0,15
"escuro";1;0,15
"escritor";1;0,15
"escravocrata";1;0,182
"escolta";1;0,15
"escandaloso";1;0,15
"ernst";1;0,223
"epígrafe";1;0,15
"epicentro";1;0,15
"enxuto";1;0,182
"envergonhado";1;0,15
"entendê";0,208;1
"ensejadoras";1;0,717
"engessar";1;0,15
"energetica";0,001;1
"endo";0,542;1
"empregabilidade";1;0,15
"embaralhar";1;0,15
"ematrece";0,071;1
"ella";1;0,15
"elencado";0,031;1
"elencada";1;0,15
"eingriffsverbote";1;0,15
"edith";0;1
"edilson";1;0,223
"echr";1;0,182
"dência";0,002;1
"durban";1;0,15
"duplicado";1;0,15
"dubio";1;0,15
"doutrinariamente";1;0,15
"dióxido";1;0,15
"distorcer";1;0,15
"dissolver";1;0,182
"dissipar";1;0,15
"disperso";1;0,15
"dir";1;0,15
"dinamarco";1;0,15
"dimoulis";1;0,15
"dignificar";1;0,15
"diferenciador";1;0,182
"diagrama";1;0,276
"diabético";1;0,15
"deterioração";1;0,15
"dessacralizar";1;0,15
"despojar";1;0,15
"desordenado";1;0,588
"desonra";1;0,15
"desonera";1;0,15
"desnecessariamente";1;0,15
"desinteresse";1;0,15
"desincumbiram";1;0,15
"desembolsar";1;0,223
"descalabro";1;0,182
"desbordam";0,72;1
"desbloqueador";1;0,182
"desatenção";1;0,588
"desarticulação";1;0,15
"desarranjo";1;0,15
"desarmado";1;0,15
"desamparo";1;0,588
"depredação";1;0,588
"demarcatório";1;0,15
"decêndio";1;0,182
"debilidade";1;0,15
"debaixo";1;0,182
"dead";1;0,15
"daron";1;0,15
"dante";1;0,182
"curativo";1;0,15
"cunhar";1;0,15
"ctps";1;0,15
"cruzamento";1;0,15
"criticá";1;0,15
"cristalização";1;0,588
"criadouro";1;0,15
"cpt";1;0,276
"costumeiro";1;0,588
"cortesia";1;0,15
"correntemente";1;0,588
"corp";1;0,15
"cooptação";1;0,15
"convidado";1;0,15
"contenda";1;0,15
"contemporaneamente";1;0,588
"consubstanciarem";1;0,588
"constitucionalizar";1;0,15
"consignação";0,72;1
"conseqüente";1;0,15
"consequencialista";1;0,15
"conscientemente";1;0,223
"connecticut";1;0,15
"conjurar";0,72;1
"conhecedor";1;0,15
"congressuais";1;0,15
"congratular";0,72;1
"congelado";1;0,15
"conformadoras";1;0,15
"conformado";1;0,15
"confiscar";1;0,15
"configurador";1;0,588
"concluinte";1;0,15
"concerto";1;0,15
"concatenar";1;0,15
"concar";1;0,15
"comunicacao";0;1
"compressão";0,72;1
"complacente";1;0,15
"comitiva";1;0,182
"comissionar";1;0,588
"colmatação";1;0,15
"colegiadamente";0,542;1
"colacionado";0,72;1
