250;15;49
ti;0;32
650;31;31
599;32;32
514;18;42
351;12;50
322;23;36
110;13;48
826;18;43
496;21;29
384;30;28
274;8;54
091;9;51
quê;8;51
848;25;37
649;25;30
530;36;22
230;12;44
1972;5;57
0001;19;32
847;13;47
779;41;8
197;25;34
972;23;36
542;11;48
357;34;17
1962;7;49
1932;10;48
133;8;47
835;27;31
661;42;13
494;4;55
472;11;46
350;24;34
226;9;48
925;11;46
718;38;19
623;22;33
600;5;50
492;35;17
395;30;20
211;11;46
111;20;38
003;17;40
656;21;31
457;34;20
289;10;45
282;14;41
244;13;42
147;20;34
878;6;50
616;39;12
562;25;27
541;34;19
429;18;34
418;38;16
2027;1;53
115;8;44
889;19;32
423;26;25
218;4;50
199;6;40
162;20;33
969;17;36
900;12;37
831;12;40
468;28;23
406;19;33
209;16;38
140;9;44
949;25;27
830;11;42
701;32;21
553;27;23
546;10;43
479;7;46
449;42;10
330;23;25
1982;17;35
189;27;25
987;35;13
879;30;22
684;17;32
678;13;39
594;28;24
503;11;41
484;39;12
343;23;25
261;19;32
021;27;24
992;35;11
965;31;20
811;43;6
690;36;11
670;30;18
548;36;14
353;26;24
285;15;32
258;13;36
1937;1;49
161;3;39
046;11;40
010;5;46
q;12;38
971;31;11
628;20;30
413;39;10
241;9;36
229;22;28
554;38;6
337;38;8
1970;3;46
096;31;18
onze;3;45
982;22;23
793;34;9
535;16;31
422;21;26
280;13;34
256;6;42
222;21;24
1934;1;47
181;9;38
080;5;42
dezoito;2;41
934;13;34
802;7;40
759;22;24
642;27;19
627;16;29
435;21;19
390;30;17
297;27;20
283;34;13
266;28;15
232;13;31
724;19;25
717;24;19
612;23;15
591;19;27
526;30;11
433;23;21
425;27;15
370;26;17
340;11;35
263;5;39
254;19;26
252;27;17
182;8;38
060;19;27
013;26;10
outrem;0;45
983;20;23
625;15;29
573;18;13
571;8;34
528;24;17
310;7;32
905;12;32
689;5;36
consigo;3;38
688;15;25
683;28;15
581;20;20
557;12;29
448;19;24
445;16;27
316;23;18
295;7;32
240;16;26
1940;0;41
174;12;30
038;4;39
001;9;32
seiscentos;0;40
871;28;11
641;21;21
588;19;21
583;6;34
544;30;9
385;17;24
373;16;21
349;10;28
326;6;35
273;13;28
242;18;24
176;13;26
966;18;23
946;27;8
869;16;24
815;18;23
766;16;25
720;25;15
666;4;31
6524;9;32
362;21;15
328;27;10
320;9;32
939;23;15
923;16;18
846;3;37
613;8;29
488;14;21
480;13;26
251;12;26
1960;0;33
1948;1;39
026;18;22
009;10;28
w;0;14
tu;17;14
615;12;24
516;13;25
309;6;29
291;29;9
287;14;23
271;20;17
219;8;26
078;3;33
070;20;16
023;37;0
sétimo;14;21
setecentos;0;36
995;17;17
986;25;12
922;13;23
888;0;38
807;8;26
775967;8;30
643;20;15
585;13;24
451;26;9
440;15;23
354;24;11
270;16;20
versus;0;36
999;10;24
755;29;7
749;19;16
739;10;25
621;9;26
534;23;9
487;8;29
486;24;13
365;11;23
238;15;20
053;14;21
005;5;27
quatorze;2;34
pegar;1;33
903;26;10
727;9;27
723;28;8
703;21;11
687;17;17
648;18;15
638;22;14
614;6;29
5991;12;22
525;9;26
508;28;5
359;15;20
1963;13;23
093;4;31
afora;2;33
9882;23;11
873;21;13
73032;5;0
669;6;29
662;9;24
493;18;12
489;8;27
426;16;16
292;14;21
247;15;17
1961;3;30
099;11;22
089;21;10
751;10;23
424;6;28
314;22;11
312;10;22
243;17;16
233;10;24
1941;1;33
treze;1;32
947;7;22
890;21;9
842;16;17
825;22;10
742;16;17
732;23;4
715;20;12
509;4;22
452;6;24
397;13;14
374;18;13
369;14;11
236;6;26
069;18;14
dezessete;0;32
772;9;22
771;10;22
754;24;5
711;18;12
700;8;23
646;28;4
617;24;6
572;24;6
539;22;5
536;14;17
430;17;9
404;4;24
382;11;18
368;9;22
366;7;23
221;8;22
213;10;21
095;4;28
oitavo;15;16
988;12;17
893;17;10
883;4;27
630;18;12
622;21;8
576;9;22
575;12;16
455;21;9
410;14;17
389;12;19
379;2;26
336;13;16
286;9;21
2026;3;25
1824;2;29
oitocentos;0;29
841;19;10
801;15;15
721;13;15
560;15;11
543;12;18
523;6;23
506;5;24
482;14;14
463;15;13
442;12;17
436;13;13
415;18;12
376;3;26
1919;2;27
035;10;20
016;22;6
996;13;15
884;18;8
762;17;11
748;21;5
694;15;12
664;25;1
402;26;2
386;11;17
344;5;24
335;13;15
217;6;23
020;7;19
960;12;14
891;11;13
822;12;14
784;4;20
696;14;12
673;21;4
652;17;11
570;7;20
545;17;10
490;17;11
474;16;9
473;7;19
438;14;14
427;14;13
421;10;14
371;8;17
257;4;21
1957;1;23
122;6;18
066;19;9
056;13;10
004;12;7
novecentos;0;27
ah;3;24
967;20;7
912;21;5
832;10;14
792;10;16
789;23;3
745;19;7
686;15;8
639;13;14
634;19;5
558;19;8
529;13;12
